Gene_A	Gene_B	Weight
P14317	Q92619	6.7E-3
P05164	P15382	1.2E-2
Q15599	P15382	8.3E-3
P48378	P15382	4.6E-3
P43681	P15382	8.5E-3
P51606	P15382	1E-2
Q05996	P15382	2.1E-2
P06732	P15382	1.1E-2
O60499	P15382	1.1E-2
P20815	P15382	1.8E-2
O43316	P15382	1.9E-2
Q03426	P15382	9.7E-3
O43680	P15382	1.7E-2
Q15743	P15382	1.5E-2
O94933	P15382	1.7E-2
O14669	P15382	1.4E-2
Q96RI0	P15382	5.5E-3
P28358	P15382	7.4E-3
Q16613	P15382	7.1E-3
Q14525	P15382	1E-2
Q92611	P15382	8.4E-3
Q92805	P15382	5.5E-3
O14894	P15382	1.3E-2
P29317	P15382	1.3E-2
O75578	P15382	8.1E-3
Q99795	P15382	4.6E-3
P30613	P15382	6.5E-3
Q9Y2D4	P15382	1.5E-2
O00590	P15382	6.4E-3
Q99102	P15382	1.4E-2
Q99865	P15382	1.3E-2
Q14202	P15382	1.5E-2
P05015	P15382	1.8E-2
Q00266	P15382	1.7E-2
Q92838	P15382	2E-2
Q8WXI4	P15382	8.9E-3
P05186	P15382	5.1E-3
P10696	P15382	5.8E-3
P32238	P15382	8.5E-3
O15178	P15382	1.3E-2
Q6ZRI6	P15382	1.5E-2
P22079	P15382	1.1E-2
O75333	P15382	4.5E-3
Q13606	P15382	1.6E-2
Q8TCN5	P15382	1.8E-2
P07911	P15382	5.9E-3
O75325	P15382	1.7E-2
P29275	P15382	1.6E-2
P50453	P15382	1.2E-2
P17544	P15382	1.4E-2
Q6ISU1	P15382	5.5E-3
Q9HC97	P15382	5.6E-3
O14756	P48552	2.3E-2
Q96HL8	P48552	1.9E-2
Q92636	P48552	2E-2
Q12948	P48552	1.9E-2
Q13492	P48552	1.4E-2
O75530	P48552	1.5E-2
P24752	P48552	1.4E-2
P98164	P48552	2.4E-2
Q9Y6L7	P48552	2E-2
Q13145	P48552	1.5E-2
O00124	P48552	1.2E-2
O75072	P48552	1.9E-2
O43818	P48552	8.2E-3
Q9GZN2	P48552	1.1E-2
Q13115	P48552	1.5E-2
Q12931	P48552	6E-3
O60895	P48552	2.4E-2
O75525	P48552	2E-2
Q7Z7G8	P48552	2.2E-2
O00180	P48552	1.9E-2
Q9NS37	P48552	1.5E-2
O95343	P48552	2.1E-2
O94988	P48552	2E-2
Q13794	P48552	1.9E-2
O00712	P48552	2E-2
Q96PC5	P48552	2.3E-2
O43150	P48552	2.2E-2
Q8IWK6	P48552	7.1E-3
O15072	P48552	1.6E-2
P35520	P48552	9.1E-3
Q16832	P48552	1.7E-2
Q9UKI2	P48552	1.8E-2
Q14159	P48552	2E-2
Q93034	P48552	1.5E-2
O60315	P48552	1.7E-2
P47928	P48552	1.9E-2
Q13206	P48552	9.7E-3
P23378	P48552	1.2E-2
Q15303	P48552	1.9E-2
Q14332	P48552	1.4E-2
P30260	Q86VY4	1.2E-2
Q9UBS8	Q86VY4	9.2E-3
Q9UKA4	Q86VY4	8.9E-3
Q6ZVD8	Q86VY4	1.5E-2
Q9Y2I8	Q86VY4	1.1E-2
O75110	Q86VY4	9.9E-3
O00139	Q86VY4	1.4E-2
Q92845	Q86VY4	9.1E-3
P53708	Q86VY4	1.5E-2
Q9NQC7	Q86VY4	8.5E-3
O14782	Q86VY4	6.4E-3
P31689	Q86VY4	1.5E-2
O75882	Q86VY4	1.7E-2
P28370	Q86VY4	1.4E-2
Q9ULP0	Q86VY4	5.7E-3
P62714	Q86VY4	1.6E-2
Q04727	Q86VY4	1.7E-2
Q9H7U1	Q86VY4	5.8E-3
Q8NE35	Q86VY4	8.9E-3
Q9UQ13	Q86VY4	1.4E-2
Q16204	Q86VY4	1.2E-2
P33260	Q86VY4	1.4E-2
Q99536	Q86VY4	1.5E-2
Q9C040	Q86VY4	6E-3
P67775	Q86VY4	1.6E-2
O43929	Q86VY4	1.6E-2
O75351	Q86VY4	6.9E-3
O75436	Q86VY4	1.3E-2
Q5W111	Q86VY4	1.2E-2
P52799	Q86VY4	1.4E-2
P63096	Q86VY4	8.2E-3
Q9UBS3	Q86VY4	1.5E-2
P56211	Q86VY4	8.3E-3
Q9Y496	Q86VY4	9.2E-3
O96011	Q86VY4	1E-2
Q15554	Q86VY4	2E-2
Q9Y2F9	Q86VY4	1.6E-2
Q9BT88	Q86VY4	8.8E-3
P49336	Q86VY4	1.4E-2
P29218	Q86VY4	1.7E-2
P41225	Q86VY4	1.4E-2
O95251	Q86VY4	1.5E-2
Q99250	Q86VY4	6.2E-3
Q92783	Q86VY4	1.1E-2
Q15596	Q86VY4	2E-2
Q5MNZ6	Q86VY4	1.5E-2
O95999	Q86VY4	1.4E-2
P22694	Q86VY4	5.9E-3
P21281	Q86VY4	9.9E-3
O00559	Q86VY4	1.4E-2
O95749	Q86VY4	1.6E-2
O14977	Q86VY4	1.9E-2
Q96PM5	Q86VY4	1.5E-2
Q96BY2	Q86VY4	8.6E-3
P61457	Q86VY4	1.4E-2
Q8WU17	Q86VY4	1.8E-2
P61925	Q86VY4	1E-2
P16615	Q86VY4	1.7E-2
P09769	Q11130	9.6E-3
P35228	Q11130	1.2E-2
P02788	Q11130	1.2E-2
Q16651	Q11130	1E-2
Q9NQW1	Q11130	1.3E-2
P41586	Q11130	8.7E-3
Q14993	Q11130	1.5E-2
P12872	Q11130	1.1E-2
Q8N350	Q11130	1.5E-2
Q9HBH9	Q11130	1.5E-2
O43272	Q11130	1.3E-2
O75631	Q11130	8.9E-3
P29622	Q11130	1.5E-2
P25942	Q11130	1.5E-2
P51810	Q11130	7.9E-3
O60826	Q11130	1.2E-2
Q96DX5	Q11130	6.1E-3
P15976	Q11130	9.7E-3
P06576	Q11130	9.3E-3
Q9UMX6	Q11130	1.5E-2
P17342	Q11130	1E-2
Q96AZ1	Q11130	1E-2
O95292	Q11130	1.2E-2
Q01113	Q11130	1.4E-2
O95238	Q11130	7.5E-3
Q99999	Q11130	1.1E-2
P48066	Q11130	1.2E-2
P08729	Q11130	1.7E-2
A6NDV4	Q11130	8E-3
Q86WV1	Q11130	9.4E-3
P15498	Q11130	1.4E-2
Q16445	Q11130	1.2E-2
P05015	Q11130	1.6E-2
Q13349	Q11130	9.2E-3
P51690	Q11130	1.2E-2
P32320	Q11130	9E-3
P02489	Q11130	9.2E-3
P52735	Q11130	9.9E-3
P08887	Q11130	8E-3
P15538	Q11130	1.6E-2
Q6NTE8	Q11130	1.2E-2
Q8WXI4	Q11130	7E-3
P07476	Q11130	1E-2
P10696	Q11130	4.3E-3
Q8N2R0	Q11130	8.9E-3
O60524	Q11130	1.4E-2
P51170	Q11130	1.4E-2
P07911	Q11130	4.9E-3
O14798	Q11130	8.5E-3
Q13472	Q11130	1.7E-2
P15391	Q11130	8.9E-3
Q02790	Q93077	1.3E-2
Q6NYC1	Q93077	2E-2
P19784	Q93077	1.4E-2
Q9UNH5	Q93077	2.3E-2
O15269	Q93077	1.1E-2
Q99675	Q93077	1.9E-2
O43708	Q93077	1.4E-2
O95433	Q93077	1.5E-2
Q9HCK8	Q93077	1.8E-2
O75695	Q93077	9.5E-3
Q92613	Q93077	1.1E-2
P15170	Q93077	1.4E-2
Q14814	Q93077	1.7E-2
O00743	Q93077	1.3E-2
P49770	Q93077	1E-2
O14508	Q93077	2.1E-2
Q99496	Q93077	1.6E-2
P43363	Q93077	2.4E-2
P06899	Q93077	2.4E-2
Q86UE8	Q93077	1.2E-2
Q9NRF9	Q93077	9.4E-3
Q9Y232	Q93077	2E-2
Q8N6I4	Q93077	1.1E-2
P58876	Q93077	3.4E-2
Q96EK4	Q93077	1.3E-2
Q9UPP1	Q93077	1.5E-2
Q8WTV1	P30874	1.8E-2
Q07011	P30874	2.3E-2
Q96PU5	P30874	1.9E-2
O00167	P30874	1.7E-2
Q05513	P30874	8.7E-3
Q8IVL0	P30874	1.4E-2
P53675	P30874	2.4E-2
P53677	P30874	2.1E-2
P49418	P30874	1.4E-2
O76038	P30874	2.2E-2
Q9Y2J0	P30874	3.2E-2
O43759	P30874	9E-3
Q9P104	P30874	1.5E-2
Q9UQ03	P30874	1.1E-2
P35557	P30874	2.4E-2
Q15464	P30874	2.2E-2
Q59EK9	P30874	1.4E-2
A5PLN7	P30874	2.4E-2
P78348	P30874	2E-2
Q01433	P30874	1.9E-2
O75061	P30874	1.2E-2
P42892	P30874	1.5E-2
P84074	P30874	1.3E-2
Q00604	P30874	1.6E-2
P16519	P30874	2.8E-2
P19086	P30874	1.2E-2
O75069	P30874	2.1E-2
O95251	P30874	1.7E-2
Q9UPT6	P30874	6.2E-3
O75335	P30874	2E-2
Q93088	P30874	1.7E-2
Q9Y6X0	P30874	1.4E-2
Q13562	P30874	2.1E-2
Q13586	P30874	1.5E-2
Q92561	P30874	1.9E-2
Q02575	P30874	2.9E-2
Q9Y534	P30874	2E-2
O60359	P14222	1.7E-2
Q6IBW4	P14222	9.8E-3
P12830	P14222	1.8E-2
P21452	P14222	1.4E-2
P36402	P14222	2E-2
O95741	P14222	9.2E-3
O60829	P14222	1.5E-2
Q86X53	P14222	5.7E-3
O95473	P14222	8E-3
P31645	P14222	1.5E-2
O14745	P14222	1.4E-2
O00635	P14222	8.6E-3
P56597	P14222	1.5E-2
P41162	P14222	8.1E-3
O95971	P14222	1.5E-2
Q14330	P14222	1.9E-2
Q92611	P14222	8E-3
Q15884	P14222	9.2E-3
P41595	P14222	7.5E-3
P25686	P14222	1.5E-2
Q14774	P14222	1.5E-2
Q16828	P14222	1.4E-2
P26010	P14222	8.4E-3
Q86WV1	P14222	1.1E-2
Q13336	P14222	1.8E-2
Q16281	P14222	1.6E-2
P54922	P14222	5.7E-3
Q9P2V4	P14222	1.4E-2
Q32P44	P14222	4.1E-3
Q9BTU6	P14222	7.2E-3
Q00005	P14222	6.4E-3
Q13349	P14222	8.9E-3
P06126	P14222	5.5E-3
P32302	P14222	1.8E-2
P32238	P14222	9.2E-3
Q15761	P14222	6E-3
Q86SR1	P14222	1.3E-2
Q8TEQ8	P14222	5.3E-3
P06681	P14222	1.5E-2
P22748	P14222	1E-2
O75333	P14222	4.1E-3
O95665	P14222	7.9E-3
P35225	P14222	7.7E-3
P01236	P14222	9.1E-3
P15391	P14222	1E-2
Q9UH17	P14222	1.1E-2
Q96PD2	P50052	1.3E-2
Q9Y3Q0	P50052	2E-2
P20142	P50052	6.5E-3
O75762	P50052	1.5E-2
Q9UBT3	P50052	1E-2
P14920	P50052	1.7E-2
P48065	P50052	2.3E-2
O95677	P50052	2.5E-2
P15848	P50052	2E-2
Q14435	P50052	2.3E-2
P09848	P50052	1E-2
P41143	P50052	2.1E-2
Q6YN16	P50052	2.6E-2
P04003	P50052	1.1E-2
P31431	P50052	1.8E-2
O43542	P50052	1.2E-2
O43240	P50052	1.5E-2
P22460	P50052	1.5E-2
Q06495	P50052	1.9E-2
P14902	P50052	1.8E-2
Q9UQ52	P50052	1.3E-2
P05814	P50052	1.8E-2
P29371	P50052	9.2E-3
P47900	P50052	2.4E-2
P29377	P50052	1.5E-2
O15041	P50052	2.9E-2
P35908	P50052	1.1E-2
P09769	P25025	1.5E-2
P34903	P25025	1.2E-2
O43617	P25025	1.5E-2
P24557	P25025	1.3E-2
P48378	P25025	6E-3
Q8IVT2	P25025	2E-2
P20718	P25025	7.8E-3
Q14508	P25025	1.3E-2
Q96DX5	P25025	9.5E-3
Q13474	P25025	1.4E-2
Q96GR2	P25025	1.6E-2
P20916	P25025	6.5E-3
P20815	P25025	2.6E-2
P08493	P25025	1.7E-2
Q5VWX1	P25025	1.8E-2
P41162	P25025	1.1E-2
Q99542	P25025	1.1E-2
P03973	P25025	1E-2
P41595	P25025	1E-2
P11712	P25025	8.1E-3
P35236	P25025	2.2E-2
P47870	P25025	1.2E-2
O60939	P25025	1.4E-2
Q96N16	P25025	8.7E-3
Q17RB8	P25025	9.3E-3
P05186	P25025	6.4E-3
Q15761	P25025	8.5E-3
Q9UKU0	P25025	8E-3
P04264	P25025	7.5E-3
P51168	P25025	1.1E-2
O94966	P25025	6.9E-3
Q9UBS0	P25025	1.8E-2
P05141	P51571	1E-2
O75865	P51571	1.4E-2
O15347	P51571	6.2E-3
Q07020	P51571	4.8E-3
Q9UET6	P51571	1.1E-2
Q99714	P51571	8.4E-3
P06733	P51571	1.2E-2
Q00325	P51571	8.4E-3
P09012	P51571	3.9E-3
P46782	P51571	5.1E-3
P78318	P51571	9.5E-3
P07910	P51571	7.8E-3
O95433	P51571	1E-2
P27695	P51571	5.7E-3
Q8TEB1	P51571	1.2E-2
P23526	P51571	5.8E-3
P41227	P51571	7.9E-3
O60828	P51571	7.8E-3
P00558	P51571	1.2E-2
Q15274	P51571	1.3E-2
P29692	P51571	9.5E-3
P22087	P51571	4.4E-3
P39019	P51571	5.5E-3
Q16617	P51571	1.1E-2
P24390	P51571	1.1E-2
Q10586	P51571	6.8E-3
Q15113	P51571	9.6E-3
O75607	P51571	6.7E-3
Q5BJF2	P51571	7E-3
O00170	P51571	1.3E-2
P05166	P51571	1E-2
P83731	P51571	5.4E-3
P09001	P51571	4.6E-3
O43818	P51571	6.2E-3
P18065	P51571	1.2E-2
O14763	P51571	9E-3
Q13207	P51571	1.1E-2
O43613	P51571	9.7E-3
Q13162	P51571	8.2E-3
O00148	P51571	5.3E-3
Q15014	P51571	1E-2
O15541	P51571	8.3E-3
O15239	P51571	1.2E-2
P62316	P51571	4.7E-3
P19419	P51571	1.3E-2
P36507	P51571	1.4E-2
O14957	P51571	1.3E-2
Q14315	P51571	1.1E-2
P24311	P51571	1.3E-2
P00338	P51571	1.1E-2
Q14088	P51571	1.5E-2
Q9Y388	P51571	9.2E-3
P42766	P51571	7E-3
P31939	P51571	4.9E-3
P62306	P51571	4.2E-3
P83876	P51571	1.1E-2
O43768	P51571	1.3E-2
P55145	P51571	1.2E-2
Q15233	P51571	4.9E-3
Q15125	P51571	9.7E-3
Q8N726	P51571	1.4E-2
Q99720	P51571	1.1E-2
O75387	P51571	9.5E-3
P62861	P51571	8.2E-3
P98073	P51571	1.1E-2
Q15070	P51571	1.3E-2
P56378	P51571	9.8E-3
P48651	P51571	9E-3
P22557	P51571	1.2E-2
P05496	P51571	1.2E-2
P49915	P51571	6.5E-3
P52434	P51571	8.5E-3
P04843	P51571	1E-2
P29401	P51571	6.5E-3
Q969Q0	P51571	1.3E-2
Q86YN1	P51571	7.9E-3
P24298	P51571	9.6E-3
P08195	P51571	1.1E-2
O00451	P51571	1.3E-2
P62633	P51571	1.1E-2
O00303	P51571	5.8E-3
P10589	P51571	1.4E-2
P12268	P51571	5.3E-3
Q9Y4W2	Q14160	7.9E-3
O75665	Q14160	1.5E-2
P78549	Q14160	6.6E-3
Q9BUZ4	Q14160	1.2E-2
P09012	Q14160	4.4E-3
P05388	Q14160	6.9E-3
Q01664	Q14160	5.6E-3
Q9NPF4	Q14160	1.3E-2
Q5SRE5	Q14160	8.5E-3
O00541	Q14160	5.5E-3
O43281	Q14160	1.6E-2
Q13268	Q14160	1.5E-2
Q9UQR0	Q14160	8.3E-3
P98174	Q14160	7.8E-3
O75808	Q14160	1.3E-2
Q8N2M8	Q14160	1.3E-2
P62249	Q14160	6.1E-3
Q8WUQ7	Q14160	1.3E-2
Q9BUJ2	Q14160	6.6E-3
O15399	Q14160	2E-2
Q92830	Q14160	1.4E-2
O00716	Q14160	7E-3
P11831	Q14160	1.2E-2
P83731	Q14160	5.9E-3
Q8TCU4	Q14160	1.6E-2
Q9NPG3	Q14160	1.4E-2
O15541	Q14160	9E-3
P62316	Q14160	4.7E-3
Q9BY32	Q14160	1.6E-2
Q8TF68	Q14160	1.4E-2
Q16762	Q14160	1.4E-2
P48547	Q14160	1.2E-2
Q92503	Q14160	1.2E-2
Q9H0Z9	Q14160	1.3E-2
O75096	Q14160	1.2E-2
Q14679	Q14160	1.2E-2
Q92688	Q14160	7E-3
O75953	Q14160	1.3E-2
Q14103	Q14160	7.8E-3
O75452	Q14160	1.9E-2
P54098	Q14160	1.3E-2
Q92901	Q14160	1.2E-2
Q86X55	Q14160	1.2E-2
Q99755	Q14160	1.4E-2
Q15233	Q14160	5.6E-3
P18124	Q14160	6.4E-3
O15372	Q14160	8.4E-3
Q92529	Q14160	1.4E-2
Q9NRF9	Q14160	8E-3
Q9UHJ9	Q14160	1E-2
P22102	Q14160	1.3E-2
Q01081	Q14160	7.7E-3
Q14684	Q14160	5.8E-3
O60318	Q14160	1.4E-2
P43308	Q14160	8.5E-3
P49915	Q14160	6.2E-3
P52434	Q14160	8.9E-3
Q92560	Q14160	1.2E-2
P23945	Q14160	1.6E-2
Q9Y3Y4	Q14160	1.2E-2
P63220	Q14160	8.1E-3
P62081	Q14160	7.3E-3
Q9UPP1	Q14160	1.1E-2
Q9BUQ8	Q14160	1.1E-2
O00303	Q14160	6.1E-3
P49760	Q14160	1.6E-2
Q6PJ61	Q14160	1.4E-2
Q07864	Q14160	1.6E-2
P49447	Q14681	9.8E-3
Q13387	Q14681	7.3E-3
P51797	Q14681	4.1E-3
Q93050	Q14681	5.9E-3
P51811	Q14681	9.8E-3
O75110	Q14681	8.3E-3
Q96F07	Q14681	1E-2
Q9Y548	Q14681	1E-2
Q92624	Q14681	8.3E-3
Q12816	Q14681	1.1E-2
Q92917	Q14681	9.9E-3
Q15173	Q14681	5.6E-3
Q86US8	Q14681	8.6E-3
Q99583	Q14681	1.1E-2
Q15904	Q14681	1.1E-2
P98173	Q14681	9.1E-3
Q9HD43	Q14681	8.5E-3
Q14494	Q14681	1.1E-2
Q9NQC7	Q14681	7.3E-3
Q9H4G0	Q14681	6.5E-3
Q8NC96	Q14681	4.6E-3
P41217	Q14681	9.4E-3
Q9UGR2	Q14681	1E-2
P08247	Q14681	5.9E-3
P28370	Q14681	1.1E-2
O14735	Q14681	8.9E-3
Q13367	Q14681	6.8E-3
Q8IV08	Q14681	8.1E-3
P61966	Q14681	1.1E-2
Q05193	Q14681	4.9E-3
Q59EK9	Q14681	1E-2
O94972	Q14681	9.1E-3
Q08380	Q14681	1.2E-2
Q99536	Q14681	1.2E-2
P52198	Q14681	1E-2
Q14168	Q14681	1.2E-2
Q9P2S2	Q14681	7.2E-3
O75382	Q14681	1E-2
P45974	Q14681	7.9E-3
P09104	Q14681	6.7E-3
Q14738	Q14681	7.3E-3
Q9NP58	Q14681	1.2E-2
Q01433	Q14681	1.1E-2
O95140	Q14681	6.8E-3
Q92540	Q14681	1.1E-2
Q01968	Q14681	1.2E-2
Q13685	Q14681	1.2E-2
P19086	Q14681	8.9E-3
Q12756	Q14681	9.7E-3
Q9H1P3	Q14681	8E-3
O43307	Q14681	8.9E-3
O96011	Q14681	8.8E-3
Q969T9	Q14681	1.2E-2
O75069	Q14681	1.1E-2
O94952	Q14681	1.3E-2
Q9BWQ8	Q14681	5.9E-3
P30419	Q14681	1.2E-2
O95251	Q14681	1.2E-2
Q9Y2K6	Q14681	8.7E-3
P50542	Q14681	1.3E-2
P55786	Q14681	9.2E-3
Q12829	Q14681	1.2E-2
Q5MNZ6	Q14681	1.3E-2
Q86VR2	Q14681	1E-2
P40926	Q14681	9.9E-3
Q8N6H7	Q14681	9.7E-3
Q01970	Q14681	1.1E-2
P35462	Q14681	1.3E-2
Q7L0J3	Q14681	8.2E-3
Q9NUQ8	Q14681	1E-2
Q14558	Q14681	9.2E-3
Q13368	Q14681	1.3E-2
P05023	Q14681	1.2E-2
Q96DX7	Q14681	1.1E-2
Q15555	Q14681	6.1E-3
P35232	Q14681	9.6E-3
Q8IZD0	Q14681	8.6E-3
Q13586	Q14681	1E-2
P51608	Q14681	1E-2
Q9Y534	Q14681	1.3E-2
Q92993	Q14681	9.4E-3
O43505	Q14681	6E-3
P35638	Q14681	1E-2
Q9UQB8	Q14681	1.1E-2
P49703	Q14681	1.2E-2
P62993	Q14681	1.9E-2
Q86VY4	Q14681	1E-2
Q8N3S3	P48739	1.1E-2
O43739	P48739	9.4E-3
Q99442	P48739	1.1E-2
O43462	P48739	8.2E-3
Q8IY57	P48739	1.1E-2
P55957	P48739	1.3E-2
Q12860	P48739	1.1E-2
O00116	P48739	6.8E-3
P62380	P48739	9.3E-3
P55082	P48739	1.2E-2
Q00537	P48739	1.1E-2
P22830	P48739	1.1E-2
O60884	P48739	9.8E-3
Q06190	P48739	1.1E-2
Q8NEB9	P48739	9.9E-3
P55197	P48739	4.8E-3
Q15154	P48739	1.1E-2
Q9NVH0	P48739	1.1E-2
Q9Y2H8	P48739	7.1E-3
Q12986	P48739	1.1E-2
P51003	P48739	8.9E-3
Q13233	P48739	1.5E-2
Q13451	P48739	1.1E-2
O14786	P48739	8.6E-3
Q96FE7	P48739	9.2E-3
Q9UBB9	P48739	9.9E-3
Q9UNF0	P48739	9.4E-3
O43251	P48739	9.5E-3
Q09472	P48739	1.1E-2
Q8N3U4	P48739	8.6E-3
P00390	P48739	8.2E-3
Q92828	P48739	7.8E-3
P36897	P48739	7.4E-3
O14717	P48739	1.1E-2
Q9Y6Y8	P48739	1.1E-2
P52564	P48739	1.1E-2
Q9Y3S2	P48739	9.9E-3
Q13480	P48739	1.2E-2
P51790	P48739	5.2E-3
Q9Y294	P48739	6.7E-3
Q9NXL9	P48739	1E-2
Q7Z5Y7	P48739	1.1E-2
Q15208	P48739	8.9E-3
P24863	P48739	1.1E-2
Q8IYB5	P48739	5.2E-3
P51959	P48739	1E-2
Q9UIQ6	P48739	9.5E-3
P42702	P48739	7.3E-3
Q07889	P48739	1E-2
Q01658	P48739	6.5E-3
Q8WVM7	P48739	6.2E-3
Q53GS7	P48739	1.2E-2
Q13049	P48739	8.5E-3
O75351	P48739	5.6E-3
Q14344	P48739	7.3E-3
Q9H999	P48739	5.2E-3
P18846	P48739	1.2E-2
Q9H944	P48739	9.1E-3
Q15013	P48739	1.1E-2
Q9BQ90	P48739	7.1E-3
P10114	P48739	9.4E-3
P61244	P48739	1.3E-2
O60755	P48739	9.9E-3
Q13131	P48739	1E-2
P62253	P48739	8.8E-3
Q53H80	P48739	7.7E-3
P48200	P48739	6.1E-3
P10599	P48739	1E-2
Q13371	P48739	8.6E-3
Q9C019	P48739	8.2E-3
P30154	P48739	1.1E-2
O00442	P48739	8E-3
P06400	P48739	1.3E-2
Q5VZF2	P48739	7.2E-3
P08069	P48739	1.1E-2
O75674	P48739	1E-2
Q15532	P48739	1.1E-2
Q8NC51	P48739	1.1E-2
P20339	P48739	1E-2
Q9BY44	P48739	8.4E-3
Q9Y462	P48739	5.3E-3
P25705	P48739	8.3E-3
P46939	P48739	1.2E-2
Q8N9Q2	P48739	7.6E-3
P49792	P48739	8E-3
