Gene_A	Gene_B	Weight
O43175	P62306	4.4E-3
P49366	P62306	6.1E-3
P52272	P62306	2.9E-3
Q13126	P62306	4.5E-3
P43487	P62306	2.4E-3
P62318	P62306	5.7E-3
O00541	P62306	2.6E-3
P61218	P62306	4.2E-3
Q14166	P62306	4.5E-3
O75132	P62306	4.9E-3
P62333	P62306	5E-3
P25788	P62306	4.7E-3
P11586	P62306	5.7E-3
P27695	P62306	3.2E-3
Q9H307	P62306	4.6E-3
P23526	P62306	2.9E-3
Q99708	P62306	5.4E-3
O75832	P62306	5.5E-3
P09884	P62306	4.4E-3
Q9NPJ8	P62306	5.3E-3
Q9UQR0	P62306	4E-3
Q8N1F7	P62306	5.3E-3
O00746	P62306	5.1E-3
O43482	P62306	3E-3
P08621	P62306	4.3E-3
O94763	P62306	4.2E-3
P22087	P62306	2.5E-3
Q15758	P62306	3.8E-3
Q9BUJ2	P62306	3.3E-3
P18858	P62306	3.5E-3
Q99543	P62306	4.2E-3
Q04837	P62306	6.4E-3
P55884	P62306	3.9E-3
Q13155	P62306	4.4E-3
P60468	P62306	5.4E-3
P04090	P62306	6.5E-3
Q96I24	P62306	4.2E-3
Q16763	P62306	3.9E-3
Q5BJF2	P62306	3.8E-3
P48645	P62306	5.8E-3
P61077	P62306	6.2E-3
O43143	P62306	5.6E-3
O96028	P62306	4.2E-3
Q96RR4	P62306	4.6E-3
O14519	P62306	4.8E-3
Q16630	P62306	4.2E-3
P07195	P62306	3.3E-3
P84103	P62306	6E-3
P25205	P62306	3.2E-3
Q9NU22	P62306	4.7E-3
Q13895	P62306	3.3E-3
O60547	P62306	6E-3
Q5XG87	P62306	3E-3
Q92552	P62306	4.5E-3
P11172	P62306	3.9E-3
P52298	P62306	6.5E-3
Q12770	P62306	4.6E-3
P09001	P62306	2.8E-3
O43818	P62306	3.2E-3
P51957	P62306	5E-3
P19338	P62306	3.3E-3
Q8WUA4	P62306	6E-3
P50991	P62306	3.1E-3
P61604	P62306	3.8E-3
P11926	P62306	5.2E-3
Q03701	P62306	4.7E-3
Q13416	P62306	3.3E-3
O43395	P62306	3.6E-3
P30041	P62306	3.2E-3
Q68CQ4	P62306	4.1E-3
P49454	P62306	2.9E-3
P02647	P62306	3.4E-3
Q9NPG3	P62306	5.5E-3
Q9Y283	P62306	5.3E-3
Q8NCA5	P62306	4.9E-3
Q14651	P62306	6.7E-3
O14508	P62306	6.9E-3
A2VDJ0	P62306	4.9E-3
Q07666	P62306	3.1E-3
P81274	P62306	6.2E-3
Q13185	P62306	5.4E-3
P22626	P62306	3.3E-3
Q15672	P62306	5.8E-3
Q13162	P62306	3.5E-3
O00148	P62306	3E-3
P43897	P62306	6.1E-3
P33552	P62306	2.9E-3
P55060	P62306	2.7E-3
P62316	P62306	2.6E-3
P14678	P62306	3.6E-3
P08579	P62306	3.5E-3
P20042	P62306	3.6E-3
Q9UBT2	P62306	3.8E-3
Q99873	P62306	3.1E-3
Q6ZVN7	P62306	5E-3
P22234	P62306	2.4E-3
Q06203	P62306	3.6E-3
P25325	P62306	3.6E-3
O96008	P62306	3.8E-3
Q9Y4Z0	P62306	8.1E-3
Q13263	P62306	2.9E-3
P24311	P62306	6E-3
O75027	P62306	4.2E-3
P08559	P62306	6.6E-3
P09661	P62306	4.7E-3
P04049	P62306	6.2E-3
P62826	P62306	5.2E-3
Q9NQZ2	P62306	6.6E-3
Q9Y4U1	P62306	7E-3
Q15329	P62306	6.6E-3
P14635	P62306	3.1E-3
O75116	P62306	5.4E-3
P04198	P62306	3.4E-3
Q9Y388	P62306	4.4E-3
O60506	P62306	4.4E-3
P11802	P62306	4.4E-3
P09651	P62306	5.3E-3
Q08211	P62306	3E-3
Q13610	P62306	5.3E-3
O00425	P62306	4.7E-3
Q07955	P62306	3.8E-3
P62995	P62306	3.9E-3
Q92688	P62306	3.7E-3
P17096	P62306	3.6E-3
P42704	P62306	4E-3
P31939	P62306	2.6E-3
Q14103	P62306	4.1E-3
Q16836	P62306	6.9E-3
Q9Y2Z4	P62306	4.1E-3
Q15031	P50553	1.8E-2
Q99714	P50553	1.3E-2
P13051	P50553	8.8E-3
Q02878	P50553	1.1E-2
P05388	P50553	9.4E-3
O43175	P50553	1.5E-2
P14866	P50553	1.4E-2
O75792	P50553	9.6E-3
Q9Y3X0	P50553	1.4E-2
P18858	P50553	9.5E-3
P35244	P50553	1.6E-2
O75116	P50553	1.9E-2
P17096	P50553	9.9E-3
Q14103	P50553	1.1E-2
Q9Y2Z4	P50553	1.2E-2
P46063	Q13569	9.3E-3
Q16526	Q13569	1.1E-2
Q6PML9	Q13569	7.8E-3
Q9UBP0	Q13569	9.7E-3
P30876	Q13569	6E-3
P12270	Q13569	7.6E-3
Q99550	Q13569	1.3E-2
Q12872	Q13569	6.4E-3
Q8WUM0	Q13569	7.3E-3
Q14527	Q13569	9.2E-3
Q16342	Q13569	1.2E-2
Q15020	Q13569	6.1E-3
P13051	Q13569	4.4E-3
Q02880	Q13569	9.9E-3
P13010	Q13569	9.6E-3
O14980	Q13569	1.1E-2
P38570	Q13569	8.2E-3
Q9UJX4	Q13569	1.1E-2
Q92616	Q13569	9.2E-3
Q7Z569	Q13569	9E-3
Q9UKL0	Q13569	8.5E-3
O75419	Q13569	4.2E-3
P45973	Q13569	1.1E-2
P43246	Q13569	7.7E-3
P31942	Q13569	6.9E-3
P52272	Q13569	3.9E-3
O75132	Q13569	9.1E-3
Q15691	Q13569	6.3E-3
O43156	Q13569	6.5E-3
O75832	Q13569	9.8E-3
O43719	Q13569	9.7E-3
O15405	Q13569	9.9E-3
Q06547	Q13569	1.3E-2
Q9Y421	Q13569	9.4E-3
P18858	Q13569	5.1E-3
Q9Y4Y9	Q13569	9E-3
Q15910	Q13569	6.5E-3
Q96I24	Q13569	8E-3
Q3B7T1	Q13569	9.1E-3
Q9UQE7	Q13569	5.1E-3
P83916	Q13569	7.7E-3
Q15723	Q13569	7.7E-3
O96028	Q13569	6.7E-3
Q4VC05	Q13569	8.7E-3
Q7L4I2	Q13569	1E-2
P46527	Q13569	1E-2
P40937	Q13569	1.2E-2
Q86VP6	Q13569	1.1E-2
Q9NZN8	Q13569	1.2E-2
Q16630	Q13569	7.2E-3
Q9Y478	Q13569	1.2E-2
P25205	Q13569	4.9E-3
P04196	Q13569	9.4E-3
Q8WUA4	Q13569	9.2E-3
Q9Y4C1	Q13569	1.1E-2
Q13416	Q13569	5.8E-3
Q9ULI0	Q13569	1.1E-2
Q96B26	Q13569	7.5E-3
P13056	Q13569	8.9E-3
P42167	Q13569	9.1E-3
P25208	Q13569	1E-2
O14727	Q13569	1.1E-2
Q07666	Q13569	5.5E-3
Q13185	Q13569	1E-2
O15164	Q13569	6.7E-3
Q9Y530	Q13569	8.1E-3
P35659	Q13569	6.1E-3
O43390	Q13569	6E-3
Q8TF68	Q13569	1E-2
Q99996	Q13569	6.7E-3
O95243	Q13569	9.8E-3
Q9P2W1	Q13569	1.1E-2
P12004	Q13569	5.5E-3
Q7Z7F0	Q13569	9.2E-3
Q96GM8	Q13569	9E-3
P49321	Q13569	7.5E-3
Q8N999	Q13569	9.7E-3
Q9H7F0	Q13569	8.7E-3
Q13823	Q13569	1.1E-2
Q12800	Q13569	1E-2
Q504Q3	Q13569	8E-3
O75529	Q13569	8.9E-3
O00425	Q13569	8.3E-3
P62995	Q13569	6.5E-3
O95347	Q13569	9.6E-3
Q14676	Q13569	9.3E-3
Q96Q89	Q13569	7.2E-3
Q02224	Q13569	5.3E-3
P62306	Q13569	3.5E-3
P10646	Q14161	1.1E-2
O75563	Q14161	1.4E-2
P20701	Q14161	1.2E-2
Q13761	Q14161	1.4E-2
Q9BYC5	Q14161	2E-2
P23743	Q14161	2.3E-2
P23497	Q14161	1.5E-2
O94804	Q14161	1.4E-2
Q14162	Q14161	1.4E-2
P32942	Q14161	1.1E-2
P24394	Q14161	6.7E-3
Q9UQV4	Q14161	1.3E-2
P08575	Q14161	1.1E-2
O15117	Q14161	1.5E-2
O95455	Q14161	2.1E-2
Q99607	Q14161	1.2E-2
Q12946	Q14161	2E-2
O60711	Q14161	8.5E-3
Q92478	Q14161	7.1E-3
ENSG00000112297	Q14161	1.5E-2
O60759	Q14161	1.3E-2
P09326	Q14161	9.2E-3
O14917	Q14161	1.8E-2
P32519	Q14161	1E-2
P50591	Q14161	1.3E-2
P10124	Q14161	8.7E-3
Q13287	Q14161	1.3E-2
Q9Y6Q9	Q14161	1.3E-2
O14921	Q14161	1.8E-2
P33241	Q14161	1.6E-2
O60234	Q14161	9.9E-3
Q8IYM9	Q14161	1.3E-2
Q9UH65	Q14161	2.1E-2
Q9HB58	Q14161	1.4E-2
Q15306	Q14161	2.5E-2
O75592	Q9BVL2	1.5E-2
Q9UKA4	Q9BVL2	1.3E-2
Q13099	Q9BVL2	2.7E-2
Q7Z3T8	Q9BVL2	1.7E-2
O94921	Q9BVL2	2.1E-2
P04181	Q9BVL2	1.8E-2
Q12888	Q9BVL2	2.3E-2
Q9Y2L1	Q9BVL2	1.6E-2
Q8WXW3	Q9BVL2	1.4E-2
O95455	Q9BVL2	2E-2
P54578	Q9BVL2	1.5E-2
O43148	Q9BVL2	1.6E-2
Q9Y2H6	Q9BVL2	1.6E-2
Q8NEM7	Q9BVL2	1.5E-2
Q8TDJ6	Q9BVL2	2.4E-2
Q8NBF6	Q9BVL2	1.6E-2
Q86VP1	Q9BVL2	1.4E-2
Q86W92	Q9BVL2	1.6E-2
O60308	Q9BVL2	2.1E-2
P07311	Q9BVL2	1.9E-2
O75554	Q9BVL2	1.5E-2
Q96B26	Q9BVL2	1.1E-2
Q9UBW7	Q9BVL2	1.8E-2
Q5W111	Q9BVL2	1.8E-2
O95573	Q9BVL2	2.3E-2
Q99805	Q9BVL2	1.5E-2
Q96CW5	Q9BVL2	2E-2
Q9Y252	Q9BVL2	1.6E-2
Q6PID8	Q9BVL2	9.9E-3
Q16718	Q9BVL2	1.6E-2
Q13042	Q9BVL2	2E-2
Q9Y496	Q9BVL2	8.7E-3
Q5W0Q7	Q9BVL2	2E-2
P49336	Q9BVL2	2.1E-2
O60293	Q9BVL2	1.7E-2
Q9Y4D2	Q9BVL2	2.1E-2
Q9P2R7	Q9BVL2	1.7E-2
P40818	Q9BVL2	1.1E-2
Q99442	Q9Y217	2.1E-2
Q9UBS8	Q9Y217	1.1E-2
Q9UKA4	Q9Y217	1.4E-2
Q13099	Q9Y217	2.7E-2
Q9Y2I8	Q9Y217	1.2E-2
P45985	Q9Y217	1.5E-2
P30626	Q9Y217	1.3E-2
Q8TBP6	Q9Y217	1.1E-2
Q9Y2L1	Q9Y217	1.7E-2
Q9NTI5	Q9Y217	1.9E-2
O94830	Q9Y217	1.4E-2
O95455	Q9Y217	1.9E-2
Q9Y2H6	Q9Y217	1.6E-2
O75503	Q9Y217	2.3E-2
Q8NBN3	Q9Y217	1.8E-2
Q8TDJ6	Q9Y217	2.2E-2
Q9H7U1	Q9Y217	7.7E-3
Q9NRX5	Q9Y217	8E-3
Q7KYR7	Q9Y217	1.7E-2
P36406	Q9Y217	1.1E-2
O75554	Q9Y217	1.6E-2
Q9UBW7	Q9Y217	1.4E-2
O95164	Q9Y217	1.6E-2
Q5W111	Q9Y217	2.1E-2
P35670	Q9Y217	2.1E-2
Q5T200	Q9Y217	1.6E-2
Q9Y5U4	Q9Y217	1.3E-2
Q8NBR6	Q9Y217	1.5E-2
P56211	Q9Y217	1.1E-2
Q13042	Q9Y217	2.3E-2
P30622	Q9Y217	1.2E-2
Q9Y496	Q9Y217	1E-2
O15075	Q9Y217	9E-3
Q14244	Q9Y217	8.9E-3
Q9P2R7	Q9Y217	1.6E-2
Q92783	Q9Y217	1E-2
Q4J6C6	Q9Y217	7.1E-3
Q93073	Q9Y217	1.3E-2
Q9BVL2	Q9Y217	2.4E-2
Q9UIK4	Q7Z3Q1	1.4E-2
P16035	Q7Z3Q1	2.1E-2
P13671	Q7Z3Q1	1.5E-2
P24557	Q7Z3Q1	1.3E-2
P55011	Q7Z3Q1	2.1E-2
P78539	Q7Z3Q1	9E-3
O15554	Q7Z3Q1	1E-2
P54368	Q7Z3Q1	2.2E-2
P49640	Q7Z3Q1	7.9E-3
P60033	Q7Z3Q1	1.7E-2
O95498	Q7Z3Q1	1.4E-2
O00186	Q7Z3Q1	1.1E-2
P52907	Q7Z3Q1	2E-2
Q99983	Q7Z3Q1	1.8E-2
Q00587	Q7Z3Q1	9.9E-3
Q96EI5	Q7Z3Q1	1.2E-2
Q99523	Q7Z3Q1	6.9E-3
P41595	Q7Z3Q1	8.7E-3
P09038	Q7Z3Q1	2.4E-2
P35030	P30825	1.7E-2
Q15785	P30825	2.8E-2
P49591	P30825	1.6E-2
Q15800	P30825	1.8E-2
P13995	P30825	1E-2
P22466	P30825	1.8E-2
Q9H2J7	P30825	2.1E-2
Q9UHK0	P30825	2.5E-2
P55809	P30825	1.4E-2
O43396	P30825	1.3E-2
P08238	P30825	2.9E-2
Q9UH36	P30825	2.3E-2
P12036	P30825	1.2E-2
Q9Y6E0	P30825	2.4E-2
A3KMH1	P30825	2.1E-2
Q01650	P30825	2.1E-2
Q5BJF2	P30825	8.5E-3
P38646	P30825	2.3E-2
P26639	P30825	1.7E-2
P15374	P30825	2.4E-2
Q9BWD1	P30825	1.7E-2
P04628	P30825	7E-3
P27824	P30825	2.1E-2
P18848	P30825	2.1E-2
O15240	P30825	1.1E-2
Q9HCC0	P30825	1.8E-2
Q99747	P30825	1.4E-2
P02730	P52945	1.6E-2
P08709	P52945	1.4E-2
Q9H2U9	P52945	2E-2
Q9Y6Q1	P52945	1.4E-2
P41145	P52945	1.6E-2
O95567	P52945	1.1E-2
P19484	P52945	1.7E-2
P01189	P52945	2.6E-2
P35270	P52945	2.1E-2
O95396	P52945	1.7E-2
P23327	P52945	2.2E-2
Q0VDD7	P52945	2.4E-2
P27352	P52945	1.4E-2
P50053	P52945	1.9E-2
O60359	P51687	1.3E-2
O75594	P51687	1.3E-2
Q13753	P51687	1.9E-2
Q15506	P51687	5.4E-3
P49748	P51687	1.2E-2
O76041	P51687	1.2E-2
Q5SRH9	P51687	1.9E-2
O15047	P51687	1.3E-2
Q99218	P51687	1.5E-2
P00740	P51687	1.2E-2
Q99990	P51687	1.3E-2
O95049	P51687	5.3E-3
O95994	P51687	1.3E-2
Q9BZC7	P51687	1.8E-2
O14640	P51687	7.5E-3
Q96EB1	P51687	5.1E-3
P54840	P51687	5.9E-3
Q96KF7	P51687	6.2E-3
Q16890	P51687	1.4E-2
P05113	P51687	5.5E-3
P47902	P51687	9.7E-3
Q9HB29	P51687	5E-3
Q16769	P51687	1.3E-2
O94823	P51687	9.3E-3
Q15822	P51687	5.8E-3
P28908	P51687	9.6E-3
O60575	P51687	5.2E-3
P03973	P51687	7.4E-3
P22891	P51687	5.9E-3
Q5VV41	P51687	1.2E-2
Q14147	P51687	5.1E-3
Q99932	P51687	7.7E-3
P49638	P51687	9.6E-3
P84085	Q15633	1.4E-2
O60341	Q15633	1.2E-2
Q9NVH1	Q15633	1.3E-2
Q8WTV1	Q15633	2E-2
Q14055	Q15633	2.3E-2
Q96DI7	Q15633	1.6E-2
O75390	Q15633	1.3E-2
P19784	Q15633	1.6E-2
O43847	Q15633	1.4E-2
Q15102	Q15633	1.1E-2
P30040	Q15633	2.2E-2
Q15773	Q15633	1.8E-2
P17568	Q15633	1.3E-2
O75781	Q15633	1E-2
Q8N5Z5	Q15633	2.5E-2
P10645	Q15633	2.1E-2
O75150	Q15633	1.9E-2
Q9Y3T6	Q15633	1.8E-2
O43615	Q15633	1.7E-2
P36954	Q15633	9.3E-3
P51693	Q15633	9.3E-3
O14579	Q15633	1.1E-2
Q8IWZ8	Q15633	1.7E-2
P52198	Q15633	1.5E-2
Q9Y478	Q15633	2E-2
Q9Y546	Q15633	1.4E-2
P21912	Q15633	1.7E-2
O60909	Q15633	2E-2
O43414	Q15633	1.4E-2
O75298	Q15633	2E-2
P49721	Q15633	1.8E-2
Q15345	Q15633	1.3E-2
Q96GM8	Q15633	2.4E-2
O60941	Q15633	1.8E-2
Q9Y4W2	O75452	1.2E-2
Q07020	O75452	7.8E-3
P78337	O75452	2.2E-2
Q8IWX8	O75452	9.2E-3
Q02878	O75452	1.1E-2
P05388	O75452	1.1E-2
Q01664	O75452	7.8E-3
P52272	O75452	7.7E-3
Q13268	O75452	2.2E-2
Q9UQR0	O75452	1.2E-2
P60228	O75452	1.2E-2
O60499	O75452	1.5E-2
P62249	O75452	9.9E-3
Q9BUJ2	O75452	1E-2
P84098	O75452	1.6E-2
P11172	O75452	1.2E-2
P62851	O75452	1.1E-2
P62316	O75452	7.1E-3
P15018	O75452	1.8E-2
P42766	O75452	1.2E-2
P05386	O75452	1.1E-2
Q9Y238	O43323	5.3E-3
Q9P0K1	O43323	1.5E-2
P13671	O43323	1.3E-2
P00450	O43323	1.2E-2
P24557	O43323	1E-2
P36980	O43323	1.6E-2
O95755	O43323	1.3E-2
P10323	O43323	4.2E-3
P49223	O43323	5.9E-3
P51810	O43323	9.4E-3
O60829	O43323	1.5E-2
P78539	O43323	7.7E-3
Q86X53	O43323	6.2E-3
O15554	O43323	7.9E-3
Q9Y463	O43323	7.8E-3
P01031	O43323	1.5E-2
P04053	O43323	1.8E-2
Q96I82	O43323	7.1E-3
P60568	O43323	1.3E-2
Q14242	O43323	8.8E-3
P28330	O43323	1.4E-2
P35453	O43323	1.3E-2
Q13114	O43323	1.5E-2
O75820	O43323	1.3E-2
P05062	O43323	7.9E-3
P23759	P37023	6.5E-3
P35916	P37023	1.8E-2
Q14126	P37023	2.1E-2
P24557	P37023	1.4E-2
P03951	P37023	1.5E-2
P10323	P37023	6.2E-3
Q14508	P37023	1.5E-2
P33897	P37023	1E-2
Q13474	P37023	1.5E-2
Q86X53	P37023	9.1E-3
Q01201	P37023	1.3E-2
P20138	P37023	1.1E-2
P49640	P37023	1.1E-2
P17509	P37023	5.8E-3
Q5VWX1	P37023	2E-2
P15313	P37023	7.7E-3
O75161	P37023	8.1E-3
Q99523	P37023	9.7E-3
P41595	P37023	1.1E-2
Q00722	P37023	9.2E-3
Q9H3D4	O15130	1.4E-2
P49223	O15130	7.5E-3
P51810	O15130	1.1E-2
P20138	O15130	1.1E-2
P06127	O15130	1.3E-2
P41162	O15130	1.1E-2
Q9Y2M2	O15130	3E-2
Q5VV41	O15130	1.7E-2
Q9BT40	O15130	1.3E-2
Q6ZP65	O15130	1.7E-2
P78386	O15130	7.3E-3
Q9Y216	Q5TBK1	1.7E-2
Q16654	Q5TBK1	1.9E-2
Q9UKA4	Q5TBK1	1.1E-2
Q9NQW1	Q5TBK1	2.4E-2
O95931	Q5TBK1	2.2E-2
Q9NRX5	Q5TBK1	8.3E-3
O95278	Q5TBK1	1.9E-2
Q6AI39	Q5TBK1	1.1E-2
O95971	Q5TBK1	2.2E-2
P42262	Q5TBK1	1.8E-2
O75554	Q5TBK1	1.5E-2
O43895	Q5TBK1	6.7E-3
Q9HBG7	Q5TBK1	1.5E-2
Q5T200	Q5TBK1	2E-2
Q9UIF8	Q5TBK1	8.8E-3
P54253	Q5TBK1	1E-2
Q9UIL4	Q5TBK1	1.9E-2
Q6ZNE5	Q5TBK1	1.9E-2
Q14156	Q5TBK1	1.4E-2
Q14765	Q5TBK1	1.9E-2
Q93073	Q5TBK1	1.4E-2
Q9P1Z2	Q8TAQ2	2.2E-2
Q2Y0W8	Q8TAQ2	1.6E-2
Q7Z3U7	Q8TAQ2	1.2E-2
Q9Y5L0	Q8TAQ2	1.6E-2
Q96GM5	Q8TAQ2	2E-2
Q7Z460	Q8TAQ2	8E-3
Q92794	Q8TAQ2	2E-2
O60688	Q8TAQ2	1E-2
Q9HCK8	Q8TAQ2	1.9E-2
Q02218	Q8TAQ2	1.6E-2
P17029	Q8TAQ2	1.9E-2
P62258	Q8TAQ2	2.2E-2
Q9Y450	Q8TAQ2	1.1E-2
P31483	Q8TAQ2	1.3E-2
Q08170	Q8TAQ2	1.3E-2
Q92786	Q8TAQ2	2E-2
Q03164	Q8TAQ2	8.2E-3
P16220	Q8TAQ2	1.3E-2
O43524	Q8TAQ2	9.7E-3
O15085	Q8TAQ2	9.7E-3
Q504Q3	Q8TAQ2	1.3E-2
A6NKB5	Q8TAQ2	1.1E-2
Q14119	Q8TAQ2	1.7E-2
P38398	P51587	1.6E-2
Q14181	P51587	1.2E-2
Q99550	P51587	1.7E-2
O00410	P51587	9.6E-3
Q15645	P51587	9.6E-3
O75330	P51587	8.9E-3
Q9NYZ3	P51587	1.6E-2
Q96R06	P51587	1E-2
O14777	P51587	8.6E-3
Q9ULW0	P51587	5.1E-3
Q99741	P51587	8.6E-3
P43487	P51587	4.6E-3
O75132	P51587	1.2E-2
P56282	P51587	5.3E-3
Q99986	P51587	6.4E-3
P10244	P51587	6.5E-3
Q99708	P51587	1.2E-2
Q92536	P51587	1.4E-2
Q06547	P51587	1.4E-2
P18858	P51587	7E-3
Q03923	P51587	1E-2
P35244	P51587	1.1E-2
Q15910	P51587	8.6E-3
Q9GZY4	P51587	1.3E-2
O96028	P51587	8.4E-3
Q08050	P51587	6.6E-3
Q96B01	P51587	1E-2
Q9UNS1	P51587	8.5E-3
Q16630	P51587	9.1E-3
P25205	P51587	6.5E-3
P33981	P51587	9.7E-3
Q9NTJ3	P51587	1.1E-2
Q96RG2	P51587	1.2E-2
P51955	P51587	1.1E-2
P49454	P51587	5.3E-3
P15374	P51587	1.2E-2
Q9ULI0	P51587	1.2E-2
Q96B26	P51587	9.7E-3
P42167	P51587	1.1E-2
P25208	P51587	1.1E-2
Q15003	P51587	6.4E-3
ENSG00000122034	P51587	1.3E-2
Q13185	P51587	1.1E-2
P22626	P51587	7.5E-3
O95229	P51587	7.9E-3
P35659	P51587	6.7E-3
Q15398	P51587	7.3E-3
O95243	P51587	1.2E-2
P26358	P51587	6.3E-3
Q9P2W1	P51587	1.3E-2
P11388	P51587	9.4E-3
P60059	P51587	1.2E-2
P12004	P51587	7.6E-3
P40938	P51587	1.3E-2
Q9H7F0	P51587	1.1E-2
O75586	P51587	1.2E-2
P14635	P51587	6E-3
P29144	P51587	1.2E-2
O60506	P51587	1E-2
Q14674	P51587	1.1E-2
Q5TBB1	P51587	1.4E-2
Q07955	P51587	7.9E-3
O95347	P51587	1.2E-2
Q92820	P51587	1.3E-2
P52732	P51587	6.3E-3
Q96Q89	P51587	1E-2
P51530	P51587	9.2E-3
Q9NVA2	P51587	1.4E-2
Q02224	P51587	8.2E-3
O94887	Q12852	1.4E-2
Q9Y2I1	Q12852	1.5E-2
Q9P0K8	Q12852	1.6E-2
O75164	Q12852	7.8E-3
Q9Y6A4	Q12852	1.7E-2
P62873	Q12852	7.5E-3
Q8WYL5	Q12852	1.9E-2
Q9Y371	Q12852	9.6E-3
P11216	Q12852	1.1E-2
Q9UNF1	Q12852	1.5E-2
Q13232	Q12852	2E-2
P50548	Q12852	1.7E-2
Q9UDT6	Q12852	1.1E-2
Q15569	Q12852	1.1E-2
O76050	Q12852	1.7E-2
P51148	Q12852	1.6E-2
Q01453	Q12852	1.2E-2
Q9H175	Q12852	1.6E-2
Q8IWE5	Q12852	1.1E-2
O43414	Q12852	1.2E-2
O95926	Q12852	2E-2
Q86Y82	Q12852	7E-3
O60241	Q12852	8.6E-3
Q12908	Q12852	1.6E-2
Q14671	Q12852	8.5E-3
Q99490	Q12852	1.2E-2
Q13438	Q12852	1.7E-2
O15069	Q12852	9.1E-3
Q9NRW7	Q12852	1.8E-2
Q9Y2K6	Q12852	1.2E-2
Q9UGJ1	Q12852	1.4E-2
Q15633	Q12852	1.7E-2
Q9Y6D9	P26010	3.8E-3
Q7L5A3	P26010	1.3E-2
Q14938	P26010	1.5E-2
P02788	P26010	8.8E-3
P31327	P26010	7.8E-3
O75925	P26010	9.1E-3
Q14624	P26010	8E-3
Q13077	P26010	1E-2
O75626	P26010	1.1E-2
Q15599	P26010	4.8E-3
Q92521	P26010	6E-3
Q8WWN9	P26010	4.7E-3
Q9NYQ6	P26010	8.9E-3
Q15833	P26010	1E-2
O75344	P26010	4.2E-3
P13688	P26010	1.3E-2
P36402	P26010	1.2E-2
Q14397	P26010	1E-2
P08183	P26010	1.1E-2
O96014	P26010	1.1E-2
P11597	P26010	1.1E-2
P57723	P26010	1.1E-2
P20807	P26010	4.4E-3
P42701	P26010	3.7E-3
Q9H607	P26010	1.1E-2
P43681	P26010	5.5E-3
Q9Y4X0	P26010	5.1E-3
P51606	P26010	6.6E-3
O95473	P26010	5.7E-3
O43699	P26010	1.1E-2
O75364	P26010	7.8E-3
P17509	P26010	2.6E-3
Q2TAZ0	P26010	3.9E-3
O00294	P26010	7.3E-3
P07202	P26010	6.2E-3
P15313	P26010	3.6E-3
P41162	P26010	5.9E-3
O95948	P26010	9.7E-3
P14653	P26010	3.2E-3
O75995	P26010	8.8E-3
O95274	P26010	7.6E-3
Q14330	P26010	1.1E-2
Q8NDX1	P26010	9E-3
O95977	P26010	6.4E-3
P27918	P26010	1.1E-2
P20742	P26010	1.1E-2
Q99742	P26010	5.8E-3
P48029	P26010	1.2E-2
Q99956	P26010	1.3E-2
Q15334	P26010	1E-2
Q9BT40	P26010	6.4E-3
Q93033	P26010	5.3E-3
Q9H2K8	P26010	1.1E-2
P01242	P26010	1.3E-2
Q12899	P26010	9.5E-3
Q00722	P26010	4.2E-3
P26006	Q9BSJ8	1.1E-2
Q15836	Q9BSJ8	1.9E-2
P49768	Q9BSJ8	1.9E-2
P40222	Q9BSJ8	1.5E-2
O00154	Q9BSJ8	9.8E-3
O00192	Q9BSJ8	1.4E-2
Q9UI14	Q9BSJ8	1.3E-2
Q01453	Q9BSJ8	1.3E-2
O00233	Q9BSJ8	2E-2
O15145	Q9BSJ8	1.7E-2
P32856	Q9BSJ8	1.8E-2
P45974	Q9BSJ8	1.1E-2
Q92562	Q9BSJ8	1.3E-2
Q15418	Q9BSJ8	1.4E-2
P35237	Q9BSJ8	1.8E-2
P16083	Q9BSJ8	1.4E-2
P06132	Q9BSJ8	1.6E-2
P04632	Q9BSJ8	1.3E-2
P04424	Q9BSJ8	1.4E-2
P30084	Q9BSJ8	1.3E-2
O00445	Q9BSJ8	1.4E-2
Q5JVS0	Q9BSJ8	1.5E-2
P36543	Q9BSJ8	1.1E-2
Q9BQC3	Q9BSJ8	1.4E-2
P55211	Q9BSJ8	2.5E-2
Q9UBM1	Q9BSJ8	1E-2
P61204	Q9BSJ8	9.3E-3
P41219	Q9BSJ8	2E-2
Q12999	Q9BSJ8	1.8E-2
Q13438	Q9BSJ8	1.9E-2
Q9BQT9	Q9BSJ8	7.3E-3
P21926	P55061	1.3E-2
Q8N5U6	P55061	1.7E-2
Q9Y5L0	P55061	1.3E-2
Q9Y5W8	P55061	1.5E-2
P30626	P55061	1.3E-2
Q9BUB5	P55061	1.5E-2
Q8IUD2	P55061	1.9E-2
O00429	P55061	1.7E-2
O15066	P55061	1.3E-2
Q92597	P55061	1.6E-2
Q02218	P55061	1.3E-2
P17029	P55061	1.4E-2
P49848	P55061	1.4E-2
O14653	P55061	1.7E-2
O00231	P55061	1.7E-2
P51790	P55061	6.8E-3
P54259	P55061	1.9E-2
Q08170	P55061	1.1E-2
Q13547	P55061	1.8E-2
P42892	P55061	1.4E-2
O75840	P55061	1.2E-2
O43524	P55061	7.4E-3
P53621	P55061	1.7E-2
P30622	P55061	9.7E-3
Q01518	P55061	1.3E-2
Q6XUX3	P55061	9.6E-3
P15586	P55061	2.1E-2
P63000	P55061	2E-2
O75348	P55061	1.4E-2
Q14108	P55061	1.5E-2
Q8TAQ2	P55061	1.7E-2
O75592	P10768	1.6E-2
Q6P1Q0	P10768	1.4E-2
