Gene_A	Gene_B	Weight
Q9Y5P3	Q86SJ2	8.5E-3
Q86X52	Q86SJ2	1.6E-2
Q96EI5	Q86SJ2	1.8E-2
Q96A58	Q86SJ2	1.9E-2
O95760	Q86SJ2	1.5E-2
Q9Y6C2	Q86SJ2	1.1E-2
Q9HA72	Q86SJ2	8.4E-3
O75665	Q99590	1.3E-2
Q9Y2X3	Q99590	1.2E-2
Q06323	Q99590	5.5E-3
O14981	Q99590	7.1E-3
Q9UKV3	Q99590	1E-2
Q08999	Q99590	1.4E-2
P57740	Q99590	6E-3
P49590	Q99590	1.5E-2
Q96BP3	Q99590	1.5E-2
Q49AM3	Q99590	1.3E-2
Q8IWA0	Q99590	1.2E-2
Q13547	Q99590	6.6E-3
O43395	Q99590	8.7E-3
P62851	Q99590	8.1E-3
Q7Z3B3	Q99590	1.2E-2
P32519	Q99590	9.4E-3
Q96B26	Q99590	6.9E-3
Q8NI27	Q99590	1.7E-2
Q9H8H0	Q99590	5.7E-3
Q8IWZ3	Q99590	9.4E-3
Q8IYM9	Q99590	1.1E-2
Q7Z7F0	Q99590	1.4E-2
P09651	Q99590	1.1E-2
P02788	P02458	1.5E-2
Q8TE73	P02458	1.6E-2
Q9BPW9	P02458	1.7E-2
P54707	P02458	1.7E-2
Q9NQM4	P02458	1E-2
Q13323	P02458	1.4E-2
Q14508	P02458	1.5E-2
Q13938	P02458	1.4E-2
P30838	P02458	1.2E-2
Q5TD94	P02458	1.2E-2
O60635	P02458	1.3E-2
Q03692	P02458	2.7E-2
P03973	P02458	1.4E-2
Q9H1P6	P02458	1.2E-2
Q8TDL5	P02458	1.5E-2
P20800	P02458	1.8E-2
Q6ZTQ4	P02458	1.4E-2
O15232	P02458	1.4E-2
Q8TAV4	P02458	1.4E-2
O15335	P02458	2.4E-2
Q9Y6N8	O75334	5.3E-3
Q00537	O75334	1.1E-2
P26232	O75334	4.4E-3
P21579	O75334	3.6E-3
Q8IVL0	O75334	1.3E-2
P35080	O75334	4.4E-3
P11137	O75334	6.4E-3
Q08462	O75334	1.2E-2
O94967	O75334	2.9E-3
Q8IZD9	O75334	3.1E-3
Q92823	O75334	6.5E-3
Q8WZA2	O75334	1.3E-2
Q9UH03	O75334	2.8E-3
Q9C026	O75334	3.9E-3
Q8WXD2	O75334	4.5E-3
P62714	O75334	1.2E-2
P50458	O75334	8.7E-3
O95198	O75334	1E-2
P48167	O75334	4.3E-3
Q92558	O75334	4.5E-3
Q9Y466	O75334	8.2E-3
O14827	O75334	1.4E-2
P36406	O75334	8.1E-3
Q9P232	O75334	1.2E-2
O95196	O75334	5.1E-3
O75061	O75334	1.4E-2
O75037	O75334	8.1E-3
Q9BQI5	O75334	5.3E-3
O14917	O75334	1E-2
Q96F85	O75334	5.5E-3
P42262	O75334	1.3E-2
Q9NYW0	O75334	1E-2
Q4AE62	O75334	1.2E-2
Q8N987	O75334	1E-2
P10114	O75334	1.4E-2
P42263	O75334	1.1E-2
P15882	O75334	3.1E-3
O14594	O75334	4.8E-3
Q86YS3	O75334	1.3E-2
Q9Y2F9	O75334	7.2E-3
P18433	O75334	1.4E-2
Q9HBH7	O75334	2.9E-3
P25054	O75334	1.3E-2
P78362	O75334	1.3E-2
Q86W47	O75334	1E-2
Q9NYB9	O75334	1.3E-2
Q9P2E7	O75334	1.4E-2
P14616	O95626	6.9E-3
P81277	O95626	3.5E-3
Q9UL62	O95626	2.7E-2
P51160	O95626	2.3E-2
Q9NTN9	O95626	2.4E-2
O75364	O95626	4.4E-3
P05813	O95626	8.4E-3
P35243	O95626	4E-3
P28476	O95626	8.5E-3
O95522	O95626	5.5E-3
Q9GZV9	O95626	6.1E-3
Q3B8N5	O95626	2.2E-2
P10600	O95626	2.4E-2
Q9UQP3	O95626	2.1E-2
P31275	O95626	8.1E-3
Q9P0M4	O95626	4E-3
P04628	O95626	5.8E-3
Q9Y651	O95626	4.8E-3
Q8N3J3	O95626	5.3E-3
Q96RI0	O95626	2.7E-2
Q9Y336	O95626	6.3E-3
O14627	O95626	5E-3
P48066	O95626	2.3E-2
Q86V24	Q9BRT6	1E-2
Q9NQW6	Q9BRT6	5E-3
Q9Y4K4	Q9BRT6	1.1E-2
Q9NRZ5	Q9BRT6	6.4E-3
Q7L2Z9	Q9BRT6	1.5E-2
Q9UQC2	Q9BRT6	6.4E-3
Q9ULS5	Q9BRT6	8.7E-3
Q9NVM9	Q9BRT6	1.1E-2
O75363	Q9BRT6	6.6E-3
Q99572	Q9BRT6	7.6E-3
Q9NRG1	Q9BRT6	8.6E-3
Q15006	Q9BRT6	6.4E-3
Q16706	Q9BRT6	8.4E-3
Q8TCU6	Q9BRT6	5.7E-3
Q96DT6	Q9BRT6	6.2E-3
O95096	Q9BRT6	5.9E-3
O14668	Q9BRT6	5.2E-3
Q92785	Q9BRT6	1.6E-2
O75820	Q9BRT6	1.4E-2
Q16653	Q9BRT6	5.8E-3
Q9BS91	Q9BRT6	6.2E-3
Q8WY64	Q6UXM1	1.9E-2
Q9H3H1	Q6UXM1	6.1E-3
Q9H2G2	Q6UXM1	1.6E-2
Q15012	Q6UXM1	3.8E-3
O43639	Q6UXM1	1.4E-2
Q8WUT9	Q6UXM1	6.2E-3
Q68DQ2	Q6UXM1	1.3E-2
Q9NUC0	Q6UXM1	1.4E-2
Q8NC60	Q6UXM1	7.7E-3
Q15363	Q6UXM1	1E-2
Q15654	Q6UXM1	7.4E-3
P05388	Q6UXM1	3.7E-3
Q96ED9	Q6UXM1	1.2E-2
P62269	Q6UXM1	4.6E-3
P13797	Q6UXM1	1.1E-2
Q15650	Q6UXM1	6.4E-3
Q8TCF1	Q6UXM1	9E-3
Q9Y646	Q6UXM1	8.6E-3
Q6NXG1	Q6UXM1	6E-3
Q9UJT1	Q6UXM1	1.8E-2
Q9BVC6	Q6UXM1	3.7E-3
Q9H8J5	Q6UXM1	8.2E-3
P54136	Q6UXM1	6.4E-3
P41221	Q6UXM1	1.2E-2
Q14469	Q6UXM1	1.5E-2
Q8WV83	Q6UXM1	1.5E-2
O95841	Q6UXM1	1.6E-2
Q13547	Q6UXM1	3.7E-3
Q9H3U5	Q6UXM1	8.2E-3
Q8IXK2	Q6UXM1	1.2E-2
Q8NHH9	Q6UXM1	2E-2
P27037	Q6UXM1	1.4E-2
Q9BY08	Q6UXM1	7.3E-3
Q96AZ1	Q6UXM1	8.4E-3
Q96PE7	Q6UXM1	6.4E-3
P35659	Q6UXM1	4.3E-3
Q9C0F3	Q6UXM1	1.6E-2
P41134	Q6UXM1	1.5E-2
Q8N567	Q6UXM1	5.6E-3
P11802	Q6UXM1	3.5E-3
P56962	Q6UXM1	1.8E-2
Q5VZ89	Q6UXM1	1.9E-2
Q9BTT6	Q6UXM1	1.4E-2
P46937	Q6UXM1	6.2E-3
Q9NZM1	Q6UXM1	9.1E-3
Q9NYQ7	Q86YJ5	8.8E-3
Q9NQW1	Q86YJ5	2.5E-2
Q96RK0	Q86YJ5	1.6E-2
Q8TAW3	Q86YJ5	2.6E-2
Q8IVT2	Q86YJ5	1.2E-2
Q9Y6J0	Q86YJ5	1.6E-2
Q9ULV5	Q86YJ5	1.2E-2
Q6UUV9	Q86YJ5	1.6E-2
P49840	Q86YJ5	1E-2
Q9P0M4	Q86YJ5	4.3E-3
Q9H7N4	Q86YJ5	8.6E-3
Q02779	Q86YJ5	6E-3
A5PL33	Q86YJ5	1.5E-2
Q86Y01	Q86YJ5	2.5E-2
P21439	P58166	2.2E-2
P31513	P58166	7.3E-3
O14756	P58166	1.7E-2
P00480	P58166	9.1E-3
P13671	P58166	1.4E-2
P19827	P58166	6.6E-3
P19875	P58166	1.6E-2
Q14973	P58166	1.1E-2
Q9UJM8	P58166	6.6E-3
P00740	P58166	8.4E-3
Q02127	P58166	2.3E-2
P81172	P58166	2.7E-2
Q04756	P58166	8.9E-3
P02790	P58166	9.5E-3
Q6Q788	P58166	1.9E-2
P02656	P58166	1.3E-2
P02748	P58166	8.3E-3
Q92786	P58166	2.3E-2
P05543	P58166	1.3E-2
P04003	P58166	8.7E-3
P20851	P58166	1E-2
O43557	P58166	2.8E-2
P16435	P58166	1.5E-2
P18428	P58166	1.9E-2
P02741	P58166	2.9E-2
P02743	P58166	1.4E-2
P09488	P58166	1.7E-2
P54868	P58166	1.1E-2
P20132	P58166	2.3E-2
P30154	P58166	1.8E-2
Q969I6	P58166	9E-3
P49759	P48060	9E-3
Q9P0K7	P48060	1.6E-2
Q9UJX5	P48060	1.6E-2
O14981	P48060	5.7E-3
A6NHR9	P48060	2E-2
Q3B726	P48060	2.2E-2
Q9UG22	P48060	8.1E-3
P57740	P48060	4.6E-3
Q96BP3	P48060	1.1E-2
Q8IWA0	P48060	1E-2
P30279	P48060	2E-2
P61224	P48060	8.4E-3
O95243	P48060	1.3E-2
O75368	P48060	1.6E-2
Q8IYM9	P48060	9.9E-3
Q7Z7G8	P48060	2.8E-2
Q2M389	P48060	1.5E-2
O95760	P48060	1.4E-2
P49961	P48060	2.1E-2
P51797	Q8IWU9	5.5E-3
Q8TBB6	Q8IWU9	1.4E-2
Q12926	Q8IWU9	9.8E-3
P31645	Q8IWU9	6.1E-2
Q969F8	Q8IWU9	1.9E-2
P58417	Q8IWU9	3.2E-2
Q53FP2	Q8IWU9	8.2E-3
Q8TAV4	Q8IWU9	1.6E-2
O43614	Q8IWU9	3.2E-2
Q12948	Q8WV24	1.9E-2
P54108	Q8WV24	1.5E-2
P01036	Q8WV24	1.4E-2
Q96MV8	Q8WV24	2.3E-2
O15554	Q8WV24	1.1E-2
Q9C075	Q8WV24	1.4E-2
A1E959	Q8WV24	1.4E-2
Q99954	Q8WV24	1.4E-2
Q8IXU6	Q8WV24	1.3E-2
Q16890	Q8WV24	2.2E-2
O60547	Q8WV24	2.1E-2
Q96IP4	Q8WV24	2.2E-2
P02808	Q8WV24	1.5E-2
P15515	Q8WV24	1.4E-2
Q96DR5	Q8WV24	1.4E-2
P23280	Q8WV24	1.6E-2
P20061	Q8WV24	1.2E-2
Q9UKW6	Q8WV24	1.3E-2
Q9GZZ8	Q8WV24	1.6E-2
Q6UWF7	Q8WV24	1.5E-2
P05141	Q96HH6	1.9E-2
O75223	Q96HH6	1.5E-2
Q8WV28	Q96HH6	1.8E-2
P15924	Q96HH6	6.4E-3
Q9ULZ3	Q96HH6	1.3E-2
Q9H6B9	Q96HH6	6.5E-3
P17643	Q96HH6	1.4E-2
Q13867	Q96HH6	1.6E-2
Q8TF71	Q96HH6	2.4E-2
P57729	Q96HH6	9.7E-3
P48448	Q96HH6	1.1E-2
Q02413	Q96HH6	1.1E-2
Q14574	Q96HH6	9.4E-3
Q08554	Q96HH6	1.4E-2
Q15517	Q96HH6	1.3E-2
Q9UQC9	Q96HH6	9.2E-3
Q9BY21	Q96HH6	6.7E-3
P57073	O75473	4.4E-3
P57723	O75473	1.2E-2
P20807	O75473	2E-2
Q9NZC2	O75473	9.2E-3
Q9Y342	O75473	7E-3
Q7L5A8	O75473	1.1E-2
Q9H008	O75473	7.9E-3
P45381	O75473	1.6E-2
P05230	O75473	1E-2
Q9ULX7	O75473	6.6E-3
P54652	O75473	5.5E-3
Q99999	O75473	1.1E-2
Q6P2H3	O75473	2.1E-2
O14668	O75473	4.7E-3
Q969Z0	O75473	2.8E-2
P07686	Q16828	9.4E-3
P54886	Q16828	9.2E-3
Q969H8	Q16828	9.3E-3
O15554	Q16828	1E-2
O95857	Q16828	2.2E-2
P41279	Q16828	1.7E-2
Q9Y272	Q16828	2.4E-2
A1E959	Q16828	1.2E-2
P15328	Q16828	2.1E-2
P05783	Q16828	1.1E-2
P51397	Q16828	8.5E-3
Q16222	Q16828	1.9E-2
Q01459	Q16828	1.4E-2
Q6NUQ4	Q16828	8.9E-3
Q13115	Q16828	2.5E-2
P50591	Q16828	1.8E-2
P21673	Q16828	1.9E-2
Q9BX69	Q16828	1.5E-2
Q13438	Q16828	1.1E-2
Q8N682	Q16828	1.3E-2
O15431	Q16828	1.3E-2
O00560	Q16828	2.3E-2
P48506	Q8TC44	9.4E-3
Q9Y6X5	Q8TC44	4.2E-3
P13473	Q8TC44	1.2E-2
Q9Y2Y6	Q8TC44	6.4E-3
Q9NQW6	Q8TC44	2.7E-3
Q9Y4K4	Q8TC44	5.1E-3
O00116	Q8TC44	1E-2
Q86Y07	Q8TC44	6.4E-3
Q13596	Q8TC44	1.2E-2
Q7L2Z9	Q8TC44	7.2E-3
A0AVT1	Q8TC44	9.6E-3
Q9ULM0	Q8TC44	2.9E-3
Q8NEZ4	Q8TC44	9.1E-3
Q9ULS5	Q8TC44	4.2E-3
Q9NVM9	Q8TC44	5.7E-3
P55011	Q8TC44	9.7E-3
Q9H098	Q8TC44	8.5E-3
O60488	Q8TC44	1.3E-2
P36551	Q8TC44	8.1E-3
O43567	Q8TC44	4.2E-3
O00625	Q8TC44	9.1E-3
Q2M2Z5	Q8TC44	1E-2
Q9UJX4	Q8TC44	1.3E-2
Q7Z2K6	Q8TC44	1.1E-2
Q9NRG1	Q8TC44	4.5E-3
O15270	Q8TC44	1.3E-2
P50749	Q8TC44	2.8E-3
Q96EQ8	Q8TC44	9.6E-3
Q9NSC2	Q8TC44	7.3E-3
O43353	Q8TC44	9.3E-3
Q15006	Q8TC44	3.3E-3
Q9NS00	Q8TC44	1.4E-2
P38571	Q8TC44	5.7E-3
Q9Y6I7	Q8TC44	1.1E-2
P49281	Q8TC44	1.3E-2
Q96RT1	Q8TC44	1.1E-2
Q16706	Q8TC44	4.2E-3
Q9NW38	Q8TC44	8.1E-3
O00186	Q8TC44	7.2E-3
P10155	Q8TC44	1.2E-2
O15198	Q8TC44	1.1E-2
P53621	Q8TC44	9.1E-3
Q9UIF8	Q8TC44	4.7E-3
Q8TCU6	Q8TC44	2.9E-3
Q9UBK8	Q8TC44	1.3E-2
Q9H1N7	Q8TC44	1.1E-2
Q96DT6	Q8TC44	3.4E-3
Q9H0G5	Q8TC44	7.9E-3
P22794	Q8TC44	2.6E-3
P63096	Q8TC44	4E-3
Q9UNH7	Q8TC44	8.6E-3
Q8NHP6	Q8TC44	3.6E-3
O14668	Q8TC44	2.9E-3
Q86WJ1	Q8TC44	1.2E-2
Q5BJH2	Q8TC44	4.1E-3
O00750	Q8TC44	9E-3
Q8N1S5	Q8TC44	9.1E-3
Q8TAM6	Q8TC44	2.2E-3
Q92688	Q8TC44	8.3E-3
Q13371	Q8TC44	1.1E-2
Q13822	Q8TC44	2.8E-3
Q5JTD0	Q8TC44	4.5E-3
Q9GZT6	Q8TC44	1.2E-2
Q8TCS8	Q8TC44	5.3E-3
Q9BS91	Q8TC44	3.1E-3
O43252	Q8TC44	7E-3
O75223	Q6ZXV5	1.5E-2
Q9H3H1	Q6ZXV5	8.6E-3
Q9NXG2	Q6ZXV5	8.7E-3
Q7Z478	Q6ZXV5	2.3E-2
Q8WUT9	Q6ZXV5	8.5E-3
Q86YC2	Q6ZXV5	1.8E-2
Q6ISB3	Q6ZXV5	1E-2
O75844	Q6ZXV5	1.2E-2
Q9Y6R4	Q6ZXV5	1.5E-2
Q96PZ0	Q6ZXV5	1.8E-2
Q9BVG4	Q6ZXV5	1.9E-2
Q16204	Q6ZXV5	2.7E-2
Q9H7L9	Q6ZXV5	1.6E-2
Q96CS3	Q6ZXV5	3E-2
P54136	Q6ZXV5	9.2E-3
Q99717	Q6ZXV5	1.6E-2
P41221	Q6ZXV5	1.9E-2
P61587	Q6ZXV5	1.3E-2
Q86VZ4	Q6ZXV5	1.4E-2
P40616	Q6ZXV5	2.3E-2
Q8NDF8	Q6ZXV5	2.3E-2
P27037	Q6ZXV5	3.2E-2
Q9BY08	Q6ZXV5	1E-2
Q9NV35	Q6ZXV5	1.5E-2
Q9BY21	Q6ZXV5	6.6E-3
O95487	Q6ZXV5	5.5E-3
P07585	P51884	2.2E-2
Q96PE1	P51884	8E-3
Q15012	P51884	4.5E-3
Q6NUK1	P51884	1.6E-2
P07942	P51884	1.1E-2
Q76M96	P51884	9.7E-3
Q92824	P51884	1.4E-2
P35625	P51884	7.1E-3
Q9UNN8	P51884	1.3E-2
P78539	P51884	1.5E-2
Q8N5C7	P51884	1.7E-2
P00750	P51884	1.5E-2
O95388	P51884	1.5E-2
Q03135	P51884	5.6E-3
Q15113	P51884	9.5E-3
P20774	P51884	1.1E-2
Q9BXN1	P51884	1.4E-2
P08493	P51884	1.7E-2
P10643	P51884	1.5E-2
P09619	P51884	6E-3
P47712	P51884	2E-2
Q9NRN5	P51884	9.3E-3
P14543	P51884	1.9E-2
Q13563	P51884	8.2E-3
Q9H1C3	P51884	7.5E-3
O14508	P51884	1.7E-2
O95302	P51884	7.4E-3
Q96P44	P51884	1.5E-2
P12644	P51884	1.3E-2
Q9H4E5	P51884	1.3E-2
Q687X5	P51884	1.7E-2
Q92626	P51884	8.3E-3
Q9Y5P3	P51884	6.7E-3
Q6UW63	P51884	1.3E-2
P08962	P51884	5.1E-3
P11047	P51884	7.6E-3
P41595	P51884	1.7E-2
O95760	P51884	1.3E-2
Q9HA72	P51884	6.6E-3
Q13201	P51884	1.9E-2
P02788	O60938	1.4E-2
Q99972	O60938	2E-2
P54707	O60938	1.6E-2
Q8N4F0	O60938	1.8E-2
Q14508	O60938	1.5E-2
P30838	O60938	1.3E-2
O75841	O60938	1.6E-2
O60635	O60938	1.4E-2
Q9H1Z8	O60938	2E-2
Q03692	O60938	2.7E-2
P03973	O60938	1.5E-2
Q8TDL5	O60938	1.9E-2
P20800	O60938	2.1E-2
P07492	O60938	2.1E-2
P20061	O60938	8.8E-3
O15335	O60938	2.5E-2
P02458	O60938	2.5E-2
O60762	P62306	2.1E-3
P20618	P62306	7.7E-3
Q08J23	P62306	5.7E-3
Q9H3H1	P62306	2.8E-3
P50395	P62306	5.7E-3
Q9BTX1	P62306	6.7E-3
Q96GC9	P62306	6.7E-3
Q7Z478	P62306	6.3E-3
Q9UET6	P62306	7E-3
Q92890	P62306	4E-3
Q99816	P62306	2.8E-3
Q8NFH4	P62306	7.5E-3
P47756	P62306	7E-3
P49459	P62306	5.6E-3
P13010	P62306	9.2E-3
Q9NR31	P62306	7.8E-3
Q86YC2	P62306	5.8E-3
Q8NC60	P62306	4E-3
Q13347	P62306	6.1E-3
O75131	P62306	5.9E-3
Q9UNQ2	P62306	8.7E-3
P78316	P62306	4.7E-3
Q92616	P62306	6.1E-3
P05388	P62306	2E-3
Q9UKL0	P62306	7E-3
Q9UBS4	P62306	5.6E-3
Q08378	P62306	6.8E-3
Q96PZ0	P62306	6E-3
Q13233	P62306	7.6E-3
P62269	P62306	2.6E-3
P62318	P62306	4E-3
O15371	P62306	1.7E-3
Q7RTV0	P62306	6.8E-3
P25788	P62306	6.4E-3
Q9Y4D1	P62306	7.5E-3
P27695	P62306	5.5E-3
Q9NWU2	P62306	8E-3
Q9UJG1	P62306	8.4E-3
Q04941	P62306	2.7E-3
Q9BVG4	P62306	5.8E-3
P49711	P62306	3.6E-3
P33527	P62306	5.8E-3
P22087	P62306	2.7E-3
Q04837	P62306	8.3E-3
Q9NW13	P62306	6.3E-3
Q9NQT5	P62306	6.2E-3
P84098	P62306	2.4E-3
P07737	P62306	3.8E-3
P61077	P62306	7.5E-3
Q9NY12	P62306	7.4E-3
O43143	P62306	2.3E-3
O15145	P62306	4.1E-3
Q9UBQ0	P62306	8E-3
Q14232	P62306	4.3E-3
P57740	P62306	1.7E-3
Q7Z5Y7	P62306	6.1E-3
Q9H0U6	P62306	3.5E-3
P25205	P62306	3.3E-3
Q8N3C0	P62306	8.5E-3
P26639	P62306	7E-3
P54136	P62306	3.5E-3
P48729	P62306	8.3E-3
P41221	P62306	5.7E-3
Q92734	P62306	7.7E-3
P09001	P62306	2.7E-3
Q9H8S9	P62306	5.7E-3
P61158	P62306	7.1E-3
Q9Y3B4	P62306	7.6E-3
Q8WUA4	P62306	8.5E-3
Q9UHY1	P62306	4.4E-3
Q9H8Y8	P62306	6.1E-3
Q9Y546	P62306	4.8E-3
Q13547	P62306	2E-3
O14950	P62306	2.7E-3
O95758	P62306	8.2E-3
O75940	P62306	1.8E-3
Q96GX5	P62306	5.7E-3
Q16514	P62306	4.8E-3
P62495	P62306	6.6E-3
O75608	P62306	3.3E-3
Q9UI43	P62306	7.1E-3
O95905	P62306	5E-3
Q9BY08	P62306	3.8E-3
Q96EU6	P62306	6.8E-3
Q9BRS2	P62306	4.3E-3
P49790	P62306	9E-3
Q9BW27	P62306	3.6E-3
P62316	P62306	5.4E-3
P14678	P62306	2.6E-3
P41134	P62306	6.9E-3
Q92979	P62306	4.7E-3
Q6ZVN7	P62306	4E-3
O14929	P62306	2.4E-3
Q969U7	P62306	2.8E-3
Q9ULG1	P62306	8.8E-3
P25786	P62306	3.9E-3
Q12906	P62306	8.5E-3
Q9UK45	P62306	5.8E-3
Q9H8H0	P62306	1.6E-3
P61353	P62306	2.6E-3
Q8N567	P62306	2.8E-3
P09661	P62306	8E-3
P04049	P62306	5.6E-3
P27694	P62306	7.9E-3
P60059	P62306	3.9E-3
Q9Y221	P62306	7.1E-3
P12004	P62306	3.4E-3
O00203	P62306	7E-3
O75586	P62306	7.9E-3
Q13823	P62306	5.1E-3
Q8NBM4	P62306	3E-3
Q6NUQ1	P62306	4.3E-3
O60506	P62306	9.3E-3
Q9H0A0	P62306	6E-3
P11802	P62306	1.9E-3
O60573	P62306	7.4E-3
Q07065	P62306	7.7E-3
O60921	P62306	6.9E-3
P62995	P62306	9.5E-3
Q9H992	P62306	7.7E-3
O43172	P62306	7.8E-3
Q5VZ89	P62306	8.7E-3
Q00403	P62306	3.1E-3
P62847	P62306	7.6E-3
Q99728	P62306	7.3E-3
Q9H2U2	P62306	7.4E-3
Q9Y2Z4	P62306	4.8E-3
P31513	Q96NU7	6.6E-3
Q9UDR5	Q96NU7	1.4E-2
Q96RI1	Q96NU7	1.9E-2
P31327	Q96NU7	9.7E-3
P07358	Q96NU7	7E-3
Q15800	Q96NU7	1.3E-2
P19827	Q96NU7	6E-3
P36956	Q96NU7	1.3E-2
Q9BVL4	Q96NU7	1.3E-2
P43652	Q96NU7	7.8E-3
Q96IY4	Q96NU7	7.4E-3
P36980	Q96NU7	7.9E-3
Q9NST1	Q96NU7	1.6E-2
Q9UJM8	Q96NU7	6E-3
P00740	Q96NU7	7.8E-3
Q08830	Q96NU7	1.3E-2
Q06520	Q96NU7	1.7E-2
P01031	Q96NU7	7.6E-3
Q9BZE2	Q96NU7	1.8E-2
Q96C86	Q96NU7	1.7E-2
P02790	Q96NU7	8.3E-3
Q9NPD5	Q96NU7	9.4E-3
P54840	Q96NU7	8E-3
P02748	Q96NU7	7.3E-3
P04196	Q96NU7	8.1E-3
P22760	Q96NU7	1.9E-2
Q14449	Q96NU7	1.4E-2
P32929	Q96NU7	1.8E-2
O00482	Q96NU7	2E-2
Q5T5D7	Q96NU7	1.9E-2
P01008	Q96NU7	8E-3
P04217	Q96NU7	7.2E-3
P04003	Q96NU7	7.7E-3
P20851	Q96NU7	9.3E-3
P02649	Q96NU7	1.4E-2
P02654	Q96NU7	1.4E-2
Q15493	Q96NU7	1.1E-2
P35575	Q96NU7	1.7E-2
P19883	Q96NU7	1.5E-2
Q92496	Q96NU7	1.3E-2
Q9Y6L6	Q96NU7	8.3E-3
Q9H222	Q96NU7	7.4E-3
Q06278	Q96NU7	1.3E-2
P55157	Q96NU7	5.7E-3
Q969I6	Q96NU7	8E-3
O60762	Q8NHV4	4.7E-3
O75534	Q8NHV4	1.6E-2
Q9BVI0	Q8NHV4	2E-2
Q14997	Q8NHV4	2.3E-2
P46934	Q8NHV4	1.2E-2
Q9UII6	Q8NHV4	5.7E-3
Q9Y224	Q8NHV4	6.8E-3
Q86WB0	Q8NHV4	1.9E-2
Q9NVV0	Q8NHV4	1.7E-2
P52179	Q8NHV4	4.8E-3
Q9P270	Q8NHV4	2.3E-2
Q9UHW5	Q8NHV4	1.2E-2
Q9P2N6	Q8NHV4	1.9E-2
O15228	Q8NHV4	1.4E-2
O60779	Q8NHV4	8.8E-3
Q9NTM9	Q8NHV4	7.6E-3
Q7Z2T5	Q8NHV4	1.9E-2
P18846	Q8NHV4	1.2E-2
O14929	Q8NHV4	6.2E-3
O00757	Q8NHV4	7.4E-3
Q9C0E2	Q8NHV4	1.6E-2
Q8TCT8	Q8NHV4	1.3E-2
O60763	Q8NHV4	9.6E-3
Q9Y6M0	Q8IZU3	1.8E-2
Q9BS86	Q8IZU3	7.6E-3
Q92904	Q8IZU3	9.1E-3
Q99965	Q8IZU3	9.1E-3
Q5VX52	Q8IZU3	2.2E-2
Q8NA56	Q8IZU3	1.2E-2
Q2Y0W8	P50553	2.2E-2
Q9GZN7	P50553	7.6E-3
Q96FT7	P50553	1.2E-2
Q96KR7	P50553	6.1E-3
Q15049	P50553	1.2E-2
P51693	P50553	5.5E-3
P23471	P50553	9.6E-3
P35557	P50553	1.6E-2
Q14168	P50553	1.1E-2
O43529	P50553	8E-3
P60201	P50553	4.7E-3
Q13536	P50553	1.8E-2
Q9P2D8	P50553	8.5E-3
Q9NQX7	P50553	1.9E-2
Q2M1Z3	Q86XJ1	8.9E-3
P08138	Q86XJ1	5.5E-3
O60447	Q86XJ1	7.8E-3
Q5SYB0	Q86XJ1	5.3E-3
Q9UJ37	Q86XJ1	1E-2
Q9H159	Q86XJ1	7.1E-3
O60478	Q86XJ1	7.9E-3
Q8WYL5	Q86XJ1	8.5E-3
O14829	Q86XJ1	7E-3
P23229	Q86XJ1	9.3E-3
Q9Y3Z3	Q86XJ1	1.2E-2
P09884	Q86XJ1	9.6E-3
O15013	Q86XJ1	1.1E-2
Q9H4M7	Q86XJ1	9.8E-3
P26012	Q86XJ1	1.1E-2
Q8WY21	Q86XJ1	1E-2
Q01453	Q86XJ1	1.3E-2
P06881	Q86XJ1	9.1E-3
A1L157	Q86XJ1	7.3E-3
Q5SZL2	Q86XJ1	9.7E-3
P22003	Q86XJ1	1.1E-2
Q8NDI1	Q86XJ1	1.2E-2
P34820	Q86XJ1	9.9E-3
Q96CT2	Q86XJ1	1E-2
Q5T4F7	Q86XJ1	7.9E-3
Q6UX71	Q86XJ1	8.7E-3
P11161	Q86XJ1	1.3E-2
Q9H4E5	Q86XJ1	7.7E-3
P19075	Q86XJ1	9.1E-3
Q14314	Q86XJ1	6.6E-3
Q02952	Q86XJ1	1.1E-2
O15232	Q86XJ1	1.1E-2
Q5T7N3	Q86XJ1	8.1E-3
Q9Y3M8	Q86XJ1	9.8E-3
O15018	Q86XJ1	1E-2
Q68CZ2	Q86XJ1	1E-2
Q01118	Q86XJ1	7E-3
Q9NRC6	Q86XJ1	8.5E-3
P28290	Q86XJ1	1.2E-2
Q9H0C3	Q86XJ1	1.1E-2
O60359	Q14DG7	1E-2
O95319	Q14DG7	2.6E-2
O75493	Q14DG7	7.5E-3
P26232	Q14DG7	9E-3
P35080	Q14DG7	9.1E-3
O43602	Q14DG7	1.8E-2
Q9NWB1	Q14DG7	1.1E-2
O94967	Q14DG7	6E-3
Q9UH03	Q14DG7	6.2E-3
P50458	Q14DG7	2E-2
Q92558	Q14DG7	9.6E-3
Q9Y466	Q14DG7	1.9E-2
O95196	Q14DG7	1.1E-2
Q7Z2D5	Q14DG7	1.2E-2
O60241	Q14DG7	6.9E-3
P15882	Q14DG7	7.2E-3
O14594	Q14DG7	1E-2
O95206	Q14DG7	2.1E-2
Q9NS23	Q8N697	1.4E-2
P24394	Q8N697	1.2E-2
Q96RL1	Q8N697	6.6E-3
Q96DB9	Q8N697	1E-2
Q13573	Q8N697	1.6E-2
Q9H9F9	Q8N697	2.8E-2
P22087	Q8N697	6.9E-3
P07737	Q8N697	1E-2
P19838	Q8N697	1.1E-2
