Gene_A	Gene_B	Weight
Q9Y264	Q7RTS7	5E-3
Q9Y3X0	Q7RTS7	5.1E-3
O60393	Q7RTS7	6E-3
P22362	Q7RTS7	9.8E-3
O60391	Q7RTS7	5.3E-3
Q9BXI3	Q7RTS7	9.9E-3
P36575	Q7RTS7	5.3E-3
P41968	Q7RTS7	9E-3
O43555	Q7RTS7	3.9E-3
Q9BWW9	Q7RTS7	6E-3
O14627	Q7RTS7	5.7E-3
Q14525	Q7RTS7	2.7E-2
P56915	Q7RTS7	5.8E-3
P49286	Q7RTS7	4.6E-3
P78386	Q7RTS7	2.7E-2
Q3SY84	Q7RTS7	2.4E-2
Q8IXP5	Q7RTS7	6.4E-3
Q96P69	Q7RTS7	4.7E-3
Q96RJ3	Q7RTS7	6.9E-3
Q9BY71	Q7RTS7	6.9E-3
Q08708	Q7RTS7	6.1E-3
P14770	Q7RTS7	5.5E-3
O95678	Q7RTS7	2.4E-2
Q8WYA1	Q99743	1.6E-2
Q8N5V2	Q99743	1.6E-2
Q14642	Q99743	1.6E-2
P78337	Q99743	7.7E-3
P20020	Q99743	8.6E-3
Q8TBB1	Q99743	1.8E-2
Q9P1Y5	Q99743	2.4E-2
Q15773	Q99743	1.2E-2
Q9C0K3	Q99743	2E-2
Q9UHV5	Q99743	1.2E-2
Q9NR22	Q99743	9.5E-3
Q16890	Q99743	3.3E-2
Q17R60	Q99743	1.6E-2
P15374	Q99743	1.4E-2
Q8N461	Q99743	1.8E-2
Q9UD71	Q99743	1.1E-2
O00327	Q99743	3.3E-2
Q9NZI5	Q99743	8.8E-3
A7KAX9	Q99743	1.8E-2
Q6PCB6	Q99743	2E-2
P23677	Q99743	9.4E-3
Q9NQU5	Q99743	1.8E-2
P52797	Q99743	2.4E-2
Q6PIU2	Q99743	1.4E-2
Q969L2	Q99743	1.4E-2
Q86YM7	Q99743	1.2E-2
Q92686	Q99743	9.1E-3
Q8NCB2	Q99743	6E-3
Q9P0J1	Q99743	1.3E-2
P05771	Q99743	1.4E-2
P11229	Q99743	1.2E-2
Q02750	Q99743	9.5E-3
Q8WVM0	Q14CN4	1.7E-2
Q9Y5B0	Q14CN4	1.5E-2
O15523	Q14CN4	1.4E-2
O75419	Q14CN4	9.1E-3
O15479	Q14CN4	1.4E-2
O14990	Q14CN4	1.2E-2
O00295	Q14CN4	6.1E-3
Q8WWF5	Q14CN4	5.1E-3
O95473	Q14CN4	7.6E-3
P04090	Q14CN4	1.4E-2
Q9BWV7	Q14CN4	8.8E-3
Q6NXR0	Q14CN4	1.3E-2
O60676	Q14CN4	9.2E-3
Q96LM9	Q14CN4	7.6E-3
P35658	Q14CN4	2.2E-2
Q66K64	Q14CN4	2.3E-2
Q9UJQ7	Q14CN4	6.9E-3
Q96A08	Q14CN4	2.2E-2
Q8IYX7	Q14CN4	8.7E-3
Q14689	Q14CN4	1.6E-2
Q6UXV1	Q14CN4	8.9E-3
Q9H6R7	Q14CN4	1.8E-2
A4D1T9	Q14CN4	5.2E-3
Q6NXP6	Q14CN4	1.4E-2
Q8WW14	Q14CN4	1.1E-2
Q8IV76	Q14CN4	1.1E-2
Q8IYX1	Q14CN4	5E-3
O43739	Q15726	8.1E-3
P48546	Q15726	1.1E-2
Q9UHC9	Q15726	8.7E-3
P49279	Q15726	7.4E-3
Q9NTW7	Q15726	9.4E-3
P08922	Q15726	1E-2
Q5TZA2	Q15726	9E-3
P29376	Q15726	7.2E-3
O15499	Q15726	5.3E-3
O95838	Q15726	6.7E-3
Q58EX2	Q15726	8.3E-3
Q9HCT0	Q15726	1.1E-2
P81277	Q15726	1.4E-3
Q10570	Q15726	1.7E-3
Q96FT7	Q15726	3.6E-3
P15151	Q15726	1.1E-2
Q12889	Q15726	8.6E-3
O75884	Q15726	9.1E-3
Q9UQ05	Q15726	2.3E-3
Q9UBN7	Q15726	8.7E-3
O43921	Q15726	9.8E-3
Q8IVT2	Q15726	4.2E-3
P26998	Q15726	1.5E-3
Q9Y3L3	Q15726	1.9E-3
Q14390	Q15726	3.5E-3
P01127	Q15726	1.1E-2
Q9BPW4	Q15726	9.5E-3
Q9NZR4	Q15726	9.8E-3
P43681	Q15726	1.1E-2
P42127	Q15726	7.9E-3
P0C1H6	Q15726	7.5E-3
O15537	Q15726	8.7E-3
P0C0E4	Q15726	8.6E-3
Q99990	Q15726	1.1E-2
Q92674	Q15726	7.5E-3
P51511	Q15726	8.8E-3
P23975	Q15726	7.8E-3
Q9H808	Q15726	1E-2
Q9Y3X0	Q15726	1.7E-3
O43186	Q15726	1.1E-2
Q9NSA1	Q15726	4.1E-3
Q92911	Q15726	1.9E-3
P41587	Q15726	9.3E-3
P49640	Q15726	9.4E-3
Q2M3T9	Q15726	1E-2
Q9P0L9	Q15726	9.1E-3
O75364	Q15726	1.7E-3
Q9UMX1	Q15726	9E-3
Q7Z5J4	Q15726	8.2E-3
P80098	Q15726	7.9E-3
Q03426	Q15726	1E-2
Q9NPF7	Q15726	1.2E-2
P08151	Q15726	5.5E-3
O00294	Q15726	2.7E-3
Q9UMX6	Q15726	1E-2
P25021	Q15726	7.1E-3
P25103	Q15726	1.1E-2
Q9Y3R4	Q15726	2.4E-3
Q9Y6F9	Q15726	1E-2
O60391	Q15726	1.8E-3
Q9NRR2	Q15726	3.1E-3
P41143	Q15726	2.2E-3
Q9H568	Q15726	1.1E-3
O00270	Q15726	3.6E-3
Q6P9A3	Q15726	1E-2
Q969G2	Q15726	1.1E-2
P48165	Q15726	2.8E-3
Q9Y4Z2	Q15726	5.4E-3
Q9UL12	Q15726	9.8E-3
Q96D53	Q15726	8.6E-3
Q9UP95	Q15726	1E-2
O95863	Q15726	6.7E-3
Q9UBG7	Q15726	2.7E-3
Q9P0M4	Q15726	1.6E-3
Q8N3J3	Q15726	2.1E-3
Q9H3Y6	Q15726	7.8E-3
Q8NDY6	Q15726	3E-3
O43555	Q15726	1.4E-3
Q9NRC9	Q15726	7E-3
Q11203	Q15726	1.1E-2
O14842	Q15726	9.9E-3
Q9H1B4	Q15726	8.9E-3
O76099	Q15726	8.3E-3
Q96RI0	Q15726	7.2E-3
Q7Z4H4	Q15726	1.4E-3
O94788	Q15726	7.1E-3
Q9NWW5	Q15726	9.3E-3
Q9P0G3	Q15726	4.2E-3
O96013	Q15726	7.4E-3
Q3SXZ7	Q15726	8.5E-3
O14627	Q15726	2E-3
P31641	Q15726	1E-2
Q8NCW0	Q15726	2.7E-3
P48066	Q15726	7E-3
Q9BXX0	Q15726	7.7E-3
Q8IV77	Q15726	7.6E-3
Q9BQK8	Q15726	1.5E-3
Q96IQ9	Q15726	1.1E-2
Q9BXI9	Q15726	9.3E-3
Q9Y4K0	Q15726	9.8E-3
P04198	Q15726	9.9E-3
Q76MJ5	Q15726	6.3E-3
Q9Y2V3	Q15726	2.2E-3
P41225	Q15726	9.8E-3
P49286	Q15726	1.6E-3
Q6ZMY3	Q15726	6.7E-3
Q9P296	Q15726	8.1E-3
Q16671	Q15726	4.5E-3
P30301	Q15726	7.6E-3
Q07001	Q15726	1.7E-3
Q9Y5Y3	Q15726	1E-2
Q5JTN6	Q15726	9.2E-3
A1A5C7	Q15726	8.9E-3
P45452	Q15726	7.5E-3
Q9BX79	Q15726	8.4E-3
Q8WXS8	Q15726	7.9E-3
O95626	Q15726	7.3E-3
Q8NDX6	Q15726	9.9E-3
Q96T25	Q15726	8.7E-3
Q7Z2Z1	Q15726	1E-2
Q4G0X9	Q15726	1E-2
Q9HC96	Q15726	1E-2
Q96A98	Q15726	1.3E-3
Q99755	Q15726	7.5E-3
O95259	Q15726	4.1E-3
Q68E01	Q15726	7.3E-3
Q5VV42	Q15726	7.5E-3
Q9BXP2	Q15726	9.7E-3
P01270	Q15726	8.5E-3
Q7Z4S9	Q15726	1.4E-3
P12645	Q15726	2.3E-3
O14604	Q15726	8.6E-3
Q8N371	Q15726	1E-2
O95076	Q15726	5.5E-3
Q8NFL0	Q15726	9E-3
Q96L08	Q15726	8.5E-3
Q13627	Q15726	8.8E-3
Q8TD57	Q15726	1.1E-2
P15812	Q15726	8.6E-3
ENSG00000158497	Q15726	6.7E-3
Q9NZI8	Q15726	1.1E-2
P52789	Q15726	8.2E-3
Q96PF1	Q15726	6.8E-3
O43918	Q15726	5.3E-3
A8MVW0	Q15726	1.7E-3
Q8NBT2	Q15726	7.6E-3
Q7Z5V6	Q15726	4E-3
O00341	Q15726	1.1E-2
P21941	Q15726	6.7E-3
Q6NZ36	Q15726	1E-2
P10696	Q15726	9.9E-3
Q9BQ08	Q15726	6.9E-3
P16410	Q15726	9.3E-3
Q6P1J6	Q15726	9.4E-3
Q9NQV7	Q15726	8.2E-3
Q14549	Q15726	1.3E-3
P85037	Q15726	8.9E-3
Q99626	Q15726	7.5E-3
Q8N961	Q15726	8E-3
Q53H64	Q15726	7.7E-3
Q6UXK2	Q15726	4.1E-3
Q08708	Q15726	2.1E-3
P10412	Q15726	8.2E-3
P22105	Q15726	1E-2
Q9Y2T1	Q15726	9.2E-3
Q6UXE8	Q15726	1.5E-3
O43610	Q15726	7E-3
Q12950	Q15726	1E-2
Q96T23	Q1L5Z9	1.7E-2
Q14194	Q1L5Z9	4.3E-3
P11137	Q1L5Z9	1E-2
Q15788	Q1L5Z9	2.1E-2
Q8NC96	Q1L5Z9	4.8E-3
P41217	Q1L5Z9	1.5E-2
Q9C026	Q1L5Z9	6.1E-3
Q96AJ1	Q1L5Z9	1.8E-2
Q9NPG1	Q1L5Z9	1.4E-2
Q96NL0	Q1L5Z9	1.6E-2
Q9UKB3	Q1L5Z9	1.9E-2
P26196	Q1L5Z9	1.7E-2
P18507	Q1L5Z9	5.9E-3
Q17RY0	Q1L5Z9	1.5E-2
Q9BQI5	Q1L5Z9	8.3E-3
Q9NP90	Q1L5Z9	1.5E-2
Q6PID8	Q1L5Z9	1.8E-2
Q9BXY8	Q1L5Z9	5.9E-3
Q9HBH7	Q1L5Z9	4.8E-3
Q99250	Q1L5Z9	6.9E-3
Q4J6C6	Q1L5Z9	1.2E-2
Q9C0B1	Q1L5Z9	1.2E-2
Q9UI15	Q1L5Z9	4.2E-3
Q8N4F7	Q1L5Z9	5.7E-3
O43300	Q1L5Z9	7.5E-3
Q9Y561	Q1L5Z9	1.8E-2
Q8IZU2	Q1L5Z9	1.2E-2
O14525	Q1L5Z9	4.2E-3
Q96N16	Q1L5Z9	7.5E-3
Q9NYI0	Q1L5Z9	1.2E-2
P41732	Q1L5Z9	5.9E-3
Q9UPU3	Q1L5Z9	1E-2
Q8N3J5	Q1L5Z9	2.2E-2
Q92574	Q1L5Z9	1E-2
Q96BY2	Q1L5Z9	4.3E-3
Q8N3G9	Q1L5Z9	7.3E-3
Q00994	Q1L5Z9	6.6E-3
Q9NYB0	Q1L5Z9	6.3E-3
Q14CM0	Q1L5Z9	5E-3
Q8IVH8	Q9BW91	4.7E-3
Q9Y3F4	Q9BW91	1E-2
Q8IWP9	Q9BW91	7.8E-3
Q9UGP8	Q9BW91	1.2E-2
Q9HBM0	Q9BW91	1.2E-2
Q9NUY8	Q9BW91	6.5E-3
Q9H1Y0	Q9BW91	1.3E-2
Q9NS93	Q9BW91	1.1E-2
Q8TBA6	Q9BW91	4.1E-3
Q7Z4G4	Q9BW91	3.3E-3
Q86WC4	Q9BW91	1E-2
O75844	Q9BW91	6.5E-3
Q06481	Q9BW91	9.3E-3
Q9Y3D8	Q9BW91	7.8E-3
Q9NYV6	Q9BW91	4.2E-3
Q9NZZ3	Q9BW91	6.1E-3
Q96RQ1	Q9BW91	1.1E-2
Q96A57	Q9BW91	8.2E-3
Q96BW1	Q9BW91	9E-3
Q9UJX2	Q9BW91	1.1E-2
P48444	Q9BW91	4.9E-3
P62333	Q9BW91	4.2E-3
O95406	Q9BW91	1E-2
Q14442	Q9BW91	1E-2
P61011	Q9BW91	5.6E-3
Q9P2T1	Q9BW91	8.9E-3
Q9BZJ0	Q9BW91	5.2E-3
P28370	Q9BW91	9.7E-3
P52788	Q9BW91	9.6E-3
Q9UH62	Q9BW91	6.8E-3
O14737	Q9BW91	1.2E-2
O75439	Q9BW91	8.9E-3
O15155	Q9BW91	4.6E-3
Q86VP1	Q9BW91	1.2E-2
P25787	Q9BW91	1.2E-2
Q9BYC8	Q9BW91	5.2E-3
Q9H330	Q9BW91	1.1E-2
Q96A33	Q9BW91	1.3E-2
P10644	Q9BW91	1.1E-2
P57088	Q9BW91	1.1E-2
Q9UHA4	Q9BW91	1.2E-2
Q13490	Q9BW91	4.7E-3
Q9Y3E0	Q9BW91	1E-2
O95551	Q9BW91	9E-3
Q9P0S9	Q9BW91	4.6E-3
Q9H0U6	Q9BW91	5.8E-3
Q9UKA2	Q9BW91	1E-2
Q96J42	Q9BW91	1.2E-2
Q9Y6D0	Q9BW91	9.1E-3
O95219	Q9BW91	1.2E-2
P09001	Q9BW91	3.9E-3
Q53HI1	Q9BW91	3.7E-3
Q15651	Q9BW91	8.1E-3
P40616	Q9BW91	1.1E-2
Q49AM1	Q9BW91	1.1E-2
Q14CZ7	Q9BW91	7.3E-3
Q04760	Q9BW91	9.2E-3
Q99805	Q9BW91	4.6E-3
Q9P291	Q9BW91	6.9E-3
O43556	Q9BW91	5.6E-3
Q9UBS3	Q9BW91	7.9E-3
Q56P03	Q9BW91	5.5E-3
Q8WUA2	Q9BW91	2.6E-3
Q9NVV9	Q9BW91	9E-3
O75179	Q9BW91	1E-2
Q5VZE5	Q9BW91	8.9E-3
Q12999	Q9BW91	1.1E-2
Q9H1K1	Q9BW91	8.4E-3
Q8N5N7	Q9BW91	1E-2
Q9UBU6	Q9BW91	6.7E-3
P62820	Q9BW91	1.1E-2
P20073	Q9BW91	7.7E-3
Q9NWL6	Q9BW91	6.2E-3
P05455	Q9BW91	7.9E-3
Q96CB8	Q9BW91	9.8E-3
O95487	Q9BW91	3E-3
P10768	Q9BW91	1.2E-2
Q8IZM9	Q9BW91	1E-2
P37108	Q9BW91	7.3E-3
Q8WVN8	Q9BW91	5E-3
O75915	Q9BW91	1.1E-2
Q8TEA7	Q9BW91	5.3E-3
Q9NXP7	Q9BW91	8.3E-3
Q969M3	Q9BW91	1.3E-2
Q96IK1	Q9BW91	4.8E-3
Q9H993	Q9BW91	8.5E-3
O00559	Q9BW91	8.6E-3
Q6P1N9	Q9BW91	7.2E-3
Q13825	Q9BW91	7.9E-3
Q9Y6M4	Q9BW91	9.5E-3
Q07326	Q9BW91	7.3E-3
Q8N8R7	Q9BW91	8.6E-3
O95749	Q9BW91	1.1E-2
P49792	Q9BW91	9.7E-3
Q8WWZ7	Q9BW91	1E-2
Q01415	Q9BW91	1.2E-2
Q5SWX8	Q9BW91	1.1E-2
P56749	Q9BW91	1.1E-2
Q9UKG1	Q9BW91	9.3E-3
P28070	Q9BW91	1.2E-2
Q13564	Q9BW91	4.8E-3
Q9C005	Q9BW91	5.4E-3
Q9H6S1	Q9BW91	1E-2
P41743	Q9BW91	1.1E-2
Q12904	Q9BW91	1.2E-2
Q9Y2F5	Q9BW91	3.7E-3
Q9UM13	Q9BW91	1.2E-2
Q8N183	Q9BW91	9.7E-3
P78382	Q9BW91	8E-3
Q9H2D1	Q9BW91	6.7E-3
Q8IYU8	Q9BW91	6.2E-3
Q9NVR5	Q9BW91	6.3E-3
Q9Y2U9	Q9BW91	7.7E-3
Q86U28	Q9BW91	8.4E-3
P61201	Q9BW91	8.5E-3
Q96B45	Q9BW91	8.3E-3
Q9Y5A6	Q9BW91	1E-2
Q9BX73	Q9BW91	9.1E-3
P17041	Q9BW91	8.1E-3
O60507	Q9BW91	1E-2
Q8WUM4	Q9BW91	1.2E-2
Q9BXV9	Q9BW91	8.4E-3
P09211	Q9UQ80	9.3E-3
P15924	Q9UQ80	8E-3
P30536	Q9UQ80	8.7E-3
Q14166	Q9UQ80	1.3E-2
Q04941	Q9UQ80	8.7E-3
P22087	Q9UQ80	9E-3
P04792	Q9UQ80	1.1E-2
P49005	Q9UQ80	1.5E-2
Q92925	Q9UQ80	1.1E-2
Q53FV1	Q9UQ80	8.6E-3
Q9H3Y8	Q9UQ80	2.4E-2
P14678	Q9UQ80	8.1E-3
Q9BTD8	Q9UQ80	1.7E-2
P09131	Q9UQ80	8.1E-3
O43707	Q9UQ80	2E-2
Q9HD42	Q9UQ80	1.2E-2
Q9BRG1	Q9UQ80	9.3E-3
P57735	Q9UQ80	5.2E-3
Q8NBM4	Q9UQ80	1.1E-2
Q9H0A0	Q9UQ80	2.2E-2
Q96EY5	Q9UQ80	1.2E-2
Q99961	Q9UQ80	1.1E-2
Q15427	Q9UQ80	2E-2
Q9BT73	Q9UQ80	2.1E-2
Q8WUD4	Q9UQ80	1.2E-2
P31949	Q9UQ80	5.9E-3
Q6KB66	Q9UQ80	1.2E-2
Q92817	Q9UQ80	5.8E-3
Q9H6H4	Q9UQ80	1.3E-2
Q9BWJ5	Q9UQ80	1.1E-2
Q9UDV7	Q9UQ80	1.9E-2
Q9Y2T7	Q8TF08	4.2E-3
P51854	Q8TF08	9.5E-3
Q15785	Q8TF08	7E-3
P62380	Q8TF08	4.6E-3
Q9BS86	Q8TF08	3.5E-3
P43080	Q8TF08	1.1E-2
Q9NUD9	Q8TF08	1.2E-2
Q9HAT0	Q8TF08	1.4E-2
Q9H000	Q8TF08	1E-2
O75344	Q8TF08	4.2E-3
Q9P2N2	Q8TF08	1.2E-2
Q16667	Q8TF08	5E-3
Q9H4G1	Q8TF08	4E-3
Q6PEW0	Q8TF08	3.5E-3
O00295	Q8TF08	3.4E-3
Q9UQB9	Q8TF08	4.9E-3
O95473	Q8TF08	3.9E-3
O14556	Q8TF08	4.4E-3
Q9NZW5	Q8TF08	1.1E-2
Q92527	Q8TF08	4.1E-3
Q9NQT6	Q8TF08	4.1E-3
Q9UHL0	Q8TF08	4.2E-3
Q6NUN7	Q8TF08	1.1E-2
Q96RN1	Q8TF08	6E-3
Q9BZX4	Q8TF08	6.4E-3
P09430	Q8TF08	4.9E-3
P04554	Q8TF08	4.6E-3
Q14627	Q8TF08	8.1E-3
Q9H1H1	Q8TF08	4.9E-3
Q8WWU5	Q8TF08	4.1E-3
Q9BVV2	Q8TF08	3.7E-3
Q9H503	Q8TF08	4.1E-3
Q96LM9	Q8TF08	4E-3
P20155	Q8TF08	4E-3
Q96JN2	Q8TF08	1.1E-2
Q9Y448	Q8TF08	9.5E-3
Q9BYF1	Q8TF08	8.3E-3
Q5FVE4	Q8TF08	4.2E-3
Q9BQP9	Q8TF08	3.6E-3
Q8NE09	Q8TF08	5E-3
Q9UJQ7	Q8TF08	3.9E-3
Q9BXT5	Q8TF08	1.1E-2
Q9UKF2	Q8TF08	1.3E-2
P51946	Q8TF08	6.2E-3
P26436	Q8TF08	4.2E-3
O95251	Q8TF08	7.5E-3
Q9H0E3	Q8TF08	4.9E-3
Q58F21	Q8TF08	4.3E-3
Q8NEL0	Q8TF08	4.8E-3
Q9BSJ5	Q8TF08	1.1E-2
Q8NHS9	Q8TF08	1.3E-2
Q86WR6	Q8TF08	4.8E-3
Q96MA1	Q8TF08	3.6E-3
Q96JY0	Q8TF08	5E-3
Q5VU65	Q8TF08	5.1E-3
Q9BXB7	Q8TF08	5E-3
Q969F0	Q8TF08	4.5E-3
Q9Y614	Q8TF08	4.6E-3
Q8NEY3	Q8TF08	4.2E-3
Q9H0I9	Q8TF08	4E-3
Q8N6M5	Q8TF08	7E-3
Q9NQI0	Q8TF08	3.9E-3
Q86XQ3	Q8TF08	4.2E-3
Q96KW9	Q8TF08	4.6E-3
Q8WXJ9	Q8TF08	4.6E-3
O75952	Q8TF08	5.9E-3
Q14093	Q8TF08	4E-3
Q8IYX7	Q8TF08	4.8E-3
Q9H8U3	Q8TF08	1.1E-2
Q9BZQ2	Q8TF08	5E-3
Q96KX0	Q8TF08	4.2E-3
Q5T9G4	Q8TF08	3.7E-3
Q8IY82	Q8TF08	4.1E-3
Q1X8D7	Q8TF08	7.1E-3
A6NK53	Q8TF08	8E-3
Q6JEL2	Q8TF08	7.1E-3
Q6UXV1	Q8TF08	4.6E-3
Q96M95	Q8TF08	3.9E-3
Q8NAT2	Q8TF08	3.6E-3
P29803	Q8TF08	4E-3
P49901	Q8TF08	3.4E-3
Q6TCH7	Q8TF08	1.1E-2
Q96M34	Q8TF08	4.1E-3
Q8N4E4	Q8TF08	3.4E-3
Q96A04	Q8TF08	3.6E-3
Q96EH5	Q8TF08	5.9E-3
Q3KP44	Q8TF08	9.3E-3
Q8NA57	Q8TF08	3.3E-3
Q96LQ0	Q8TF08	5.6E-3
Q8WTQ4	Q8TF08	3.8E-3
P07864	Q8TF08	4.8E-3
Q96DS6	Q8TF08	3.6E-3
Q9H3V2	Q8TF08	4.8E-3
Q96N06	Q8TF08	1.1E-2
Q8TBZ0	Q8TF08	3.8E-3
P31327	Q9H5J4	1.2E-2
Q15800	Q9H5J4	2.4E-2
Q96IY4	Q9H5J4	8.6E-3
P04114	Q9H5J4	2.4E-2
Q9NST1	Q9H5J4	2.4E-2
P00740	Q9H5J4	9.5E-3
Q08830	Q9H5J4	1.7E-2
P01031	Q9H5J4	9.3E-3
Q9NPD5	Q9H5J4	1.2E-2
P54840	Q9H5J4	9.5E-3
P01008	Q9H5J4	9.4E-3
Q9H2A2	Q9H5J4	1.1E-2
Q9H999	Q9H5J4	2.7E-2
P04003	Q9H5J4	8.8E-3
P20851	Q9H5J4	1.1E-2
P49326	Q9H5J4	2.3E-2
Q92496	Q9H5J4	1.7E-2
Q9BXR6	Q9H5J4	1.9E-2
Q9Y6L6	Q9H5J4	1E-2
P49638	Q9H5J4	1.9E-2
Q9H222	Q9H5J4	8.8E-3
P55157	Q9H5J4	6.4E-3
Q96NU7	Q9H5J4	1.8E-2
Q9UK55	Q9H5J4	1E-2
P05160	Q9H5J4	1.4E-2
O14960	Q9H5J4	8.4E-3
Q00266	Q9H5J4	7E-3
P11245	Q9H5J4	1.2E-2
P06133	Q9H5J4	8.9E-3
Q96PD5	Q9H5J4	8.4E-3
P07307	Q9H5J4	7E-3
Q969E1	Q9H5J4	1.1E-2
Q9P126	Q9H5J4	1.9E-2
O14559	P78385	9.4E-3
Q24JP5	P78385	1E-2
O76039	P78385	7.9E-3
Q14938	P78385	6.6E-3
O43581	P78385	7.7E-3
Q9NQV5	P78385	8.3E-3
Q9UF11	P78385	7.1E-3
P41180	P78385	8.8E-3
Q53S99	P78385	3E-3
P08588	P78385	6.5E-3
Q9BZS1	P78385	9.5E-3
Q6ZSY5	P78385	9.3E-3
Q6MZW2	P78385	8.4E-3
Q9Y250	P78385	8.7E-3
O95838	P78385	6.2E-3
P48764	P78385	4.6E-3
P27338	P78385	7.5E-3
P81277	P78385	1.2E-3
Q96FT7	P78385	3.5E-3
Q93098	P78385	2.9E-3
P35612	P78385	7.8E-3
Q9UBN1	P78385	6.3E-3
P10826	P78385	8.5E-3
Q96JB8	P78385	8.6E-3
Q99645	P78385	6.3E-3
Q8WZA1	P78385	7.6E-3
Q9NWM0	P78385	7.9E-3
P29475	P78385	7.5E-3
Q9UQ05	P78385	2.1E-3
Q9HAW4	P78385	8.7E-3
P51160	P78385	6.4E-3
Q9Y6L7	P78385	8.1E-3
Q8N350	P78385	9.2E-3
Q99218	P78385	6.6E-3
Q9Y3L3	P78385	1.7E-3
P53674	P78385	2.5E-3
Q9P0X4	P78385	8.9E-3
Q8N5Z5	P78385	7.6E-3
Q00688	P78385	6.7E-3
Q13572	P78385	8.1E-3
Q9P218	P78385	8E-3
Q13795	P78385	8.1E-3
O60840	P78385	4E-3
Q9BZA7	P78385	8.3E-3
Q6UXX5	P78385	3E-3
O43193	P78385	9.6E-3
Q15697	P78385	8.7E-3
Q9NYZ4	P78385	8.4E-3
O60292	P78385	8.4E-3
O43316	P78385	9.1E-3
Q9BUA6	P78385	8.9E-3
P78424	P78385	7.3E-3
Q5JUK3	P78385	8.3E-3
Q9P0L9	P78385	8.5E-3
O75364	P78385	1.6E-3
Q9UMX1	P78385	8.8E-3
O75443	P78385	7.9E-3
Q15223	P78385	8.9E-3
P41238	P78385	6E-3
Q03181	P78385	6.6E-3
P43220	P78385	9.5E-3
P25021	P78385	6.8E-3
Q9Y2W7	P78385	8.3E-3
Q9C086	P78385	3.2E-3
O75251	P78385	8.2E-3
P25103	P78385	9.5E-3
Q92752	P78385	7.6E-3
P20941	P78385	7.1E-3
Q9H568	P78385	1E-3
Q9UMX5	P78385	7.1E-3
Q9P0M2	P78385	6.9E-3
P14653	P78385	8.8E-3
Q15822	P78385	8.3E-3
Q9NYW1	P78385	6.9E-3
P48165	P78385	2.7E-3
P15173	P78385	2.3E-3
P86791	P78385	7E-3
P31276	P78385	6E-3
O60825	P78385	7E-3
Q9BZ19	P78385	5E-3
Q5JU85	P78385	8.6E-3
Q9P0M4	P78385	1.4E-3
Q13950	P78385	8.8E-3
Q9BSJ1	P78385	6.1E-3
Q8N3J3	P78385	1.9E-3
P41146	P78385	8.2E-3
O43555	P78385	1.2E-3
Q9NRC9	P78385	6.4E-3
Q4VCS5	P78385	5.5E-3
Q6UWL6	P78385	5.7E-3
Q9H7N4	P78385	2.4E-3
P19419	P78385	7.5E-3
Q63HM2	P78385	7.5E-3
Q8N441	P78385	7.7E-3
Q9UBC2	P78385	5.6E-3
Q96RI0	P78385	6.8E-3
Q6UXY1	P78385	8E-3
P03999	P78385	6.9E-3
O94788	P78385	6.7E-3
Q9NZN9	P78385	8.1E-3
Q9GZZ6	P78385	9.7E-3
Q9BU89	P78385	9.2E-3
Q8N539	P78385	4.7E-3
Q02779	P78385	1.7E-3
Q3SXZ7	P78385	7.9E-3
O75973	P78385	7.3E-3
Q14003	P78385	8.1E-3
Q9H7M6	P78385	3.5E-3
Q0VDD7	P78385	2.1E-3
Q9BQK8	P78385	1.3E-3
Q96IQ9	P78385	9.8E-3
Q9NWW9	P78385	8.9E-3
Q9BXI9	P78385	8.4E-3
Q9Y2V3	P78385	2.2E-3
O95390	P78385	7.9E-3
Q07001	P78385	1.4E-3
Q9NZH7	P78385	6.7E-3
Q9NP62	P78385	7.5E-3
O75326	P78385	8.5E-3
P12034	P78385	6.9E-3
Q9UNI1	P78385	4.4E-3
Q9NWA0	P78385	7.5E-3
Q9HBT7	P78385	8E-3
Q15615	P78385	6.9E-3
P31152	P78385	8.2E-3
Q6ZMT1	P78385	4.5E-3
P57058	P78385	7.9E-3
Q9H324	P78385	6.5E-3
Q75N90	P78385	7E-3
Q96CN4	P78385	8.9E-3
Q16322	P78385	6.8E-3
Q8WTU2	P78385	2.4E-3
Q99865	P78385	3.4E-3
Q9GZV8	P78385	3.5E-3
Q9GZQ6	P78385	2E-3
Q96QU1	P78385	7.3E-3
Q86T90	P78385	7.9E-3
Q8N2M4	P78385	9.2E-3
Q16798	P78385	7.4E-3
O14531	P78385	8.5E-3
Q6AWC2	P78385	7.5E-3
O43424	P78385	5.8E-3
Q9NQ76	P78385	7.1E-3
Q8N957	P78385	6.5E-3
Q9NUB1	P78385	8.2E-3
Q96ME1	P78385	9E-3
Q96GT9	P78385	3E-3
Q9Y3R0	P78385	6.8E-3
Q9Y2C4	P78385	7.4E-3
Q13627	P78385	8.7E-3
P50406	P78385	4.9E-3
O60258	P78385	3.6E-3
Q86XP0	P78385	8.6E-3
Q9UK13	P78385	9.3E-3
O75593	P78385	8.5E-3
Q8IUK5	P78385	5.5E-3
A8MVW0	P78385	1.6E-3
Q92914	P78385	9.3E-3
O75676	P78385	9.1E-3
O00341	P78385	1E-2
Q8NBI3	P78385	8.8E-3
P10696	P78385	9.1E-3
Q6ZP82	P78385	6.3E-3
P08100	P78385	8.9E-3
Q17RP2	P78385	7.4E-3
P08700	P78385	6.3E-3
Q70CQ1	P78385	8.3E-3
