Preferred_Name	Name	Source
Q96HP8	ENSP00000004103	Ensembl Protein ID
Q96HP8	ENSP00000417626	Ensembl Protein ID
Q96HP8	ENSP00000417834	Ensembl Protein ID
Q96HP8	ENSP00000420081	Ensembl Protein ID
Q96HP8	ENSP00000420818	Ensembl Protein ID
Q96HP8	55365	Entrez Gene ID
Q96HP8	TMEM176A	Gene Name
Q96HP8	NP_060957	RefSeq Protein ID
Q96HP8	NM_018487	Synonym
Q96HP8	HCA112	Uniprot ID
Q96HP8	MS4B1	Uniprot ID
Q96HP8	Q96HP8	Ensembl Gene ID
P20645	ENSG00000003056	Ensembl Gene ID
P20645	ENSP00000000412	Ensembl Protein ID
P20645	ENSP00000437595	Ensembl Protein ID
P20645	ENSP00000439070	Ensembl Protein ID
P20645	ENSP00000439968	Ensembl Protein ID
P20645	ENSP00000440488	Ensembl Protein ID
P20645	ENSP00000440962	Ensembl Protein ID
P20645	ENSP00000441030	Ensembl Protein ID
P20645	ENSP00000441040	Ensembl Protein ID
P20645	ENSP00000442100	Ensembl Protein ID
P20645	ENSP00000442983	Ensembl Protein ID
P20645	ENSP00000444684	Ensembl Protein ID
P20645	4074	Entrez Gene ID
P20645	M6PR	Gene Name
P20645	NP_001193953	RefSeq Protein ID
P20645	NP_002346	RefSeq Protein ID
P20645	NM_001207024	Synonym
P20645	NM_002355	Synonym
P20645	CD-M6PR	Uniprot ID
P20645	CD-MPR	Uniprot ID
P20645	P20645	Ensembl Gene ID
Q9P2N7	ENSG00000003096	Ensembl Gene ID
Q9P2N7	ENSP00000262820	Ensembl Protein ID
Q9P2N7	ENSP00000360943	Ensembl Protein ID
Q9P2N7	ENSP00000360945	Ensembl Protein ID
Q9P2N7	ENSP00000360949	Ensembl Protein ID
Q9P2N7	ENSP00000393807	Ensembl Protein ID
Q9P2N7	ENSP00000419803	Ensembl Protein ID
Q9P2N7	ENSP00000440707	Ensembl Protein ID
Q9P2N7	ENSP00000441029	Ensembl Protein ID
Q9P2N7	ENSP00000444450	Ensembl Protein ID
Q9P2N7	90293	Entrez Gene ID
Q9P2N7	KLHL13	Gene Name
Q9P2N7	NP_001161771	RefSeq Protein ID
Q9P2N7	NP_001161772	RefSeq Protein ID
Q9P2N7	NP_001161773	RefSeq Protein ID
Q9P2N7	NP_001161774	RefSeq Protein ID
Q9P2N7	NP_001161775	RefSeq Protein ID
Q9P2N7	NP_277030	RefSeq Protein ID
Q9P2N7	NM_001168299	Synonym
Q9P2N7	NM_001168300	Synonym
Q9P2N7	NM_001168301	Synonym
Q9P2N7	NM_001168302	Synonym
Q9P2N7	NM_001168303	Synonym
Q9P2N7	NM_033495	Synonym
Q9P2N7	BKLHD2	Uniprot ID
Q9P2N7	FLJ10262	Uniprot ID
Q9P2N7	KIAA1309	Uniprot ID
Q9P2N7	Q9P2N7	Ensembl Gene ID
Q9NR63	ENSG00000003137	Ensembl Gene ID
Q9NR63	ENSP00000001146	Ensembl Protein ID
Q9NR63	ENSP00000401465	Ensembl Protein ID
Q9NR63	ENSP00000430871	Ensembl Protein ID
Q9NR63	ENSP00000430888	Ensembl Protein ID
Q9NR63	ENSP00000443304	Ensembl Protein ID
Q9NR63	56603	Entrez Gene ID
Q9NR63	CYP26B1	Gene Name
Q9NR63	NP_001264671	RefSeq Protein ID
Q9NR63	NP_063938	RefSeq Protein ID
Q9NR63	NM_001277742	Synonym
Q9NR63	NM_019885	Synonym
Q9NR63	P450RAI-2	Uniprot ID
Q9NR63	Q9NR63	Ensembl Gene ID
Q05084	ENSG00000003147	Ensembl Gene ID
Q05084	ENSP00000265577	Ensembl Protein ID
Q05084	ENSP00000316074	Ensembl Protein ID
Q05084	ENSP00000341603	Ensembl Protein ID
Q05084	ENSP00000379908	Ensembl Protein ID
Q05084	ENSP00000385305	Ensembl Protein ID
Q05084	ENSP00000385570	Ensembl Protein ID
Q05084	ENSP00000385651	Ensembl Protein ID
Q05084	ENSP00000386021	Ensembl Protein ID
Q05084	ENSP00000393314	Ensembl Protein ID
Q05084	ENSP00000397496	Ensembl Protein ID
Q05084	ENSP00000398435	Ensembl Protein ID
Q05084	ENSP00000403982	Ensembl Protein ID
Q05084	ENSP00000406722	Ensembl Protein ID
Q05084	ENSP00000410341	Ensembl Protein ID
Q05084	ENSP00000497455	Ensembl Protein ID
Q05084	3382	Entrez Gene ID
Q05084	ICA1	Gene Name
Q05084	NP_001129492	RefSeq Protein ID
Q05084	NP_001263407	RefSeq Protein ID
Q05084	NP_001337748	RefSeq Protein ID
Q05084	NP_001337749	RefSeq Protein ID
Q05084	NP_001337750	RefSeq Protein ID
Q05084	NP_001337752	RefSeq Protein ID
Q05084	NP_001337753	RefSeq Protein ID
Q05084	NP_001337754	RefSeq Protein ID
Q05084	NP_001337755	RefSeq Protein ID
Q05084	NP_001337756	RefSeq Protein ID
Q05084	NP_001337757	RefSeq Protein ID
Q05084	NP_001337758	RefSeq Protein ID
Q05084	NP_001337759	RefSeq Protein ID
Q05084	NP_001337760	RefSeq Protein ID
Q05084	NP_001337761	RefSeq Protein ID
Q05084	NP_001337762	RefSeq Protein ID
Q05084	NP_001337763	RefSeq Protein ID
Q05084	NP_001337764	RefSeq Protein ID
Q05084	NP_001337765	RefSeq Protein ID
Q05084	NP_001337766	RefSeq Protein ID
Q05084	NP_001337767	RefSeq Protein ID
Q05084	NP_004959	RefSeq Protein ID
Q05084	NP_071682	RefSeq Protein ID
Q05084	NM_001136020	Synonym
Q05084	NM_001276478	Synonym
Q05084	NM_001350819	Synonym
Q05084	NM_001350820	Synonym
Q05084	NM_001350821	Synonym
Q05084	NM_001350823	Synonym
Q05084	NM_001350824	Synonym
Q05084	NM_001350825	Synonym
Q05084	NM_001350826	Synonym
Q05084	NM_001350827	Synonym
Q05084	NM_001350828	Synonym
Q05084	NM_001350829	Synonym
Q05084	NM_001350830	Synonym
Q05084	NM_001350831	Synonym
Q05084	NM_001350832	Synonym
Q05084	NM_001350833	Synonym
Q05084	NM_001350834	Synonym
Q05084	NM_001350835	Synonym
Q05084	NM_001350836	Synonym
Q05084	NM_001350837	Synonym
Q05084	NM_001350838	Synonym
Q05084	NM_004968	Synonym
Q05084	NM_022307	Synonym
Q05084	ICA69	Uniprot ID
Q05084	ICAp69	Uniprot ID
Q05084	Q05084	Ensembl Gene ID
Q9H9R9	ENSG00000003249	Ensembl Gene ID
Q9H9R9	ENSP00000002501	Ensembl Protein ID
Q9H9R9	ENSP00000306407	Ensembl Protein ID
Q9H9R9	ENSP00000376699	Ensembl Protein ID
Q9H9R9	ENSP00000456573	Ensembl Protein ID
Q9H9R9	ENSP00000457625	Ensembl Protein ID
Q9H9R9	ENSP00000501273	Ensembl Protein ID
Q9H9R9	79007	Entrez Gene ID
Q9H9R9	DBNDD1	Gene Name
Q9H9R9	NP_001036075	RefSeq Protein ID
Q9H9R9	NP_001275637	RefSeq Protein ID
Q9H9R9	NP_001275638	RefSeq Protein ID
Q9H9R9	NP_001358510	RefSeq Protein ID
Q9H9R9	NP_076948	RefSeq Protein ID
Q9H9R9	NM_001042610	Synonym
Q9H9R9	NM_001288708	Synonym
Q9H9R9	NM_001288709	Synonym
Q9H9R9	NM_001371581	Synonym
Q9H9R9	NM_024043	Synonym
Q9H9R9	FLJ12582	Uniprot ID
Q9H9R9	MGC3101	Uniprot ID
Q9H9R9	Q9H9R9	Ensembl Gene ID
Q96Q42	ENSG00000003393	Ensembl Gene ID
Q96Q42	ENSP00000264276	Ensembl Protein ID
Q96Q42	ENSP00000386384	Ensembl Protein ID
Q96Q42	ENSP00000386948	Ensembl Protein ID
Q96Q42	ENSP00000403832	Ensembl Protein ID
Q96Q42	ENSP00000429223	Ensembl Protein ID
Q96Q42	57679	Entrez Gene ID
Q96Q42	ALS2	Gene Name
Q96Q42	NP_001129217	RefSeq Protein ID
Q96Q42	NP_065970	RefSeq Protein ID
Q96Q42	NM_001135745	Synonym
Q96Q42	NM_020919	Synonym
Q96Q42	ALS2CR6	Uniprot ID
Q96Q42	Q96Q42	Ensembl Gene ID
Q92851	ENSG00000003400	Ensembl Gene ID
Q92851	ENSP00000237865	Ensembl Protein ID
Q92851	ENSP00000272879	Ensembl Protein ID
Q92851	ENSP00000286186	Ensembl Protein ID
Q92851	ENSP00000314599	Ensembl Protein ID
Q92851	ENSP00000353250	Ensembl Protein ID
Q92851	ENSP00000363781	Ensembl Protein ID
Q92851	ENSP00000396835	Ensembl Protein ID
Q92851	ENSP00000401914	Ensembl Protein ID
Q92851	843	Entrez Gene ID
Q92851	CASP10	Gene Name
Q92851	NP_001193453	RefSeq Protein ID
Q92851	NP_001193471	RefSeq Protein ID
Q92851	NP_001221	RefSeq Protein ID
Q92851	NP_001293012	RefSeq Protein ID
Q92851	NP_116756	RefSeq Protein ID
Q92851	NP_116758	RefSeq Protein ID
Q92851	NP_116759	RefSeq Protein ID
Q92851	NM_001206524	Synonym
Q92851	NM_001206542	Synonym
Q92851	NM_001230	Synonym
Q92851	NM_001306083	Synonym
Q92851	NM_032974	Synonym
Q92851	NM_032976	Synonym
Q92851	NM_032977	Synonym
Q92851	MCH4	Uniprot ID
Q92851	Q92851	Ensembl Gene ID
O15519	ENSG00000003402	Ensembl Gene ID
O15519	ENSP00000312455	Ensembl Protein ID
O15519	ENSP00000339326	Ensembl Protein ID
O15519	ENSP00000339335	Ensembl Protein ID
O15519	ENSP00000342809	Ensembl Protein ID
O15519	ENSP00000345807	Ensembl Protein ID
O15519	ENSP00000378580	Ensembl Protein ID
O15519	ENSP00000391029	Ensembl Protein ID
O15519	ENSP00000398551	Ensembl Protein ID
O15519	ENSP00000399420	Ensembl Protein ID
O15519	ENSP00000406775	Ensembl Protein ID
O15519	ENSP00000409570	Ensembl Protein ID
O15519	ENSP00000411535	Ensembl Protein ID
O15519	ENSP00000411897	Ensembl Protein ID
O15519	ENSP00000412882	Ensembl Protein ID
O15519	ENSP00000413270	Ensembl Protein ID
O15519	ENSP00000469608	Ensembl Protein ID
O15519	ENSP00000469917	Ensembl Protein ID
O15519	ENSP00000471749	Ensembl Protein ID
O15519	ENSP00000471805	Ensembl Protein ID
O15519	8837	Entrez Gene ID
O15519	CFLAR	Gene Name
O15519	NP_001120655	RefSeq Protein ID
O15519	NP_001120656	RefSeq Protein ID
O15519	NP_001189445	RefSeq Protein ID
O15519	NP_001189446	RefSeq Protein ID
O15519	NP_001189447	RefSeq Protein ID
O15519	NP_001189448	RefSeq Protein ID
O15519	NP_001294971	RefSeq Protein ID
O15519	NP_001294972	RefSeq Protein ID
O15519	NP_001338519	RefSeq Protein ID
O15519	NP_001338520	RefSeq Protein ID
O15519	NP_001338521	RefSeq Protein ID
O15519	NP_001338522	RefSeq Protein ID
O15519	NP_001338523	RefSeq Protein ID
O15519	NP_003870	RefSeq Protein ID
O15519	NM_001127183	Synonym
O15519	NM_001127184	Synonym
O15519	NM_001202515	Synonym
O15519	NM_001202516	Synonym
O15519	NM_001202517	Synonym
O15519	NM_001202518	Synonym
O15519	NM_001202519	Synonym
O15519	NM_001308042	Synonym
O15519	NM_001308043	Synonym
O15519	NM_001351590	Synonym
O15519	NM_001351591	Synonym
O15519	NM_001351592	Synonym
O15519	NM_001351593	Synonym
O15519	NM_001351594	Synonym
O15519	NM_003879	Synonym
O15519	c-FLIP	Uniprot ID
O15519	CASH	Uniprot ID
O15519	CASP8AP1	Uniprot ID
O15519	Casper	Uniprot ID
O15519	cFLIP	Uniprot ID
O15519	CLARP	Uniprot ID
O15519	FLAME	Uniprot ID
O15519	FLIP	Uniprot ID
O15519	I-FLICE	Uniprot ID
O15519	MRIT	Uniprot ID
O15519	O15519	Ensembl Gene ID
P10646	ENSG00000003436	Ensembl Gene ID
P10646	ENSP00000233156	Ensembl Protein ID
P10646	ENSP00000342306	Ensembl Protein ID
P10646	ENSP00000376172	Ensembl Protein ID
P10646	ENSP00000386344	Ensembl Protein ID
P10646	ENSP00000388159	Ensembl Protein ID
P10646	ENSP00000394185	Ensembl Protein ID
P10646	ENSP00000400179	Ensembl Protein ID
P10646	ENSP00000402954	Ensembl Protein ID
P10646	ENSP00000408170	Ensembl Protein ID
P10646	ENSP00000409177	Ensembl Protein ID
P10646	7035	Entrez Gene ID
P10646	TFPI	Gene Name
P10646	NP_001027452	RefSeq Protein ID
P10646	NP_001305870	RefSeq Protein ID
P10646	NP_001316168	RefSeq Protein ID
P10646	NP_001316169	RefSeq Protein ID
P10646	NP_001316170	RefSeq Protein ID
P10646	NP_006278	RefSeq Protein ID
P10646	NM_001032281	Synonym
P10646	NM_001318941	Synonym
P10646	NM_001329239	Synonym
P10646	NM_001329240	Synonym
P10646	NM_001329241	Synonym
P10646	NM_006287	Synonym
P10646	EPI	Uniprot ID
P10646	LACI	Uniprot ID
P10646	TFI	Uniprot ID
P10646	TFPI1	Uniprot ID
P10646	P10646	Ensembl Gene ID
Q7L592	ENSG00000003509	Ensembl Gene ID
Q7L592	ENSP00000002125	Ensembl Protein ID
Q7L592	ENSP00000337431	Ensembl Protein ID
Q7L592	ENSP00000394436	Ensembl Protein ID
Q7L592	ENSP00000399207	Ensembl Protein ID
Q7L592	ENSP00000402959	Ensembl Protein ID
Q7L592	ENSP00000410181	Ensembl Protein ID
Q7L592	ENSP00000412942	Ensembl Protein ID
Q7L592	ENSP00000416594	Ensembl Protein ID
Q7L592	55471	Entrez Gene ID
Q7L592	NDUFAF7	Gene Name
Q7L592	NP_001077415	RefSeq Protein ID
Q7L592	NP_001336953	RefSeq Protein ID
Q7L592	NP_001336954	RefSeq Protein ID
Q7L592	NP_001336956	RefSeq Protein ID
Q7L592	NP_653337	RefSeq Protein ID
Q7L592	NM_001083946	Synonym
Q7L592	NM_001350024	Synonym
Q7L592	NM_001350025	Synonym
Q7L592	NM_001350027	Synonym
Q7L592	NM_144736	Synonym
Q7L592	C2orf56	Uniprot ID
Q7L592	MidA	Uniprot ID
Q7L592	PRO1853	Uniprot ID
Q7L592	Q7L592	Ensembl Gene ID
P52756	ENSG00000003756	Ensembl Gene ID
P52756	ENSP00000343054	Ensembl Protein ID
P52756	ENSP00000378603	Ensembl Protein ID
P52756	ENSP00000384872	Ensembl Protein ID
P52756	ENSP00000390711	Ensembl Protein ID
P52756	ENSP00000394622	Ensembl Protein ID
P52756	ENSP00000406119	Ensembl Protein ID
P52756	ENSP00000414218	Ensembl Protein ID
P52756	ENSP00000419534	Ensembl Protein ID
P52756	10181	Entrez Gene ID
P52756	RBM5	Gene Name
P52756	NP_005769	RefSeq Protein ID
P52756	NM_005778	Synonym
P52756	H37	Uniprot ID
P52756	LUCA-15	Uniprot ID
P52756	LUCA15	Uniprot ID
P52756	P52756	Ensembl Gene ID
Q9Y216	ENSG00000003987	Ensembl Gene ID
Q9Y216	ENSP00000180173	Ensembl Protein ID
Q9Y216	ENSP00000429733	Ensembl Protein ID
Q9Y216	ENSP00000431000	Ensembl Protein ID
Q9Y216	9108	Entrez Gene ID
Q9Y216	MTMR7	Gene Name
Q9Y216	NP_004677	RefSeq Protein ID
Q9Y216	NM_004686	Synonym
Q9Y216	Q9Y216	Ensembl Gene ID
P52569	ENSG00000003989	Ensembl Gene ID
P52569	ENSP00000004531	Ensembl Protein ID
P52569	ENSP00000381164	Ensembl Protein ID
P52569	ENSP00000419140	Ensembl Protein ID
P52569	ENSP00000419873	Ensembl Protein ID
P52569	ENSP00000430464	Ensembl Protein ID
P52569	ENSP00000492016	Ensembl Protein ID
P52569	6542	Entrez Gene ID
P52569	SLC7A2	Gene Name
P52569	NP_001008539	RefSeq Protein ID
P52569	NP_001158243	RefSeq Protein ID
P52569	NP_001357266	RefSeq Protein ID
P52569	NP_001357267	RefSeq Protein ID
P52569	NP_003037	RefSeq Protein ID
P52569	NM_001008539	Synonym
P52569	NM_001164771	Synonym
P52569	NM_001370337	Synonym
P52569	NM_001370338	Synonym
P52569	NM_003046	Synonym
P52569	ATRC2	Uniprot ID
P52569	CAT-2	Uniprot ID
P52569	HCAT2	Uniprot ID
P52569	P52569	Ensembl Gene ID
P84085	ENSG00000004059	Ensembl Gene ID
P84085	ENSP00000000233	Ensembl Protein ID
P84085	ENSP00000412701	Ensembl Protein ID
P84085	381	Entrez Gene ID
P84085	ARF5	Gene Name
P84085	NP_001653	RefSeq Protein ID
P84085	NM_001662	Synonym
P84085	P84085	Ensembl Gene ID
Q6SZW1	ENSG00000004139	Ensembl Gene ID
Q6SZW1	ENSP00000462228	Ensembl Protein ID
Q6SZW1	ENSP00000462479	Ensembl Protein ID
Q6SZW1	ENSP00000464166	Ensembl Protein ID
Q6SZW1	ENSP00000468032	Ensembl Protein ID
Q6SZW1	23098	Entrez Gene ID
Q6SZW1	SARM1	Gene Name
Q6SZW1	NP_055892	RefSeq Protein ID
Q6SZW1	NM_015077	Synonym
Q6SZW1	KIAA0524	Uniprot ID
Q6SZW1	SAMD2	Uniprot ID
Q6SZW1	SARM	Uniprot ID
Q6SZW1	Q6SZW1	Ensembl Gene ID
Q9Y2S7	ENSG00000004142	Ensembl Gene ID
Q9Y2S7	ENSP00000475924	Ensembl Protein ID
Q9Y2S7	ENSP00000477665	Ensembl Protein ID
Q9Y2S7	26073	Entrez Gene ID
Q9Y2S7	POLDIP2	Gene Name
Q9Y2S7	NP_001277074	RefSeq Protein ID
Q9Y2S7	NP_056399	RefSeq Protein ID
Q9Y2S7	NM_001290145	Synonym
Q9Y2S7	NM_015584	Synonym
Q9Y2S7	DKFZP586F1524	Uniprot ID
Q9Y2S7	PDIP38	Uniprot ID
Q9Y2S7	Q9Y2S7	Ensembl Gene ID
Q9Y4D7	ENSG00000004399	Ensembl Gene ID
Q9Y4D7	ENSP00000317128	Ensembl Protein ID
Q9Y4D7	ENSP00000423832	Ensembl Protein ID
Q9Y4D7	ENSP00000426162	Ensembl Protein ID
Q9Y4D7	ENSP00000426241	Ensembl Protein ID
Q9Y4D7	ENSP00000426540	Ensembl Protein ID
Q9Y4D7	ENSP00000427696	Ensembl Protein ID
Q9Y4D7	23129	Entrez Gene ID
Q9Y4D7	PLXND1	Gene Name
Q9Y4D7	NP_055918	RefSeq Protein ID
Q9Y4D7	NM_015103	Synonym
Q9Y4D7	KIAA0620	Uniprot ID
Q9Y4D7	Q9Y4D7	Ensembl Gene ID
P54819	ENSG00000004455	Ensembl Gene ID
P54819	ENSP00000346921	Ensembl Protein ID
P54819	ENSP00000362548	Ensembl Protein ID
P54819	ENSP00000446849	Ensembl Protein ID
P54819	ENSP00000447082	Ensembl Protein ID
P54819	ENSP00000449003	Ensembl Protein ID
P54819	ENSP00000450008	Ensembl Protein ID
P54819	ENSP00000450109	Ensembl Protein ID
P54819	ENSP00000486342	Ensembl Protein ID
P54819	ENSP00000486507	Ensembl Protein ID
P54819	ENSP00000499935	Ensembl Protein ID
P54819	ENSP00000500549	Ensembl Protein ID
P54819	204	Entrez Gene ID
P54819	AK2	Gene Name
P54819	NP_001186128	RefSeq Protein ID
P54819	NP_001306068	RefSeq Protein ID
P54819	NP_001306069	RefSeq Protein ID
P54819	NP_001306070	RefSeq Protein ID
P54819	NP_001306071	RefSeq Protein ID
P54819	NP_001306072	RefSeq Protein ID
P54819	NP_001616	RefSeq Protein ID
P54819	NP_037543	RefSeq Protein ID
P54819	NM_001199199	Synonym
P54819	NM_001319139	Synonym
P54819	NM_001319140	Synonym
P54819	NM_001319141	Synonym
P54819	NM_001319142	Synonym
P54819	NM_001319143	Synonym
P54819	NM_001625	Synonym
P54819	NM_013411	Synonym
P54819	P54819	Ensembl Gene ID
P28907	ENSG00000004468	Ensembl Gene ID
P28907	ENSP00000226279	Ensembl Protein ID
P28907	ENSP00000423047	Ensembl Protein ID
P28907	ENSP00000427277	Ensembl Protein ID
P28907	952	Entrez Gene ID
P28907	CD38	Gene Name
P28907	NP_001766	RefSeq Protein ID
P28907	NM_001775	Synonym
P28907	P28907	Ensembl Gene ID
Q02790	ENSG00000004478	Ensembl Gene ID
Q02790	ENSP00000001008	Ensembl Protein ID
Q02790	ENSP00000438491	Ensembl Protein ID
Q02790	ENSP00000439703	Ensembl Protein ID
Q02790	ENSP00000442193	Ensembl Protein ID
Q02790	ENSP00000446368	Ensembl Protein ID
Q02790	ENSP00000486800	Ensembl Protein ID
Q02790	2288	Entrez Gene ID
Q02790	FKBP4	Gene Name
Q02790	NP_002005	RefSeq Protein ID
Q02790	NM_002014	Synonym
Q02790	FKBP52	Uniprot ID
Q02790	FKBP59	Uniprot ID
Q02790	Q02790	Ensembl Gene ID
O60341	ENSG00000004487	Ensembl Gene ID
O60341	ENSP00000349049	Ensembl Protein ID
O60341	ENSP00000383042	Ensembl Protein ID
O60341	ENSP00000473294	Ensembl Protein ID
O60341	ENSP00000473297	Ensembl Protein ID
O60341	23028	Entrez Gene ID
O60341	KDM1A	Gene Name
O60341	NP_001009999	RefSeq Protein ID
O60341	NP_001350583	RefSeq Protein ID
O60341	NP_055828	RefSeq Protein ID
O60341	NM_001009999	Synonym
O60341	NM_001363654	Synonym
O60341	NM_015013	Synonym
O60341	AOF2	Uniprot ID
O60341	BHC110	Uniprot ID
O60341	KDM1	Uniprot ID
O60341	KIAA0601	Uniprot ID
O60341	LSD1	Uniprot ID
O60341	O60341	Ensembl Gene ID
P78332	ENSG00000004534	Ensembl Gene ID
P78332	ENSP00000266022	Ensembl Protein ID
P78332	ENSP00000389763	Ensembl Protein ID
P78332	ENSP00000392475	Ensembl Protein ID
P78332	ENSP00000392939	Ensembl Protein ID
P78332	ENSP00000393530	Ensembl Protein ID
P78332	ENSP00000394336	Ensembl Protein ID
P78332	ENSP00000396410	Ensembl Protein ID
P78332	ENSP00000396466	Ensembl Protein ID
P78332	ENSP00000399942	Ensembl Protein ID
P78332	ENSP00000403865	Ensembl Protein ID
P78332	ENSP00000406548	Ensembl Protein ID
P78332	ENSP00000408665	Ensembl Protein ID
P78332	10180	Entrez Gene ID
P78332	RBM6	Gene Name
P78332	NP_001161054	RefSeq Protein ID
P78332	NP_001336119	RefSeq Protein ID
P78332	NP_001336120	RefSeq Protein ID
P78332	NP_001336121	RefSeq Protein ID
P78332	NP_001336122	RefSeq Protein ID
P78332	NP_001336123	RefSeq Protein ID
P78332	NP_005768	RefSeq Protein ID
P78332	NM_001167582	Synonym
P78332	NM_001349190	Synonym
P78332	NM_001349191	Synonym
P78332	NM_001349192	Synonym
P78332	NM_001349193	Synonym
P78332	NM_001349194	Synonym
P78332	NM_005777	Synonym
P78332	3G2	Uniprot ID
P78332	DEF-3	Uniprot ID
P78332	NY-LU-12	Uniprot ID
P78332	P78332	Ensembl Gene ID
Q8N5S9	ENSG00000004660	Ensembl Gene ID
Q8N5S9	ENSP00000158166	Ensembl Protein ID
Q8N5S9	ENSP00000323118	Ensembl Protein ID
Q8N5S9	ENSP00000371188	Ensembl Protein ID
Q8N5S9	84254	Entrez Gene ID
Q8N5S9	CAMKK1	Gene Name
Q8N5S9	NP_115670	RefSeq Protein ID
Q8N5S9	NP_757343	RefSeq Protein ID
Q8N5S9	NP_757344	RefSeq Protein ID
Q8N5S9	NM_032294	Synonym
Q8N5S9	NM_172206	Synonym
Q8N5S9	NM_172207	Synonym
Q8N5S9	CAMKKA	Uniprot ID
Q8N5S9	DKFZp761M0423	Uniprot ID
Q8N5S9	MGC34095	Uniprot ID
Q8N5S9	Q8N5S9	Ensembl Gene ID
P46063	ENSG00000004700	Ensembl Gene ID
P46063	ENSP00000318727	Ensembl Protein ID
P46063	ENSP00000379400	Ensembl Protein ID
P46063	ENSP00000395449	Ensembl Protein ID
P46063	ENSP00000416739	Ensembl Protein ID
P46063	ENSP00000439069	Ensembl Protein ID
P46063	ENSP00000440700	Ensembl Protein ID
P46063	ENSP00000445555	Ensembl Protein ID
P46063	ENSP00000446036	Ensembl Protein ID
P46063	5965	Entrez Gene ID
P46063	RECQL	Gene Name
P46063	NP_002898	RefSeq Protein ID
P46063	NP_116559	RefSeq Protein ID
P46063	NM_002907	Synonym
P46063	NM_032941	Synonym
P46063	RecQ1	Uniprot ID
P46063	RecQL1	Uniprot ID
P46063	P46063	Ensembl Gene ID
Q96JG6	ENSG00000004766	Ensembl Gene ID
Q96JG6	ENSP00000251739	Ensembl Protein ID
Q96JG6	ENSP00000307666	Ensembl Protein ID
Q96JG6	ENSP00000390584	Ensembl Protein ID
Q96JG6	ENSP00000395433	Ensembl Protein ID
Q96JG6	ENSP00000405553	Ensembl Protein ID
Q96JG6	ENSP00000406787	Ensembl Protein ID
Q96JG6	ENSP00000414450	Ensembl Protein ID
Q96JG6	ENSP00000415809	Ensembl Protein ID
Q96JG6	ENSP00000443104	Ensembl Protein ID
Q96JG6	ENSP00000496891	Ensembl Protein ID
Q96JG6	55610	Entrez Gene ID
Q96JG6	VPS50	Gene Name
Q96JG6	NP_001244927	RefSeq Protein ID
Q96JG6	NP_060137	RefSeq Protein ID
Q96JG6	NP_078829	RefSeq Protein ID
Q96JG6	NM_001257998	Synonym
Q96JG6	NM_017667	Synonym
Q96JG6	NM_024553	Synonym
Q96JG6	CCDC132	Uniprot ID
Q96JG6	DKFZp313I2429	Uniprot ID
Q96JG6	FLJ20097	Uniprot ID
Q96JG6	KIAA1861	Uniprot ID
Q96JG6	VPS54L	Uniprot ID
Q96JG6	Q96JG6	Ensembl Gene ID
O14558	ENSG00000004776	Ensembl Gene ID
O14558	ENSP00000004982	Ensembl Protein ID
O14558	ENSP00000467169	Ensembl Protein ID
O14558	ENSP00000468057	Ensembl Protein ID
O14558	126393	Entrez Gene ID
O14558	HSPB6	Gene Name
O14558	NP_653218	RefSeq Protein ID
O14558	NM_144617	Synonym
O14558	FLJ32389	Uniprot ID
O14558	Hsp20	Uniprot ID
O14558	PPP1R91	Uniprot ID
O14558	O14558	Ensembl Gene ID
O14559	ENSG00000004777	Ensembl Gene ID
O14559	ENSP00000007510	Ensembl Protein ID
O14559	ENSP00000320038	Ensembl Protein ID
O14559	ENSP00000368227	Ensembl Protein ID
O14559	ENSP00000465411	Ensembl Protein ID
O14559	ENSP00000466443	Ensembl Protein ID
O14559	ENSP00000467844	Ensembl Protein ID
O14559	115703	Entrez Gene ID
O14559	ARHGAP33	Gene Name
O14559	NP_001166101	RefSeq Protein ID
O14559	NP_001353107	RefSeq Protein ID
O14559	NP_443180	RefSeq Protein ID
O14559	NM_001172630	Synonym
O14559	NM_001366178	Synonym
O14559	NM_052948	Synonym
O14559	FLJ39019	Uniprot ID
O14559	SNX26	Uniprot ID
O14559	TCGAP	Uniprot ID
O14559	O14559	Ensembl Gene ID
O14561	ENSG00000004779	Ensembl Gene ID
O14561	ENSP00000007516	Ensembl Protein ID
O14561	ENSP00000454812	Ensembl Protein ID
O14561	ENSP00000454891	Ensembl Protein ID
O14561	ENSP00000458770	Ensembl Protein ID
O14561	ENSP00000461693	Ensembl Protein ID
O14561	4706	Entrez Gene ID
O14561	NDUFAB1	Gene Name
O14561	NP_004994	RefSeq Protein ID
O14561	NM_005003	Synonym
O14561	ACP	Uniprot ID
O14561	FASN2A	Uniprot ID
O14561	SDAP	Uniprot ID
O14561	O14561	Ensembl Gene ID
Q16654	ENSG00000004799	Ensembl Gene ID
Q16654	ENSP00000005178	Ensembl Protein ID
Q16654	5166	Entrez Gene ID
Q16654	PDK4	Gene Name
Q16654	NP_002603	RefSeq Protein ID
Q16654	NM_002612	Synonym
Q16654	Q16654	Ensembl Gene ID
Q86VW1	ENSG00000004809	Ensembl Gene ID
Q86VW1	ENSP00000328583	Ensembl Protein ID
Q86VW1	ENSP00000357915	Ensembl Protein ID
Q86VW1	ENSP00000395642	Ensembl Protein ID
Q86VW1	ENSP00000401007	Ensembl Protein ID
Q86VW1	ENSP00000409306	Ensembl Protein ID
Q86VW1	ENSP00000416310	Ensembl Protein ID
