Preferred_Name	Name	Source
Q5JUW0	NP_060246	RefSeq Protein ID
Q5JUW0	NM_001129898	Synonym
Q5JUW0	NM_001129899	Synonym
Q5JUW0	NM_001129900	Synonym
Q5JUW0	NM_017776	Synonym
Q5JUW0	FLJ20344	Uniprot ID
Q5JUW0	ZNF673	Uniprot ID
Q5JUW0	Q5JUW0	Ensembl Gene ID
Q9NX14	ENSG00000147123	Ensembl Gene ID
Q9NX14	ENSP00000276062	Ensembl Protein ID
Q9NX14	ENSP00000367042	Ensembl Protein ID
Q9NX14	54539	Entrez Gene ID
Q9NX14	NDUFB11	Gene Name
Q9NX14	NP_001129470	RefSeq Protein ID
Q9NX14	NP_061929	RefSeq Protein ID
Q9NX14	NM_001135998	Synonym
Q9NX14	NM_019056	Synonym
Q9NX14	ESSS	Uniprot ID
Q9NX14	Np15	Uniprot ID
Q9NX14	NP17.3	Uniprot ID
Q9NX14	Q9NX14	Ensembl Gene ID
P51814	ENSG00000147124	Ensembl Gene ID
P51814	ENSP00000315173	Ensembl Protein ID
P51814	ENSP00000366265	Ensembl Protein ID
P51814	ENSP00000390385	Ensembl Protein ID
P51814	7592	Entrez Gene ID
P51814	ZNF41	Gene Name
P51814	NP_001311069	RefSeq Protein ID
P51814	NP_001311071	RefSeq Protein ID
P51814	NP_001311072	RefSeq Protein ID
P51814	NP_001311073	RefSeq Protein ID
P51814	NP_001311076	RefSeq Protein ID
P51814	NP_001311077	RefSeq Protein ID
P51814	NP_001311079	RefSeq Protein ID
P51814	NP_001311080	RefSeq Protein ID
P51814	NP_001311081	RefSeq Protein ID
P51814	NP_001311082	RefSeq Protein ID
P51814	NP_001311083	RefSeq Protein ID
P51814	NP_001311084	RefSeq Protein ID
P51814	NP_001311085	RefSeq Protein ID
P51814	NP_001311086	RefSeq Protein ID
P51814	NP_009061	RefSeq Protein ID
P51814	NP_700359	RefSeq Protein ID
P51814	NM_001324140	Synonym
P51814	NM_001324142	Synonym
P51814	NM_001324143	Synonym
P51814	NM_001324144	Synonym
P51814	NM_001324147	Synonym
P51814	NM_001324148	Synonym
P51814	NM_001324150	Synonym
P51814	NM_001324151	Synonym
P51814	NM_001324152	Synonym
P51814	NM_001324153	Synonym
P51814	NM_001324154	Synonym
P51814	NM_001324155	Synonym
P51814	NM_001324156	Synonym
P51814	NM_001324157	Synonym
P51814	NM_007130	Synonym
P51814	NM_153380	Synonym
P51814	MGC8941	Uniprot ID
P51814	MRX89	Uniprot ID
P51814	P51814	Ensembl Gene ID
Q5JT25	ENSG00000147127	Ensembl Gene ID
Q5JT25	ENSP00000276066	Ensembl Protein ID
Q5JT25	ENSP00000363597	Ensembl Protein ID
Q5JT25	ENSP00000421643	Ensembl Protein ID
Q5JT25	347517	Entrez Gene ID
Q5JT25	RAB41	Gene Name
Q5JT25	NP_001027898	RefSeq Protein ID
Q5JT25	NP_001350736	RefSeq Protein ID
Q5JT25	NM_001032726	Synonym
Q5JT25	NM_001363807	Synonym
Q5JT25	Q5JT25	Ensembl Gene ID
Q14202	ENSG00000147130	Ensembl Gene ID
Q14202	ENSP00000322845	Ensembl Protein ID
Q14202	ENSP00000363090	Ensembl Protein ID
Q14202	ENSP00000363093	Ensembl Protein ID
Q14202	ENSP00000363094	Ensembl Protein ID
Q14202	ENSP00000363096	Ensembl Protein ID
Q14202	ENSP00000363100	Ensembl Protein ID
Q14202	ENSP00000363110	Ensembl Protein ID
Q14202	9203	Entrez Gene ID
Q14202	ZMYM3	Gene Name
Q14202	NP_001164633	RefSeq Protein ID
Q14202	NP_001164634	RefSeq Protein ID
Q14202	NP_005087	RefSeq Protein ID
Q14202	NP_963893	RefSeq Protein ID
Q14202	NM_001171162	Synonym
Q14202	NM_001171163	Synonym
Q14202	NM_005096	Synonym
Q14202	NM_201599	Synonym
Q14202	DXS6673E	Uniprot ID
Q14202	KIAA0385	Uniprot ID
Q14202	ZNF198L2	Uniprot ID
Q14202	ZNF261	Uniprot ID
Q14202	Q14202	Ensembl Gene ID
P21675	ENSG00000147133	Ensembl Gene ID
P21675	ENSP00000276072	Ensembl Protein ID
P21675	ENSP00000362880	Ensembl Protein ID
P21675	ENSP00000362895	Ensembl Protein ID
P21675	ENSP00000406517	Ensembl Protein ID
P21675	ENSP00000406549	Ensembl Protein ID
P21675	ENSP00000421611	Ensembl Protein ID
P21675	ENSP00000424526	Ensembl Protein ID
P21675	6872	Entrez Gene ID
P21675	TAF1	Gene Name
P21675	NP_001273003	RefSeq Protein ID
P21675	NP_004597	RefSeq Protein ID
P21675	NP_620278	RefSeq Protein ID
P21675	NM_001286074	Synonym
P21675	NM_004606	Synonym
P21675	NM_138923	Synonym
P21675	BA2R	Uniprot ID
P21675	CCG1	Uniprot ID
P21675	CCGS	Uniprot ID
P21675	DYT3	Uniprot ID
P21675	DYT3/TAF1	Uniprot ID
P21675	TAFII250	Uniprot ID
P21675	P21675	Ensembl Gene ID
Q9BXC1	ENSG00000147138	Ensembl Gene ID
Q9BXC1	ENSP00000276077	Ensembl Protein ID
Q9BXC1	ENSP00000494310	Ensembl Protein ID
Q9BXC1	84636	Entrez Gene ID
Q9BXC1	GPR174	Gene Name
Q9BXC1	NP_115942	RefSeq Protein ID
Q9BXC1	NM_032553	Synonym
Q9BXC1	FKSG79	Uniprot ID
Q9BXC1	Q9BXC1	Ensembl Gene ID
Q15233	ENSG00000147140	Ensembl Gene ID
Q15233	ENSP00000276079	Ensembl Protein ID
Q15233	ENSP00000362947	Ensembl Protein ID
Q15233	ENSP00000362963	Ensembl Protein ID
Q15233	ENSP00000406673	Ensembl Protein ID
Q15233	ENSP00000409773	Ensembl Protein ID
Q15233	ENSP00000410299	Ensembl Protein ID
Q15233	ENSP00000413350	Ensembl Protein ID
Q15233	ENSP00000415777	Ensembl Protein ID
Q15233	ENSP00000441364	Ensembl Protein ID
Q15233	4841	Entrez Gene ID
Q15233	NONO	Gene Name
Q15233	NP_001138880	RefSeq Protein ID
Q15233	NP_001138881	RefSeq Protein ID
Q15233	NP_001138882	RefSeq Protein ID
Q15233	NP_031389	RefSeq Protein ID
Q15233	NM_001145408	Synonym
Q15233	NM_001145409	Synonym
Q15233	NM_001145410	Synonym
Q15233	NM_007363	Synonym
Q15233	NMT55	Uniprot ID
Q15233	NRB54	Uniprot ID
Q15233	P54NRB	Uniprot ID
Q15233	PPP1R114	Uniprot ID
Q15233	Q15233	Ensembl Gene ID
Q96HB5	ENSG00000147144	Ensembl Gene ID
Q96HB5	ENSP00000443351	Ensembl Protein ID
Q96HB5	ENSP00000470294	Ensembl Protein ID
Q96HB5	ENSP00000474071	Ensembl Protein ID
Q96HB5	ENSP00000474713	Ensembl Protein ID
Q96HB5	ENSP00000474761	Ensembl Protein ID
Q96HB5	ENSP00000475676	Ensembl Protein ID
Q96HB5	90060	Entrez Gene ID
Q96HB5	CCDC120	Gene Name
Q96HB5	NP_001156793	RefSeq Protein ID
Q96HB5	NP_001156794	RefSeq Protein ID
Q96HB5	NP_001156795	RefSeq Protein ID
Q96HB5	NP_001258764	RefSeq Protein ID
Q96HB5	NP_001258765	RefSeq Protein ID
Q96HB5	NP_296375	RefSeq Protein ID
Q96HB5	NM_001163321	Synonym
Q96HB5	NM_001163322	Synonym
Q96HB5	NM_001163323	Synonym
Q96HB5	NM_001271835	Synonym
Q96HB5	NM_001271836	Synonym
Q96HB5	NM_033626	Synonym
Q96HB5	JM11	Uniprot ID
Q96HB5	Q96HB5	Ensembl Gene ID
Q99677	ENSG00000147145	Ensembl Gene ID
Q99677	ENSP00000408205	Ensembl Protein ID
Q99677	ENSP00000476460	Ensembl Protein ID
Q99677	ENSP00000478261	Ensembl Protein ID
Q99677	2846	Entrez Gene ID
Q99677	LPAR4	Gene Name
Q99677	NP_001264929	RefSeq Protein ID
Q99677	NP_005287	RefSeq Protein ID
Q99677	NM_001278000	Synonym
Q99677	NM_005296	Synonym
Q99677	GPR23	Uniprot ID
Q99677	LPA4	Uniprot ID
Q99677	P2RY9	Uniprot ID
Q99677	P2Y5-LIKE	Uniprot ID
Q99677	P2Y9	Uniprot ID
Q99677	Q99677	Ensembl Gene ID
Q15125	ENSG00000147155	Ensembl Gene ID
Q15125	ENSP00000390031	Ensembl Protein ID
Q15125	ENSP00000405832	Ensembl Protein ID
Q15125	ENSP00000417052	Ensembl Protein ID
Q15125	10682	Entrez Gene ID
Q15125	EBP	Gene Name
Q15125	NP_006570	RefSeq Protein ID
Q15125	NM_006579	Synonym
Q15125	CDPX2	Uniprot ID
Q15125	CHO2	Uniprot ID
Q15125	CPXD	Uniprot ID
Q15125	Q15125	Ensembl Gene ID
Q6E213	ENSG00000147160	Ensembl Gene ID
Q6E213	ENSP00000421172	Ensembl Protein ID
Q6E213	ENSP00000427523	Ensembl Protein ID
Q6E213	158835	Entrez Gene ID
Q6E213	AWAT2	Gene Name
Q6E213	NP_001002254	RefSeq Protein ID
Q6E213	NM_001002254	Synonym
Q6E213	DGAT2L4	Uniprot ID
Q6E213	MFAT	Uniprot ID
Q6E213	Q6E213	Ensembl Gene ID
O15294	ENSG00000147162	Ensembl Gene ID
O15294	ENSP00000362805	Ensembl Protein ID
O15294	ENSP00000362824	Ensembl Protein ID
O15294	ENSP00000399729	Ensembl Protein ID
O15294	8473	Entrez Gene ID
O15294	OGT	Gene Name
O15294	NP_858058	RefSeq Protein ID
O15294	NP_858059	RefSeq Protein ID
O15294	NM_181672	Synonym
O15294	NM_181673	Synonym
O15294	FLJ23071	Uniprot ID
O15294	HRNT1	Uniprot ID
O15294	MGC22921	Uniprot ID
O15294	O-GLCNAC	Uniprot ID
O15294	OGT1	Uniprot ID
O15294	O15294	Ensembl Gene ID
Q9UMY4	ENSG00000147164	Ensembl Gene ID
Q9UMY4	ENSP00000276105	Ensembl Protein ID
Q9UMY4	ENSP00000363392	Ensembl Protein ID
Q9UMY4	ENSP00000481314	Ensembl Protein ID
Q9UMY4	ENSP00000483613	Ensembl Protein ID
Q9UMY4	29934	Entrez Gene ID
Q9UMY4	SNX12	Gene Name
Q9UMY4	NP_001243114	RefSeq Protein ID
Q9UMY4	NP_001243115	RefSeq Protein ID
Q9UMY4	NP_001243116	RefSeq Protein ID
Q9UMY4	NP_001243117	RefSeq Protein ID
Q9UMY4	NP_037478	RefSeq Protein ID
Q9UMY4	NM_001256185	Synonym
Q9UMY4	NM_001256186	Synonym
Q9UMY4	NM_001256187	Synonym
Q9UMY4	NM_001256188	Synonym
Q9UMY4	NM_013346	Synonym
Q9UMY4	Q9UMY4	Ensembl Gene ID
Q9UKP3	ENSG00000147166	Ensembl Gene ID
Q9UKP3	ENSP00000362935	Ensembl Protein ID
Q9UKP3	ENSP00000440289	Ensembl Protein ID
Q9UKP3	26548	Entrez Gene ID
Q9UKP3	ITGB1BP2	Gene Name
Q9UKP3	NP_001290206	RefSeq Protein ID
Q9UKP3	NP_036410	RefSeq Protein ID
Q9UKP3	NM_001303277	Synonym
Q9UKP3	NM_012278	Synonym
Q9UKP3	CHORDC3	Uniprot ID
Q9UKP3	Q9UKP3	Ensembl Gene ID
P31785	ENSG00000147168	Ensembl Gene ID
P31785	ENSP00000363303	Ensembl Protein ID
P31785	ENSP00000363318	Ensembl Protein ID
P31785	ENSP00000388967	Ensembl Protein ID
P31785	ENSP00000421262	Ensembl Protein ID
P31785	ENSP00000423601	Ensembl Protein ID
P31785	ENSP00000425233	Ensembl Protein ID
P31785	3561	Entrez Gene ID
P31785	IL2RG	Gene Name
P31785	NP_000197	RefSeq Protein ID
P31785	NM_000206	Synonym
P31785	CD132	Uniprot ID
P31785	CIDX	Uniprot ID
P31785	IMD4	Uniprot ID
P31785	SCIDX1	Uniprot ID
P31785	P31785	Ensembl Gene ID
Q96QF7	ENSG00000147174	Ensembl Gene ID
Q96QF7	ENSP00000362799	Ensembl Protein ID
Q96QF7	ENSP00000362800	Ensembl Protein ID
Q96QF7	93953	Entrez Gene ID
Q96QF7	GCNA	Gene Name
Q96QF7	NP_443189	RefSeq Protein ID
Q96QF7	NM_052957	Synonym
Q96QF7	ACRC	Uniprot ID
Q96QF7	NAAR1	Uniprot ID
Q96QF7	Q96QF7	Ensembl Gene ID
Q9Y462	ENSG00000147180	Ensembl Gene ID
Q9Y462	ENSP00000276123	Ensembl Protein ID
Q9Y462	ENSP00000353922	Ensembl Protein ID
Q9Y462	ENSP00000362260	Ensembl Protein ID
Q9Y462	ENSP00000502839	Ensembl Protein ID
Q9Y462	7552	Entrez Gene ID
Q9Y462	ZNF711	Gene Name
Q9Y462	NP_001317503	RefSeq Protein ID
Q9Y462	NP_001362360	RefSeq Protein ID
Q9Y462	NP_001362361	RefSeq Protein ID
Q9Y462	NP_001362362	RefSeq Protein ID
Q9Y462	NP_001362363	RefSeq Protein ID
Q9Y462	NP_001362364	RefSeq Protein ID
Q9Y462	NP_001362365	RefSeq Protein ID
Q9Y462	NP_001362366	RefSeq Protein ID
Q9Y462	NP_068838	RefSeq Protein ID
Q9Y462	NM_001330574	Synonym
Q9Y462	NM_001375431	Synonym
Q9Y462	NM_001375432	Synonym
Q9Y462	NM_001375433	Synonym
Q9Y462	NM_001375434	Synonym
Q9Y462	NM_001375435	Synonym
Q9Y462	NM_001375436	Synonym
Q9Y462	NM_001375437	Synonym
Q9Y462	NM_021998	Synonym
Q9Y462	CMPX1	Uniprot ID
Q9Y462	dJ75N13.1	Uniprot ID
Q9Y462	MRX65	Uniprot ID
Q9Y462	MRX97	Uniprot ID
Q9Y462	Zfp711	Uniprot ID
Q9Y462	ZNF4	Uniprot ID
Q9Y462	ZNF5	Uniprot ID
Q9Y462	ZNF6	Uniprot ID
Q9Y462	Q9Y462	Ensembl Gene ID
Q8N123	ENSG00000147183	Ensembl Gene ID
Q8N123	ENSP00000276127	Ensembl Protein ID
Q8N123	ENSP00000362203	Ensembl Protein ID
Q8N123	ENSP00000484986	Ensembl Protein ID
Q8N123	53336	Entrez Gene ID
Q8N123	CPXCR1	Gene Name
Q8N123	NP_001171700	RefSeq Protein ID
Q8N123	NP_149037	RefSeq Protein ID
Q8N123	NM_001184771	Synonym
Q8N123	NM_033048	Synonym
Q8N123	CT77	Uniprot ID
Q8N123	Q8N123	Ensembl Gene ID
O60879	ENSG00000147202	Ensembl Gene ID
O60879	ENSP00000321348	Ensembl Protein ID
O60879	ENSP00000348082	Ensembl Protein ID
O60879	ENSP00000362140	Ensembl Protein ID
O60879	ENSP00000362145	Ensembl Protein ID
O60879	ENSP00000362152	Ensembl Protein ID
O60879	1730	Entrez Gene ID
O60879	DIAPH2	Gene Name
O60879	NP_006720	RefSeq Protein ID
O60879	NP_009293	RefSeq Protein ID
O60879	NM_006729	Synonym
O60879	NM_007309	Synonym
O60879	DIA2	Uniprot ID
O60879	POF2	Uniprot ID
O60879	O60879	Ensembl Gene ID
Q9H4D5	ENSG00000147206	Ensembl Gene ID
Q9H4D5	ENSP00000378504	Ensembl Protein ID
Q9H4D5	ENSP00000404017	Ensembl Protein ID
Q9H4D5	56000	Entrez Gene ID
Q9H4D5	NXF3	Gene Name
Q9H4D5	NP_071335	RefSeq Protein ID
Q9H4D5	NM_022052	Synonym
Q9H4D5	Q9H4D5	Ensembl Gene ID
Q0D2K3	ENSG00000147223	Ensembl Gene ID
Q0D2K3	ENSP00000276173	Ensembl Protein ID
Q0D2K3	ENSP00000400539	Ensembl Protein ID
Q0D2K3	92129	Entrez Gene ID
Q0D2K3	RIPPLY1	Gene Name
Q0D2K3	NP_001165177	RefSeq Protein ID
Q0D2K3	NP_612391	RefSeq Protein ID
Q0D2K3	NM_001171706	Synonym
Q0D2K3	NM_138382	Synonym
Q0D2K3	Q0D2K3	Ensembl Gene ID
P60891	ENSG00000147224	Ensembl Gene ID
P60891	ENSP00000361495	Ensembl Protein ID
P60891	ENSP00000361496	Ensembl Protein ID
P60891	ENSP00000361505	Ensembl Protein ID
P60891	ENSP00000361512	Ensembl Protein ID
P60891	ENSP00000495493	Ensembl Protein ID
P60891	ENSP00000495801	Ensembl Protein ID
P60891	ENSP00000496286	Ensembl Protein ID
P60891	ENSP00000496554	Ensembl Protein ID
P60891	ENSP00000501550	Ensembl Protein ID
P60891	ENSP00000501721	Ensembl Protein ID
P60891	ENSP00000501767	Ensembl Protein ID
P60891	ENSP00000501977	Ensembl Protein ID
P60891	ENSP00000502050	Ensembl Protein ID
P60891	ENSP00000502070	Ensembl Protein ID
P60891	ENSP00000502081	Ensembl Protein ID
P60891	ENSP00000502149	Ensembl Protein ID
P60891	ENSP00000502260	Ensembl Protein ID
P60891	ENSP00000502278	Ensembl Protein ID
P60891	ENSP00000502347	Ensembl Protein ID
P60891	ENSP00000502439	Ensembl Protein ID
P60891	ENSP00000502707	Ensembl Protein ID
P60891	ENSP00000502780	Ensembl Protein ID
P60891	5631	Entrez Gene ID
P60891	PRPS1	Gene Name
P60891	NP_001191331	RefSeq Protein ID
P60891	NP_002755	RefSeq Protein ID
P60891	NM_001204402	Synonym
P60891	NM_002764	Synonym
P60891	CMTX5	Uniprot ID
P60891	DFN2	Uniprot ID
P60891	DFNX1	Uniprot ID
P60891	P60891	Ensembl Gene ID
Q6NSI4	ENSG00000147231	Ensembl Gene ID
Q6NSI4	ENSP00000361623	Ensembl Protein ID
Q6NSI4	ENSP00000361628	Ensembl Protein ID
Q6NSI4	ENSP00000405866	Ensembl Protein ID
Q6NSI4	ENSP00000432238	Ensembl Protein ID
Q6NSI4	55086	Entrez Gene ID
Q6NSI4	RADX	Gene Name
Q6NSI4	NP_001171711	RefSeq Protein ID
Q6NSI4	NP_060485	RefSeq Protein ID
Q6NSI4	NM_001184782	Synonym
Q6NSI4	NM_018015	Synonym
Q6NSI4	CXorf57	Uniprot ID
Q6NSI4	FLJ10178	Uniprot ID
Q6NSI4	FLJ14191	Uniprot ID
Q6NSI4	Q6NSI4	Ensembl Gene ID
Q5JV73	ENSG00000147234	Ensembl Gene ID
Q5JV73	ENSP00000276185	Ensembl Protein ID
Q5JV73	ENSP00000398668	Ensembl Protein ID
Q5JV73	84443	Entrez Gene ID
Q5JV73	FRMPD3	Gene Name
Q5JV73	NP_115804	RefSeq Protein ID
Q5JV73	NM_032428	Synonym
Q5JV73	KIAA1817	Uniprot ID
Q5JV73	RP5-1070B1.1	Uniprot ID
Q5JV73	Q5JV73	Ensembl Gene ID
P28335	ENSG00000147246	Ensembl Gene ID
P28335	ENSP00000276198	Ensembl Protein ID
P28335	ENSP00000361018	Ensembl Protein ID
P28335	ENSP00000361019	Ensembl Protein ID
P28335	3358	Entrez Gene ID
P28335	HTR2C	Gene Name
P28335	NP_000859	RefSeq Protein ID
P28335	NP_001243689	RefSeq Protein ID
P28335	NP_001243690	RefSeq Protein ID
P28335	NM_000868	Synonym
P28335	NM_001256760	Synonym
P28335	NM_001256761	Synonym
P28335	5-HT2C	Uniprot ID
P28335	5HTR2C	Uniprot ID
P28335	HTR1C	Uniprot ID
P28335	P28335	Ensembl Gene ID
Q5JSL3	ENSG00000147251	Ensembl Gene ID
Q5JSL3	ENSP00000276202	Ensembl Protein ID
Q5JSL3	ENSP00000276204	Ensembl Protein ID
Q5JSL3	ENSP00000487829	Ensembl Protein ID
Q5JSL3	ENSP00000488503	Ensembl Protein ID
Q5JSL3	139818	Entrez Gene ID
Q5JSL3	DOCK11	Gene Name
Q5JSL3	NP_653259	RefSeq Protein ID
Q5JSL3	NM_144658	Synonym
Q5JSL3	ACG	Uniprot ID
Q5JSL3	FLJ32122	Uniprot ID
Q5JSL3	FLJ43653	Uniprot ID
Q5JSL3	ZIZ2	Uniprot ID
Q5JSL3	Q5JSL3	Ensembl Gene ID
Q8N6C5	ENSG00000147255	Ensembl Gene ID
Q8N6C5	ENSP00000355010	Ensembl Protein ID
Q8N6C5	ENSP00000359937	Ensembl Protein ID
Q8N6C5	ENSP00000359938	Ensembl Protein ID
Q8N6C5	ENSP00000359940	Ensembl Protein ID
Q8N6C5	ENSP00000359941	Ensembl Protein ID
Q8N6C5	ENSP00000359947	Ensembl Protein ID
Q8N6C5	ENSP00000498518	Ensembl Protein ID
Q8N6C5	ENSP00000498530	Ensembl Protein ID
Q8N6C5	ENSP00000498607	Ensembl Protein ID
Q8N6C5	ENSP00000498744	Ensembl Protein ID
Q8N6C5	ENSP00000498789	Ensembl Protein ID
Q8N6C5	3547	Entrez Gene ID
Q8N6C5	IGSF1	Gene Name
Q8N6C5	NP_001164432	RefSeq Protein ID
Q8N6C5	NP_001164433	RefSeq Protein ID
Q8N6C5	NP_001164434	RefSeq Protein ID
Q8N6C5	NP_001546	RefSeq Protein ID
Q8N6C5	NP_991402	RefSeq Protein ID
Q8N6C5	NM_001170961	Synonym
Q8N6C5	NM_001170962	Synonym
Q8N6C5	NM_001170963	Synonym
Q8N6C5	NM_001555	Synonym
Q8N6C5	NM_205833	Synonym
Q8N6C5	IGCD1	Uniprot ID
Q8N6C5	IGDC1	Uniprot ID
Q8N6C5	INHBP	Uniprot ID
Q8N6C5	KIAA0364	Uniprot ID
Q8N6C5	MGC75490	Uniprot ID
Q8N6C5	PGSF2	Uniprot ID
Q8N6C5	Q8N6C5	Ensembl Gene ID
Q6ZRI8	ENSG00000147256	Ensembl Gene ID
Q6ZRI8	ENSP00000276211	Ensembl Protein ID
Q6ZRI8	ENSP00000359959	Ensembl Protein ID
Q6ZRI8	ENSP00000359960	Ensembl Protein ID
Q6ZRI8	ENSP00000408515	Ensembl Protein ID
Q6ZRI8	ENSP00000409218	Ensembl Protein ID
Q6ZRI8	ENSP00000492307	Ensembl Protein ID
Q6ZRI8	158763	Entrez Gene ID
Q6ZRI8	ARHGAP36	Gene Name
Q6ZRI8	NP_001269536	RefSeq Protein ID
Q6ZRI8	NP_001317580	RefSeq Protein ID
Q6ZRI8	NP_659404	RefSeq Protein ID
Q6ZRI8	NM_001282607	Synonym
Q6ZRI8	NM_001330651	Synonym
Q6ZRI8	NM_144967	Synonym
Q6ZRI8	FLJ30058	Uniprot ID
Q6ZRI8	Q6ZRI8	Ensembl Gene ID
P51654	ENSG00000147257	Ensembl Gene ID
P51654	ENSP00000359854	Ensembl Protein ID
P51654	ENSP00000377836	Ensembl Protein ID
P51654	ENSP00000385307	Ensembl Protein ID
P51654	ENSP00000486325	Ensembl Protein ID
P51654	2719	Entrez Gene ID
P51654	GPC3	Gene Name
P51654	NP_001158089	RefSeq Protein ID
P51654	NP_001158090	RefSeq Protein ID
P51654	NP_001158091	RefSeq Protein ID
P51654	NP_004475	RefSeq Protein ID
P51654	NM_001164617	Synonym
P51654	NM_001164618	Synonym
P51654	NM_001164619	Synonym
P51654	NM_004484	Synonym
P51654	DGSX	Uniprot ID
P51654	OCI-5	Uniprot ID
P51654	SDYS	Uniprot ID
P51654	SGB	Uniprot ID
P51654	SGBS	Uniprot ID
P51654	SGBS1	Uniprot ID
P51654	P51654	Ensembl Gene ID
Q8TDV5	ENSG00000147262	Ensembl Gene ID
Q8TDV5	ENSP00000276218	Ensembl Protein ID
Q8TDV5	139760	Entrez Gene ID
Q8TDV5	GPR119	Gene Name
Q8TDV5	NP_848566	RefSeq Protein ID
Q8TDV5	NM_178471	Synonym
Q8TDV5	GPCR2	Uniprot ID
Q8TDV5	hGPCR2	Uniprot ID
Q8TDV5	Q8TDV5	Ensembl Gene ID
P38159	ENSG00000147274	Ensembl Gene ID
P38159	ENSP00000359645	Ensembl Protein ID
P38159	ENSP00000405117	Ensembl Protein ID
P38159	ENSP00000411989	Ensembl Protein ID
P38159	ENSP00000454777	Ensembl Protein ID
P38159	ENSP00000456048	Ensembl Protein ID
P38159	ENSP00000457051	Ensembl Protein ID
P38159	ENSP00000457691	Ensembl Protein ID
P38159	ENSP00000457866	Ensembl Protein ID
P38159	27316	Entrez Gene ID
P38159	RBMX	Gene Name
P38159	NP_001158275	RefSeq Protein ID
P38159	NP_002130	RefSeq Protein ID
P38159	NM_001164803	Synonym
P38159	NM_002139	Synonym
P38159	hnRNP-G	Uniprot ID
P38159	HNRNPG	Uniprot ID
P38159	RNMX	Uniprot ID
P38159	P38159	Ensembl Gene ID
Q8NEM0	ENSG00000147316	Ensembl Gene ID
Q8NEM0	ENSG00000285262	Ensembl Gene ID
Q8NEM0	ENSP00000342924	Ensembl Protein ID
Q8NEM0	ENSP00000430768	Ensembl Protein ID
Q8NEM0	ENSP00000430962	Ensembl Protein ID
Q8NEM0	ENSP00000493874	Ensembl Protein ID
Q8NEM0	ENSP00000494584	Ensembl Protein ID
Q8NEM0	ENSP00000496505	Ensembl Protein ID
Q8NEM0	79648	Entrez Gene ID
Q8NEM0	MCPH1	Gene Name
Q8NEM0	NP_001166045	RefSeq Protein ID
Q8NEM0	NP_001166046	RefSeq Protein ID
Q8NEM0	NP_001308971	RefSeq Protein ID
Q8NEM0	NP_001308972	RefSeq Protein ID
Q8NEM0	NP_001308974	RefSeq Protein ID
Q8NEM0	NP_001350908	RefSeq Protein ID
Q8NEM0	NP_001350909	RefSeq Protein ID
Q8NEM0	NP_078872	RefSeq Protein ID
Q8NEM0	NM_001172574	Synonym
Q8NEM0	NM_001172575	Synonym
Q8NEM0	NM_001322042	Synonym
Q8NEM0	NM_001322043	Synonym
Q8NEM0	NM_001322045	Synonym
Q8NEM0	NM_001363979	Synonym
Q8NEM0	NM_001363980	Synonym
Q8NEM0	NM_024596	Synonym
Q8NEM0	BRIT1	Uniprot ID
Q8NEM0	FLJ12847	Uniprot ID
Q8NEM0	Q8NEM0	Ensembl Gene ID
Q9Y4C4	ENSG00000147324	Ensembl Gene ID
Q9Y4C4	ENSG00000285022	Ensembl Gene ID
Q9Y4C4	ENSP00000276282	Ensembl Protein ID
Q9Y4C4	ENSP00000493730	Ensembl Protein ID
Q9Y4C4	ENSP00000495990	Ensembl Protein ID
Q9Y4C4	9258	Entrez Gene ID
Q9Y4C4	MFHAS1	Gene Name
Q9Y4C4	NP_004216	RefSeq Protein ID
Q9Y4C4	NM_004225	Synonym
Q9Y4C4	LRRC65	Uniprot ID
Q9Y4C4	MASL1	Uniprot ID
Q9Y4C4	ROCO4	Uniprot ID
Q9Y4C4	Q9Y4C4	Ensembl Gene ID
Q8TCJ0	ENSG00000147364	Ensembl Gene ID
Q8TCJ0	ENSP00000276326	Ensembl Protein ID
Q8TCJ0	ENSP00000341345	Ensembl Protein ID
Q8TCJ0	ENSP00000342077	Ensembl Protein ID
Q8TCJ0	ENSP00000372274	Ensembl Protein ID
Q8TCJ0	ENSP00000428872	Ensembl Protein ID
Q8TCJ0	ENSP00000430191	Ensembl Protein ID
Q8TCJ0	26260	Entrez Gene ID
Q8TCJ0	FBXO25	Gene Name
Q8TCJ0	NP_036305	RefSeq Protein ID
Q8TCJ0	NP_904356	RefSeq Protein ID
Q8TCJ0	NP_904357	RefSeq Protein ID
Q8TCJ0	NM_012173	Synonym
Q8TCJ0	NM_183420	Synonym
Q8TCJ0	NM_183421	Synonym
Q8TCJ0	FBX25	Uniprot ID
Q8TCJ0	Q8TCJ0	Ensembl Gene ID
Q969F0	ENSG00000147378	Ensembl Gene ID
Q969F0	ENSP00000359375	Ensembl Protein ID
Q969F0	ENSP00000400493	Ensembl Protein ID
Q969F0	89885	Entrez Gene ID
Q969F0	FATE1	Gene Name
Q969F0	NP_149076	RefSeq Protein ID
Q969F0	NM_033085	Synonym
Q969F0	CT43	Uniprot ID
Q969F0	FATE	Uniprot ID
Q969F0	Q969F0	Ensembl Gene ID
P43358	ENSG00000147381	Ensembl Gene ID
P43358	ENSP00000276344	Ensembl Protein ID
P43358	ENSP00000353379	Ensembl Protein ID
P43358	ENSP00000359360	Ensembl Protein ID
P43358	ENSP00000359365	Ensembl Protein ID
P43358	ENSP00000377497	Ensembl Protein ID
P43358	ENSP00000377498	Ensembl Protein ID
