Gene_A	Gene_B	Weight
Q70EL2	P62072	9.4E-3
O43324	P62072	7.3E-3
Q92979	P62072	9.1E-3
O60220	P62072	1E-2
O15235	P62072	9.9E-3
P33316	P62072	1.2E-2
Q9Y244	P62072	1.1E-2
Q99884	P27352	8.2E-3
O43897	P27352	1.5E-2
Q53S99	P27352	1.2E-2
Q9HBY0	P27352	1.3E-2
Q02962	P27352	1.2E-2
Q9BZV3	P27352	9.9E-3
P46059	P27352	1.5E-2
Q9Y6L7	P27352	1.4E-2
Q99218	P27352	1.5E-2
Q9H3Y0	P27352	6.3E-3
Q9Y264	P27352	1E-2
P30968	P27352	1.7E-2
P10767	P27352	1.1E-2
Q6UY01	P27352	1.6E-2
Q9UJ71	P27352	9.3E-3
P56696	P27352	7.2E-3
Q9BX84	P27352	1.3E-2
P36575	P27352	1.1E-2
Q9HD90	P27352	1.3E-2
Q9Y662	P27352	1.2E-2
P15863	P27352	9.4E-3
O76013	P27352	9.6E-3
Q9NQA5	P27352	1.8E-2
Q9HAV5	P27352	1.5E-2
P57773	P27352	7.9E-3
Q9NT99	P27352	1.2E-2
Q9BXU7	P27352	1.6E-2
P42768	Q14147	1E-2
Q9NZQ8	Q14147	1.3E-2
Q9HCN6	Q14147	1E-2
P32247	Q14147	8.4E-3
P81133	Q14147	1E-2
Q9UHM6	Q14147	9.9E-3
Q8IZX4	Q14147	2.2E-2
P41146	Q14147	8.5E-3
O60542	Q14147	9.2E-3
O14792	P35414	1.1E-2
Q9Y2Y6	P35414	5.3E-3
O43623	P35414	1.6E-2
Q14055	P35414	1.3E-2
P21583	P35414	1.5E-2
Q8TDD5	P35414	5.6E-3
Q9NQX0	P35414	4.4E-3
Q9H1J5	P35414	1.2E-2
O15520	P35414	1.2E-2
Q9Y680	P35414	6E-3
Q9UJV3	P35414	1.2E-2
Q14993	P35414	1E-2
Q14112	P35414	4.1E-3
Q9P2N2	P35414	1.5E-2
P15085	P35414	1.2E-2
O15123	P35414	1.2E-2
Q13145	P35414	9.2E-3
Q9UNN8	P35414	1.5E-2
Q12946	P35414	8E-3
Q9BUA6	P35414	1.3E-2
P17509	P35414	7.1E-3
O14745	P35414	4.3E-3
A1E959	P35414	1.3E-2
O00534	P35414	1.5E-2
Q92185	P35414	5.9E-3
P09486	P35414	3.5E-3
O96004	P35414	4.8E-3
P42702	P35414	6.6E-3
P02751	P35414	9.2E-3
Q9P2F8	P35414	4.5E-3
P49798	P35414	1.1E-2
Q9UM63	P35414	9.8E-3
P17481	P35414	8.1E-3
P09067	P35414	4.4E-3
Q02763	P35414	5.5E-3
O15198	P35414	1.1E-2
Q9H4G4	P35414	1.1E-2
Q9NYM4	P35414	1.6E-2
O95863	P35414	1.2E-2
Q96T54	P35414	1.2E-2
Q8TEW6	P35414	4.4E-3
P12644	P35414	6.6E-3
O14921	P35414	1.1E-2
P35968	P35414	7.3E-3
Q99259	P35414	1.2E-2
P13611	O95864	1.1E-2
Q9NRA0	O95864	1.7E-2
Q15777	O95864	1.7E-2
Q92859	O95864	8.6E-3
Q16658	O95864	1.3E-2
Q9NP95	O95864	1.5E-2
O43921	O95864	1.7E-2
Q9NST1	O95864	1.8E-2
Q14894	O95864	1.6E-2
Q9BSW7	O95864	1.7E-2
P50548	O95864	1.5E-2
Q9NZW5	O95864	1.3E-2
Q01581	O95864	1.6E-2
P04035	O95864	2E-2
Q9Y546	O95864	6.5E-3
Q9GZV9	O95864	1.6E-2
Q92626	O95864	8.3E-3
P35580	O95864	1.5E-2
Q9HBH7	O95864	1.7E-2
Q9UNX3	P61165	1.7E-2
Q07020	P61165	1.2E-2
Q02878	P61165	1.1E-2
P05388	P61165	1.1E-2
P62269	P61165	1.1E-2
P62877	P61165	9.1E-3
Q9UNZ5	P61165	1.2E-2
P62249	P61165	1.1E-2
P39019	P61165	1.5E-2
Q02543	P61165	1.7E-2
P35244	P61165	8.7E-3
P24534	P61165	1.1E-2
P62841	P61165	1.2E-2
Q9UGM6	P61165	1.5E-2
P46783	P61165	1.1E-2
P62316	P61165	9E-3
Q9NP97	P61165	1.3E-2
Q9BV99	P61165	1.6E-2
Q6ZVN7	P61165	6.9E-3
Q15843	P61165	1.9E-2
Q9UK45	P61165	8E-3
Q9Y4Z0	P61165	7.2E-3
P61353	P61165	9.5E-3
P02788	P20061	1.6E-2
Q8TE73	P20061	1.6E-2
P29508	P20061	1.6E-2
P54707	P20061	1.8E-2
Q14802	P20061	1.3E-2
Q8TF21	P20061	1.6E-2
Q14508	P20061	1.8E-2
Q6UXY8	P20061	1.5E-2
Q13938	P20061	1.1E-2
O95994	P20061	1.5E-2
P09919	P20061	1.4E-2
Q16378	P20061	1.6E-2
O75841	P20061	1.6E-2
Q9HC84	P20061	1.7E-2
P49788	P20061	1.3E-2
P03973	P20061	1.8E-2
Q8TDL5	P20061	1.6E-2
P02808	P20061	1.6E-2
Q8IZW8	P20061	1.7E-2
Q8TAV4	P20061	1.1E-2
Q14847	Q9P296	1E-2
Q9BZF2	Q9P296	5.8E-3
Q3KR16	Q9P296	8.6E-3
P51797	Q9P296	9.9E-3
P35916	Q9P296	9E-3
Q8NFU1	Q9P296	8.3E-3
Q9H161	Q9P296	8.1E-3
P81277	Q9P296	5.8E-3
Q15772	Q9P296	1E-2
Q9UF02	Q9P296	9.7E-3
P78314	Q9P296	8.6E-3
Q9Y6U7	Q9P296	1E-2
Q9Y3L3	Q9P296	5.7E-3
P32927	Q9P296	4.4E-3
Q9H4Z3	Q9P296	3.5E-3
P0C0E4	Q9P296	8.4E-3
Q9H0I3	Q9P296	9.9E-3
O94778	Q9P296	9.3E-3
Q6NT52	Q9P296	8.2E-3
Q9Y463	Q9P296	6E-3
Q9H8S5	Q9P296	5.9E-3
Q08493	Q9P296	1E-2
P78424	Q9P296	8.6E-3
Q5JUK3	Q9P296	6.8E-3
Q13905	Q9P296	8.9E-3
P01298	Q9P296	7E-3
Q99954	Q9P296	6.5E-3
Q5SRR4	Q9P296	4.1E-3
Q9BZJ6	Q9P296	6.3E-3
Q8TF71	Q9P296	9.4E-3
Q9UGF6	Q9P296	7.6E-3
Q92552	Q9P296	9.8E-3
Q9HC10	Q9P296	7.6E-3
Q9H8M1	Q9P296	9.8E-3
P41143	Q9P296	8.7E-3
Q14814	Q9P296	8.7E-3
P41162	Q9P296	5.4E-3
O00270	Q9P296	4.8E-3
O43613	Q9P296	6.1E-3
Q92847	Q9P296	6E-3
Q9P0M4	Q9P296	9E-3
P58173	Q9P296	8.5E-3
Q9H6K4	Q9P296	9.5E-3
Q9Y5R2	Q9P296	8.5E-3
O14842	Q9P296	4.1E-3
Q9NYW4	Q9P296	7.5E-3
Q5T4S7	Q9P296	8.6E-3
Q16613	Q9P296	5.9E-3
P51805	Q9P296	5.8E-3
Q8WXD0	Q9P296	8.4E-3
Q08AE8	Q9P296	1E-2
Q9NP79	Q9HC07	2.7E-2
P45984	Q9HC07	1.2E-2
P82673	Q9HC07	1.3E-2
Q15172	Q9HC07	1.8E-2
Q7Z478	Q9HC07	1.2E-2
O60884	Q9HC07	1.3E-2
P37268	Q9HC07	1.5E-2
O75844	Q9HC07	1.2E-2
Q9UBS4	Q9HC07	1.2E-2
Q9NTX5	Q9HC07	2.3E-2
Q15437	Q9HC07	9.4E-3
P98179	Q9HC07	1.8E-2
P83111	Q9HC07	1.9E-2
Q15382	Q9HC07	1.3E-2
Q9Y6Y8	Q9HC07	8.1E-3
P07737	Q9HC07	1.6E-2
Q9NYH9	Q9HC07	5.1E-3
O00330	Q9HC07	1.5E-2
Q9H4A6	Q9HC07	1.5E-2
P67775	Q9HC07	1.1E-2
P61158	Q9HC07	1.7E-2
O14530	Q9HC07	8.6E-3
O95881	Q9HC07	8.5E-3
Q9H553	Q9HC07	7.6E-3
Q9UID6	Q9HC07	8.7E-3
Q9Y2R9	Q9HC07	7.2E-3
P27824	Q9HC07	2.5E-2
O75431	Q9HC07	8.2E-3
Q01518	Q9HC07	9.8E-3
Q12849	Q9HC07	8.6E-3
Q15326	O15516	1.7E-2
Q9NQV5	O15516	1.3E-2
Q13618	O15516	1.6E-2
P36508	O15516	7.7E-3
B2RTY4	O15516	5.2E-3
Q14642	O15516	1.2E-2
Q6V1X1	O15516	6.5E-3
Q9UJT0	O15516	1.1E-2
Q68DQ2	O15516	1.5E-2
Q9Y6P5	O15516	1.3E-2
Q5VWQ0	O15516	7E-3
Q8WXW3	O15516	1E-2
Q9NQC7	O15516	1.4E-2
Q15788	O15516	8.6E-3
P42566	O15516	1.2E-2
Q9NW64	O15516	1.2E-2
O94842	O15516	7.5E-3
O75140	O15516	7.8E-3
P35813	O15516	1.7E-2
Q6UB98	O15516	1.6E-2
O43325	O15516	9.2E-3
Q13188	O15516	1E-2
P16298	O15516	1.1E-2
P57775	O15516	1.2E-2
Q9UQ13	O15516	9.2E-3
Q9P270	O15516	1.8E-2
Q8WVD5	O15516	1.5E-2
O60519	O15516	1.3E-2
Q9NVR7	O15516	8.6E-3
O94829	O15516	8E-3
Q08AD1	O15516	1E-2
Q92576	O15516	4.6E-3
Q9UKA1	O15516	1E-2
O43524	O15516	1.1E-2
Q6UW02	O15516	1.6E-2
Q9H7Z3	O15516	1.5E-2
Q9H8K7	O15516	7.3E-3
Q7Z3B3	O15516	9.2E-3
Q7Z2T5	O15516	1.3E-2
Q9Y3C5	O15516	9.2E-3
P63096	O15516	1.3E-2
Q6PCB7	O15516	1.2E-2
Q9UJW0	O15516	7.2E-3
P50221	P16234	1.4E-2
Q86Y22	P16234	8.8E-3
Q8TDD5	P16234	7.1E-3
Q9NQX0	P16234	5.6E-3
Q9H1J5	P16234	1.4E-2
O15520	P16234	1.6E-2
O75051	P16234	1.5E-2
Q9Y680	P16234	8.2E-3
Q14993	P16234	1.4E-2
Q14112	P16234	5E-3
P15085	P16234	1.7E-2
O15123	P16234	1.7E-2
Q12946	P16234	1.1E-2
P17509	P16234	8.6E-3
Q9ULW2	P16234	1.4E-2
Q92185	P16234	7.7E-3
P22003	P16234	1.4E-2
P09486	P16234	4.4E-3
O96004	P16234	5.6E-3
P41221	P16234	9.9E-3
P54821	P16234	1.7E-2
P41220	P16234	1.6E-2
Q9P2F8	P16234	5.3E-3
P49798	P16234	1.5E-2
Q9UM63	P16234	1.3E-2
Q5T4F7	P16234	1.6E-2
P09067	P16234	5.5E-3
Q02763	P16234	6.7E-3
O15198	P16234	1.6E-2
Q63HK5	P16234	8.8E-3
Q9Y2G1	P16234	6.2E-3
P12644	P16234	7.8E-3
Q9BWX5	P16234	8.9E-3
P35414	P16234	1.1E-2
Q9NR20	Q9BVM4	1.2E-2
Q9NVE5	Q9BVM4	1.1E-2
Q14442	Q9BVM4	1.4E-2
O43325	Q9BVM4	1.6E-2
Q9NP86	Q9BVM4	1.7E-2
P51148	Q9BVM4	1.5E-2
Q53HC0	Q9BVM4	1.1E-2
Q9Y3C0	Q9BVM4	9.9E-3
Q9BSE4	Q9BVM4	7.5E-3
Q12893	Q9BVM4	1.2E-2
O96011	Q9BVM4	1.4E-2
P11117	Q9BVM4	1.4E-2
O75954	P08572	2.1E-2
Q96PE1	P08572	1.2E-2
P35590	P08572	1.5E-2
Q03167	P08572	1.1E-2
Q9NZU5	P08572	1.9E-2
O75051	P08572	1.5E-2
Q9NWQ8	P08572	1.8E-2
P24347	P08572	2.2E-2
P55058	P08572	1.8E-2
P17948	P08572	2E-2
P09544	P08572	1.9E-2
P02452	P08572	1.2E-2
P09486	P08572	4.8E-3
Q9P2F8	P08572	5.4E-3
Q9UM63	P08572	1.4E-2
O43680	P08572	1.7E-2
Q02763	P08572	7.4E-3
P61952	P08572	2E-2
P20908	P08572	8.1E-3
P61371	P78369	1.5E-2
Q15311	P78369	1.7E-2
P12830	P78369	1.3E-2
Q16651	P78369	1.5E-2
Q9P243	P78369	1.7E-2
Q15012	P78369	1.2E-2
Q92754	P78369	1.6E-2
Q9HA82	P78369	1.5E-2
P15311	P78369	1.8E-2
Q9NR99	P78369	1E-2
Q9HBG4	P78369	1.6E-2
Q9NS00	P78369	1.7E-2
Q8NEV8	P78369	1.3E-2
Q9P0L2	P78369	1.5E-2
Q969K7	P78369	1.7E-2
P51151	P78369	1.8E-2
Q9BQI0	P78369	2.1E-2
Q86XH1	P78369	2.4E-2
P57735	P78369	1.4E-2
Q8NI35	P78369	2E-2
Q8IVW4	Q86YF9	4.8E-3
Q8TDW4	Q86YF9	7E-3
Q9UNK9	Q86YF9	5.1E-3
Q53GL0	Q86YF9	1E-2
Q15785	Q86YF9	5.7E-3
Q9NYF5	Q86YF9	1.2E-2
Q13099	Q86YF9	4.3E-3
Q9NUD9	Q86YF9	4.2E-3
Q15506	Q86YF9	4.8E-3
Q15035	Q86YF9	1.1E-2
P19784	Q86YF9	4.5E-3
O43432	Q86YF9	1.2E-2
Q9Y2M5	Q86YF9	1E-2
Q9BXJ4	Q86YF9	1.1E-2
Q8NDL9	Q86YF9	1.2E-2
Q9NVV0	Q86YF9	1.1E-2
Q03060	Q86YF9	1.2E-2
Q8N5Z5	Q86YF9	9.4E-3
P46060	Q86YF9	6.3E-3
Q8NEL9	Q86YF9	1.2E-2
Q9BW62	Q86YF9	1.2E-2
O75541	Q86YF9	4.4E-3
Q9BYV8	Q86YF9	1.3E-2
Q9UKJ5	Q86YF9	6.9E-3
Q9NPB0	Q86YF9	8E-3
Q8NE79	Q86YF9	1E-2
Q9NVR7	Q86YF9	6.1E-3
Q9NWW7	Q86YF9	3.5E-3
Q92569	Q86YF9	1.1E-2
Q7Z7A1	Q86YF9	7.2E-3
Q8IX21	Q86YF9	1.1E-2
Q8NHQ8	Q86YF9	1.1E-2
Q86XZ4	Q86YF9	5.2E-3
P32298	Q86YF9	4.9E-3
Q8WVS4	Q86YF9	4.6E-3
Q92503	Q86YF9	1.1E-2
Q5T6L9	Q86YF9	4.3E-3
Q5JVS0	Q86YF9	5.7E-3
Q7Z5Q5	Q86YF9	1.2E-2
Q9BTP7	Q86YF9	1.1E-2
Q13131	Q86YF9	4.8E-3
P35711	Q86YF9	1.1E-2
O14641	Q8NBM4	6.6E-3
P46019	Q8NBM4	1.4E-2
Q9UI12	Q8NBM4	1.3E-2
Q14562	Q8NBM4	5.5E-3
P11940	Q8NBM4	1.2E-2
Q99816	Q8NBM4	6.1E-3
Q9BRR8	Q8NBM4	1.2E-2
Q13409	Q8NBM4	4.8E-3
Q96RQ3	Q8NBM4	1.5E-2
Q32NB8	Q8NBM4	1.8E-2
Q5JWF2	Q8NBM4	1.6E-2
Q9UKY7	Q8NBM4	1.6E-2
Q15750	Q8NBM4	7.5E-3
Q9UKK3	Q8NBM4	1.5E-2
Q15650	Q8NBM4	5E-3
Q9UJT1	Q8NBM4	9.9E-3
Q15723	Q8NBM4	1.1E-2
P49590	Q8NBM4	8E-3
Q9P0T7	Q8NBM4	1E-2
Q14696	Q8NBM4	5.8E-3
Q6NUS6	Q8NBM4	8.9E-3
O75570	Q8NBM4	1.7E-2
Q9Y5V0	Q8NBM4	1.5E-2
Q8WXF1	Q8NBM4	1.9E-2
Q7Z6E9	Q8NBM4	1.7E-2
Q99805	Q8NBM4	7.4E-3
Q8TF68	Q8NBM4	3.9E-3
Q9HAB8	Q8NBM4	1.5E-2
P51398	Q8NBM4	8.6E-3
Q8WYA6	Q8NBM4	6.6E-3
Q5W0Q7	Q8NBM4	4.8E-3
Q9NQ29	Q9NWB6	1.2E-2
Q8IX12	Q9NWB6	9.3E-3
Q86WP2	Q9NWB6	8.5E-3
Q9NTI5	Q9NWB6	2.4E-2
Q14587	Q9NWB6	8.7E-3
P31942	Q9NWB6	1.6E-2
ENSG00000100201	Q9NWB6	2.4E-2
Q9H307	Q9NWB6	1.2E-2
Q86YT6	Q9NWB6	1.6E-2
O43719	Q9NWB6	1.5E-2
Q5VWX1	Q9NWB6	2.1E-2
Q9GZR1	Q9NWB6	1.5E-2
Q96BP3	Q9NWB6	7E-3
O75830	Q9NWB6	1.5E-2
O00512	Q9NWB6	1.4E-2
Q14257	Q9NWB6	9.6E-3
ENSG00000288475	Q9NWB6	7.2E-3
Q13563	Q9NWB6	2.1E-2
O14678	Q9NWB6	1.2E-2
Q9ULI0	Q9NWB6	1.1E-2
Q8WVZ9	Q9NWB6	1.8E-2
Q9UBW7	Q9NWB6	2.3E-2
Q9ULJ1	Q9NWB6	2.5E-2
Q9NUP7	Q9NWB6	2.4E-2
Q9NQZ6	Q9NWB6	8.9E-3
Q8TF01	Q9NWB6	2.4E-2
P49336	Q9NWB6	8.4E-3
O00287	Q9NWB6	1.5E-2
Q8TBM7	Q9NWB6	1.2E-2
Q53FZ2	Q86UB2	4.6E-3
Q9UKG9	Q86UB2	9.3E-3
Q92887	Q86UB2	6.7E-3
Q9BV20	Q86UB2	9.3E-3
P07686	Q86UB2	8.5E-3
Q99985	Q86UB2	8.4E-3
Q8WUT9	Q86UB2	9.5E-3
Q6UVY6	Q86UB2	5.6E-3
Q02809	Q86UB2	4.7E-3
Q12986	Q86UB2	4E-3
Q7Z434	Q86UB2	1.1E-2
Q8N653	Q86UB2	3.6E-3
Q969S8	Q86UB2	1.2E-2
P30305	Q86UB2	3.6E-3
Q04671	Q86UB2	3.8E-3
P38117	Q86UB2	8.1E-3
A4D1P6	Q86UB2	5.6E-3
P08581	Q86UB2	1.1E-2
Q8TCY9	Q86UB2	5.7E-3
Q9BVC6	Q86UB2	6.5E-3
O00170	Q86UB2	4.5E-3
Q7Z5Y7	Q86UB2	4.5E-3
P51649	Q86UB2	1.1E-2
Q9Y233	Q86UB2	1.2E-2
Q13423	Q86UB2	8.6E-3
P04150	Q86UB2	1.1E-2
Q04446	Q86UB2	8.8E-3
P35270	Q86UB2	6.1E-3
P47712	Q86UB2	3.4E-3
Q86VD9	Q86UB2	7E-3
O95302	Q86UB2	5.3E-3
Q8WUY1	Q86UB2	4.5E-3
Q99956	Q86UB2	8.8E-3
O75116	Q86UB2	9.9E-3
O75592	P28715	1.9E-2
Q9BY42	P28715	1.7E-2
Q9UKA4	P28715	1.2E-2
Q15836	P28715	1.2E-2
Q9Y2G3	P28715	1.7E-2
Q8WUI4	P28715	1.7E-2
Q92521	P28715	1.3E-2
Q12968	P28715	1.5E-2
Q9Y2L1	P28715	1.7E-2
Q96RQ1	P28715	1.8E-2
Q9BSI4	P28715	1.1E-2
Q13043	P28715	1.7E-2
Q9UKK3	P28715	1.8E-2
Q7L1V2	P28715	1.5E-2
Q12846	P28715	8.8E-3
Q8NBN3	P28715	1.9E-2
P29692	P28715	1.7E-2
Q9NVR2	P28715	1.1E-2
P58546	P28715	1.8E-2
O00623	P28715	6.2E-3
Q9NVK5	P28715	1.7E-2
Q9UK97	P28715	1.9E-2
Q01151	P28715	1.6E-2
Q96RT1	P28715	8.5E-3
Q96J42	P28715	1.1E-2
Q9BXS4	P28715	1.7E-2
Q9Y2B1	P28715	9.6E-3
Q5T1M5	P28715	6.9E-3
Q06136	P28715	1.6E-2
Q6ULP2	P28715	1.3E-2
Q0GE19	P28715	1.5E-2
P32519	P28715	1.3E-2
Q9Y673	P28715	1.6E-2
P42336	P28715	8.3E-3
ENSG00000122034	P28715	1.4E-2
Q8TB96	P28715	6.2E-3
O43159	P28715	9.7E-3
Q9Y6B7	P28715	8.6E-3
Q8NFZ0	P28715	7.1E-3
Q16526	P29144	8.2E-3
Q9H040	P29144	1.2E-2
Q8N806	P29144	1.3E-2
P62380	P29144	4.7E-3
Q9H6S0	P29144	1.4E-2
P12270	P29144	9.4E-3
Q9UHI6	P29144	4.4E-3
O00139	P29144	3.1E-3
Q5HYJ3	P29144	1.4E-2
P55197	P29144	1.3E-2
Q96RL1	P29144	5.5E-3
Q96IK5	P29144	8.4E-3
O15269	P29144	1.3E-2
Q99675	P29144	5.9E-3
Q13573	P29144	2.9E-3
Q6PJT7	P29144	5.6E-3
Q96RV3	P29144	4.1E-3
A6NHR9	P29144	1.2E-2
Q8TAP6	P29144	4.3E-3
O00505	P29144	9.7E-3
Q9UL03	P29144	1.4E-2
P57768	P29144	1.2E-2
Q9Y657	P29144	1.3E-2
Q7Z333	P29144	1.3E-2
Q13617	P29144	5E-3
Q15723	P29144	8.2E-3
P52948	P29144	1.3E-2
P35790	P29144	1.3E-2
P32780	P29144	8.5E-3
P20226	P29144	3.5E-3
Q96SW2	P29144	7.1E-3
Q8TAF3	P29144	4.8E-3
P51957	P29144	4.6E-3
Q15435	P29144	3.8E-3
Q13416	P29144	4.3E-3
P14735	P29144	1.4E-2
O75570	P29144	1.2E-2
Q7Z2T5	P29144	9.5E-3
Q8TC07	P29144	1.1E-2
Q9UJ78	P29144	1.4E-2
Q9UHC7	P29144	7.9E-3
Q9UKR5	P29144	1.2E-2
Q9BV44	P29144	5.6E-3
Q14181	Q6UW63	1.2E-2
Q96EA4	Q6UW63	1.1E-2
Q8IX12	Q6UW63	9.6E-3
Q9Y6A4	Q6UW63	9.8E-3
P40692	Q6UW63	1.2E-2
Q9Y3D8	Q6UW63	9.8E-3
Q9UBS4	Q6UW63	1.1E-2
Q9NTX5	Q6UW63	2.3E-2
P28074	Q6UW63	1E-2
Q9Y619	Q6UW63	2.3E-2
O75822	Q6UW63	8.1E-3
Q14534	Q6UW63	1.8E-2
Q9Y421	Q6UW63	7.1E-3
O15155	Q6UW63	1.7E-2
P54136	Q6UW63	1.2E-2
O75830	Q6UW63	1.4E-2
Q99497	Q6UW63	1.1E-2
Q96IY1	Q6UW63	1.4E-2
P15374	Q6UW63	1.6E-2
Q9BWD1	Q6UW63	2.2E-2
Q9NPA8	Q6UW63	2.4E-2
Q9UID6	Q6UW63	8.3E-3
Q13185	Q6UW63	1.2E-2
O95229	Q6UW63	1.4E-2
Q9BY08	Q6UW63	2.2E-2
Q9Y2R9	Q6UW63	6.7E-3
O75937	Q6UW63	1.4E-2
A0AVK6	Q6UW63	2E-2
Q96FN9	Q6UW63	2.2E-2
Q8N567	Q6UW63	7.2E-3
Q12849	Q6UW63	8.3E-3
P27348	Q6UW63	7.3E-3
O14641	Q9HA77	1.1E-2
Q14667	Q9HA77	1E-2
Q9NQ29	Q9HA77	1.3E-2
O14593	Q9HA77	1.7E-2
P18887	Q9HA77	1.8E-2
Q9NRG9	Q9HA77	1.2E-2
Q13445	Q9HA77	1.9E-2
Q9UKK3	Q9HA77	2.7E-2
Q9NV88	Q9HA77	9.8E-3
O60888	Q9HA77	2.3E-2
Q9H0E9	Q9HA77	1E-2
Q6NUS6	Q9HA77	1.4E-2
O75570	Q9HA77	2.6E-2
Q99805	Q9HA77	1.2E-2
Q8WYA6	Q9HA77	1.1E-2
Q5W0Q7	Q9HA77	7.8E-3
O00287	Q9HA77	1.9E-2
Q8NBM4	Q9HA77	1.8E-2
P80192	A7KAX9	1E-2
Q9UHR4	A7KAX9	1.7E-2
Q17R89	A7KAX9	2.5E-2
Q14126	A7KAX9	1.4E-2
Q2Y0W8	A7KAX9	7.7E-3
Q92859	A7KAX9	1.1E-2
Q96S53	A7KAX9	1.5E-2
Q13615	A7KAX9	1E-2
Q9UEG4	A7KAX9	9.7E-3
Q07889	A7KAX9	1.6E-2
O95490	A7KAX9	1.3E-2
A1L390	A7KAX9	1E-2
O14939	A7KAX9	1.8E-2
P35913	A7KAX9	2E-2
P30260	P46977	9.9E-3
Q9P2D0	P46977	1.8E-2
O95772	P46977	9.1E-3
Q9NUM3	P46977	1.3E-2
Q8TBA6	P46977	7E-3
Q9Y580	P46977	7.5E-3
Q13409	P46977	5.5E-3
P31689	P46977	7.9E-3
Q9NZZ3	P46977	1.2E-2
Q9UJA2	P46977	1.3E-2
P48444	P46977	1.5E-2
O43808	P46977	9.4E-3
O95406	P46977	2.1E-2
P61011	P46977	9.1E-3
Q9UJG1	P46977	1.4E-2
P06280	P46977	1.6E-2
Q93100	P46977	5.1E-3
O15155	P46977	1.4E-2
Q8IY31	P46977	1.2E-2
Q13490	P46977	6E-3
P61923	P46977	2.2E-2
Q8TC05	P46977	1.8E-2
P49590	P46977	9.1E-3
Q92734	P46977	8.2E-3
O95219	P46977	9.1E-3
Q9Y2Q5	P46977	1.4E-2
Q14696	P46977	6.9E-3
Q15005	P46977	7.5E-3
Q8N6S4	P46977	1.2E-2
P61960	P46977	2.1E-2
Q9Y6X1	P46977	2.1E-2
P40616	P46977	2.2E-2
Q16181	P46977	2E-2
Q13162	P46977	1.6E-2
P51809	P46977	1.3E-2
Q99805	P46977	8.6E-3
P61224	P46977	8.1E-3
P53618	P46977	7.1E-3
P61803	P46977	1.3E-2
Q8N567	P46977	6.3E-3
Q9NZ32	P46977	7.5E-3
Q9Y6K0	P46977	1.2E-2
P50549	Q9UP79	1.7E-2
Q76G19	Q9UP79	1.1E-2
Q9NZ20	Q9UP79	1.2E-2
Q9P1W9	Q9UP79	1E-2
Q8WXD2	Q9UP79	1.1E-2
Q9H9S0	Q9UP79	8.7E-3
Q9Y278	Q9UP79	1.8E-2
P11161	Q9UP79	2.4E-2
Q9H8Y1	Q9UP79	6.8E-3
Q92623	Q9UP79	2.3E-2
Q9BXT6	P26436	1.4E-2
O14990	P26436	7.2E-3
Q96RN1	P26436	9.1E-3
Q6ZMZ0	P26436	1.2E-2
Q9BWV7	P26436	6.9E-3
Q96J94	P26436	8.8E-3
Q9BYW3	P26436	1.1E-2
Q96LM9	P26436	1.1E-2
Q9UKR8	P26436	8.4E-3
Q5FVE4	P26436	8.1E-3
Q6P9F0	P26436	1.2E-2
P37058	P26436	9.3E-3
Q9UJQ7	P26436	8.5E-3
Q9Y228	P14921	1.3E-2
Q13094	P14921	1.3E-2
Q07011	P14921	1.9E-2
Q7LDG7	P14921	1.6E-2
Q53QZ3	P14921	1.4E-2
Q92888	P14921	1.7E-2
O94768	P14921	2.2E-2
O15117	P14921	1.4E-2
P31146	P14921	1.2E-2
Q9HBE5	P14921	1.3E-2
Q92918	P14921	1.7E-2
P11049	P14921	9.6E-3
Q86YV0	P14921	1.3E-2
Q9UG22	P14921	1E-2
P52566	P14921	1.2E-2
P29350	P14921	1.5E-2
Q01151	P14921	2.4E-2
P49863	P14921	1.4E-2
Q92187	P14921	2.2E-2
O60759	P14921	1.1E-2
P09326	P14921	1.1E-2
P61073	P14921	2.5E-2
Q9HBG7	P14921	1.6E-2
Q14571	P14921	2.3E-2
Q9NR55	P14921	2.4E-2
P15153	P14921	2.3E-2
O60234	P14921	1.1E-2
Q92851	Q8TED4	1.5E-2
P20701	Q8TED4	1.2E-2
P43353	Q8TED4	1.1E-2
Q06187	Q8TED4	1.2E-2
Q30201	Q8TED4	1.3E-2
Q13761	Q8TED4	9.8E-3
P16070	Q8TED4	1.5E-2
P13498	Q8TED4	1.4E-2
P24557	Q8TED4	1.4E-2
Q13303	Q8TED4	1.5E-2
Q99952	Q8TED4	7.5E-3
P00973	Q8TED4	9.6E-3
P30043	Q8TED4	1.3E-2
P61626	Q8TED4	1.2E-2
Q9C000	Q8TED4	8.4E-3
Q70J99	Q8TED4	1.3E-2
P30536	Q8TED4	7.3E-3
Q9BPW4	Q8TED4	1.2E-2
Q9Y6I8	Q8TED4	1.2E-2
Q9ULZ3	Q8TED4	1.2E-2
P20138	Q8TED4	9.1E-3
Q5U651	Q8TED4	1.4E-2
Q03135	Q8TED4	1.3E-2
P35869	Q8TED4	7.7E-3
Q9H1C4	Q8TED4	1.3E-2
Q13488	Q8TED4	8.5E-3
Q07108	Q8TED4	6E-3
Q92478	Q8TED4	7.8E-3
Q14242	Q8TED4	1.1E-2
O00478	Q8TED4	6.9E-3
O15533	Q8TED4	1.5E-2
O95711	Q8TED4	8.8E-3
P37235	Q8TED4	6E-3
Q9H3U5	Q8TED4	7.4E-3
P51828	Q8TED4	1.4E-2
P41597	Q8TED4	1.1E-2
