Gene_A	Gene_B	Weight
P02743	Q86U10	8E-3
Q92496	Q86U10	9.5E-3
Q9Y694	Q86U10	1.3E-2
Q06278	Q86U10	9.6E-3
Q96GA7	Q86U10	1E-2
O75452	Q86U10	8.7E-3
Q6Q0C1	Q86U10	7.4E-3
O14975	Q86U10	9.3E-3
P07099	Q86U10	1.1E-2
P02774	Q86U10	7.9E-3
Q6ZWL3	Q86U10	1.4E-2
Q93088	Q86U10	1.2E-2
Q14520	Q86U10	1.2E-2
P05155	Q86U10	1.2E-2
P06133	Q86U10	1.4E-2
P07357	Q86U10	7.8E-3
P32754	Q86U10	9.7E-3
O95500	Q86U10	1.1E-2
ENSG00000288512	Q86U10	1.1E-2
Q15485	Q86U10	7.9E-3
P46952	Q86U10	1.1E-2
P09467	Q86U10	1E-2
Q6SZW1	Q9P2F9	1.6E-2
O60673	Q9P2F9	9.6E-3
Q96GD3	Q9P2F9	1.2E-2
Q9P2E5	Q9P2F9	1.1E-2
O60447	Q9P2F9	2.5E-2
P57723	Q9P2F9	1.9E-2
Q53GT1	Q9P2F9	1E-2
Q9H3Z4	Q9P2F9	2.2E-2
O60826	Q9P2F9	1E-2
Q9UKK3	Q9P2F9	2.6E-2
Q9Y2Y0	Q9P2F9	8.1E-3
P13994	Q9P2F9	9E-3
Q92538	Q9P2F9	8.2E-3
Q8NE00	Q9P2F9	1.4E-2
Q3KQU3	Q9P2F9	2.1E-2
Q9P2H5	Q9P2F9	1.1E-2
O43791	Q9P2F9	1.6E-2
Q9H9G7	Q9P2F9	9.3E-3
O75161	Q9P2F9	1.7E-2
Q9C0B0	Q9P2F9	1.3E-2
Q04721	Q9P2F9	1.5E-2
Q9Y4D2	Q9P2F9	2.3E-2
Q96A19	Q9P2F9	2.1E-2
O75935	Q9P2F9	1.4E-2
Q9UBF8	Q9P2F9	1E-2
Q8WWZ4	Q9P2F9	2.4E-2
Q5T4F4	Q9P2F9	1.1E-2
P11801	Q9P2F9	1E-2
Q92542	Q9P2F9	1.7E-2
P84085	Q86YV9	1.5E-2
P17010	Q86YV9	2.1E-2
Q9UJK0	Q86YV9	1.4E-2
O14593	Q86YV9	1.4E-2
Q13445	Q86YV9	1.5E-2
Q9Y3M2	Q86YV9	1.2E-2
Q9NQG1	Q86YV9	1.2E-2
O60291	Q86YV9	1.7E-2
Q93100	Q86YV9	5.4E-3
Q9NWW0	Q86YV9	2.1E-2
P53384	Q86YV9	1.3E-2
Q9NV88	Q86YV9	7.6E-3
Q9Y421	Q86YV9	6.7E-3
O75127	Q86YV9	8.6E-3
Q9NVG8	Q86YV9	1.2E-2
Q92546	Q86YV9	2.4E-2
P55039	Q86YV9	1E-2
Q12770	Q86YV9	9.7E-3
Q15036	Q86YV9	9.3E-3
Q99704	Q86YV9	1.7E-2
Q9Y2Q5	Q86YV9	1.5E-2
Q9NX46	Q86YV9	1.2E-2
Q96K62	Q86YV9	1.9E-2
Q9BWK5	Q86YV9	1.3E-2
Q9H6L4	Q86YV9	1.7E-2
P52736	Q86YV9	7.4E-3
Q9BTD8	Q86YV9	1.1E-2
Q9NXK8	Q86YV9	1.2E-2
P49757	Q86YV9	8.5E-3
Q9GZM5	Q86YV9	1.3E-2
P49407	Q86YV9	1.7E-2
Q96F63	Q86YV9	1.2E-2
Q6IAA8	Q86YV9	1.1E-2
Q7L523	Q86YV9	9.1E-3
O95831	Q86YV9	1.8E-2
P55735	Q86YV9	1E-2
Q9H6D3	Q86YV9	8.4E-3
Q86X76	Q86YV9	1.3E-2
Q8TBC3	Q86YV9	2E-2
P43308	Q86YV9	1E-2
Q9BV19	Q86YV9	1E-2
Q96NG8	Q96LD8	8.9E-3
P23588	Q96LD8	9.6E-3
O00410	Q96LD8	6.4E-3
O00471	Q96LD8	1.1E-2
P06746	Q96LD8	9.9E-3
Q8TAW3	Q96LD8	9.2E-3
Q9Y224	Q96LD8	3.4E-3
Q9NR11	Q96LD8	9.8E-3
Q14587	Q96LD8	4.1E-3
O75391	Q96LD8	6.6E-3
Q9Y262	Q96LD8	7.5E-3
P39023	Q96LD8	7E-3
Q9BW83	Q96LD8	5.6E-3
O43708	Q96LD8	9.7E-3
Q9P2T1	Q96LD8	6.4E-3
Q9Y366	Q96LD8	5.6E-3
Q9UNA4	Q96LD8	7.3E-3
Q96MV8	Q96LD8	1.1E-2
P62491	Q96LD8	8.4E-3
Q96HQ0	Q96LD8	5.8E-3
Q9NUQ7	Q96LD8	6.2E-3
Q96EB1	Q96LD8	6.5E-3
Q5HYK3	Q96LD8	6E-3
Q92562	Q96LD8	5.3E-3
P51959	Q96LD8	5.8E-3
O75533	Q96LD8	5E-3
O43929	Q96LD8	8.4E-3
P35268	Q96LD8	9.1E-3
Q14257	Q96LD8	4.3E-3
P16220	Q96LD8	1.1E-2
Q9H204	Q96LD8	1.1E-2
Q9UKF6	Q96LD8	4.2E-3
Q5FWF4	Q96LD8	7.6E-3
Q9Y530	Q96LD8	3.4E-3
Q9BRP0	Q96LD8	6.3E-3
Q9UBT2	Q96LD8	2.1E-3
Q6ZNE5	Q96LD8	7.8E-3
Q5JVG2	Q96LD8	1E-2
Q8N6Q8	Q96LD8	1E-2
O43933	Q96LD8	3.1E-3
Q86WZ6	Q96LD8	5.6E-3
P17024	Q96LD8	7.3E-3
Q8TBM7	Q96LD8	5.7E-3
Q68CL5	Q96LD8	1.1E-2
O94952	Q96LD8	3.8E-3
Q9Y222	Q96LD8	3.5E-3
Q9H2L4	Q96LD8	1.1E-2
Q9UBD5	Q96LD8	3.6E-3
Q96K80	Q96LD8	7.2E-3
Q05D32	Q96LD8	4.5E-3
Q8IUZ0	Q96LD8	6E-3
Q9NQX1	Q96LD8	7.8E-3
Q9BUY7	Q96LD8	9.1E-3
P67812	Q96LD8	3.9E-3
O60256	Q96LD8	2.3E-3
O75674	Q96LD8	1.1E-2
Q9BSJ5	Q96LD8	1.1E-2
Q96P16	Q96LD8	6.8E-3
Q7RTS9	Q96LD8	6.1E-3
Q8TCD6	Q96LD8	7.7E-3
Q70HW3	Q96LD8	1.2E-2
Q6AZW8	Q96LD8	4.5E-3
Q96IK1	Q96LD8	6.5E-3
Q6Q6R5	Q96LD8	5E-3
Q86WR0	Q96LD8	1.1E-2
Q96LT7	Q96LD8	8.6E-3
Q96LU5	Q96LD8	7.9E-3
Q07326	Q96LD8	7.3E-3
Q5T0U0	Q96LD8	8.3E-3
Q8N8R7	Q96LD8	1.1E-2
Q2TBE0	Q96LD8	4.2E-3
P78345	Q96LD8	4.7E-3
O75943	Q96LD8	4.1E-3
Q6PH81	Q96LD8	5.1E-3
O43513	Q96LD8	5.1E-3
O95405	Q96LD8	8.9E-3
Q4L235	Q96LD8	9.3E-3
Q8NEZ3	Q96LD8	9.8E-3
Q9UBF2	Q96LD8	6.9E-3
Q8N365	Q96LD8	8.7E-3
Q9NWV4	Q96LD8	8.5E-3
Q96LT6	Q96LD8	1.1E-2
Q5VV52	Q96LD8	3.2E-3
Q9ULD6	Q96LD8	8.6E-3
P28328	Q96LD8	5.5E-3
Q7Z353	Q96LD8	1E-2
Q8N6R0	Q14978	4.8E-3
Q15031	Q14978	7.5E-3
Q08J23	Q14978	5.6E-3
Q9UNX4	Q14978	7.8E-3
Q7L590	Q14978	6.5E-3
P13995	Q14978	9.4E-3
Q14566	Q14978	7.1E-3
Q15397	Q14978	4.9E-3
Q8TEQ6	Q14978	7.7E-3
Q13415	Q14978	8.3E-3
Q9UNQ2	Q14978	1.6E-2
Q8N543	Q14978	7.1E-3
P78316	Q14978	9.2E-3
Q9H9P8	Q14978	1E-2
Q96IZ6	Q14978	6E-3
Q9Y266	Q14978	5.1E-3
Q96PZ0	Q14978	1.5E-2
P11586	Q14978	6.2E-3
Q9H4H8	Q14978	1.3E-2
O43615	Q14978	8.4E-3
Q15758	Q14978	1.4E-2
Q9BQ67	Q14978	7.6E-3
Q9NX63	Q14978	5.7E-3
Q96RR1	Q14978	7.1E-3
Q9BZE4	Q14978	4.3E-3
Q07021	Q14978	5.2E-3
Q9NY12	Q14978	4.7E-3
Q9NWT1	Q14978	6.7E-3
Q13895	Q14978	5.9E-3
Q9NP92	Q14978	7E-3
P38646	Q14978	7.7E-3
Q8TDN6	Q14978	6.4E-3
O43818	Q14978	1.3E-2
P19338	Q14978	6.5E-3
Q9NRX1	Q14978	1.4E-2
Q12834	Q14978	6E-3
Q6PI48	Q14978	8.1E-3
Q6UB35	Q14978	1.2E-2
A2VDJ0	Q14978	1.4E-2
Q9GZZ1	Q14978	1.4E-2
Q96GQ7	Q14978	7.8E-3
P00505	Q14978	1.3E-2
Q9H9Y6	Q14978	5.6E-3
O96008	Q14978	9.1E-3
O60832	Q14978	5.2E-3
Q9HCC0	Q14978	1.4E-2
Q9Y221	Q14978	6.1E-3
Q9BQC3	Q14978	6.7E-3
P54577	Q14978	1.2E-2
Q9H0A0	Q14978	6.4E-3
Q14146	Q14978	6.3E-3
Q9NV35	Q14978	1.2E-2
Q09161	Q14978	4E-3
Q02241	Q14978	4.5E-3
Q9NVX0	Q14978	6.4E-3
O15305	Q14978	1.2E-2
O95453	Q14978	9.2E-3
Q969X6	Q14978	9.3E-3
Q9Y4W6	Q14978	7.4E-3
P04637	Q14978	9.9E-3
P38919	Q14978	4.9E-3
P28066	Q14978	5.5E-3
Q9BZX2	Q14978	8.8E-3
Q9BWT1	Q14978	1E-2
P20248	Q14978	6.6E-3
Q96FF9	Q14978	5.3E-3
P40227	Q14978	5.3E-3
Q5C9Z4	Q14978	8.6E-3
O75683	Q14978	1.8E-2
Q5VV67	Q14978	6.1E-3
Q8IY37	Q14978	9.2E-3
Q9H974	Q14978	5.6E-3
Q12965	Q14978	1.2E-2
P22102	Q14978	1.2E-2
Q5SY16	Q14978	1.1E-2
Q9H5Q4	Q14978	7.4E-3
Q8N4Q1	Q14978	8.6E-3
Q9BVP2	Q14978	8.7E-3
Q9NR30	Q14978	6.6E-3
Q9NRC1	Q96Q83	1.8E-2
Q15785	Q96Q83	1.4E-2
O43488	Q96Q83	1.6E-2
Q9BUB4	Q96Q83	2.3E-2
Q96DZ1	Q96Q83	1E-2
Q9NQQ7	Q96Q83	1.3E-2
Q9Y5Y2	Q96Q83	1.1E-2
P61011	Q96Q83	1.2E-2
Q12846	Q96Q83	1.4E-2
O75150	Q96Q83	9.8E-3
Q9Y6V7	Q96Q83	1.4E-2
Q5JRX3	Q96Q83	1.4E-2
Q16222	Q96Q83	2E-2
Q9H7X0	Q96Q83	1.4E-2
O43159	Q96Q83	1.7E-2
Q9NPA0	Q96Q83	1.3E-2
P28715	Q96Q83	2E-2
Q9BPX7	Q96Q83	1.2E-2
O14657	Q96Q83	1.1E-2
Q8N1G2	Q96Q83	7.9E-3
O15127	Q96Q83	9.2E-3
Q9P1Q0	Q96Q83	8.8E-3
Q7RTV5	Q96Q83	1.9E-2
O60512	Q96Q83	1.1E-2
Q9NUQ8	Q96Q83	1.1E-2
ENSG00000163964	Q96Q83	1.5E-2
Q8TAM2	Q96Q83	1.2E-2
Q9H3K2	Q96Q83	1.6E-2
P20645	P61201	1.1E-2
Q96JG6	P61201	1.2E-2
Q9H6T3	P61201	4.5E-3
O75534	P61201	1.3E-2
O94874	P61201	6.4E-3
Q9UGI0	P61201	1.1E-2
Q8TDY2	P61201	6.1E-3
Q8IWV8	P61201	1.2E-2
Q15276	P61201	1.4E-2
Q96KR1	P61201	8.3E-3
Q9H0C5	P61201	8.3E-3
P08754	P61201	4.1E-3
Q7L1T6	P61201	9.6E-3
O95625	P61201	1.1E-2
Q9NSE4	P61201	4.3E-3
Q9Y5W8	P61201	1.3E-2
Q99816	P61201	5E-3
P49459	P61201	9.2E-3
P40939	P61201	1.1E-2
Q9NPC7	P61201	1.2E-2
P31689	P61201	5.3E-3
Q9NW64	P61201	9.2E-3
O43264	P61201	6E-3
Q96RQ1	P61201	1.3E-2
Q96A57	P61201	1E-2
Q9H6P5	P61201	6E-3
P78318	P61201	1E-2
Q99459	P61201	1.3E-2
Q13573	P61201	3.1E-3
P61011	P61201	6E-3
Q9P0L0	P61201	1.2E-2
P83111	P61201	9.9E-3
O95707	P61201	6.4E-3
O60381	P61201	8.3E-3
Q13617	P61201	5.2E-3
Q96A33	P61201	1.3E-2
O00330	P61201	8.3E-3
P52948	P61201	1.4E-2
Q9H446	P61201	1E-2
Q13123	P61201	6.7E-3
P36406	P61201	1.3E-2
Q9Y3B4	P61201	4.7E-3
Q16236	P61201	1.3E-2
P52907	P61201	1.3E-2
Q8IYI6	P61201	8.4E-3
Q99598	P61201	1.2E-2
Q8WVM7	P61201	6.9E-3
Q5T1V6	P61201	7.9E-3
Q92576	P61201	4.1E-3
O00743	P61201	1.4E-2
Q96H35	P61201	1.3E-2
Q14344	P61201	1.3E-2
Q92905	P61201	4.9E-3
Q8TC07	P61201	1.2E-2
Q9H0M0	P61201	7.6E-3
Q9UBK8	P61201	1.3E-2
P51809	P61201	8.1E-3
Q8WVK2	P61201	8E-3
Q9H0G5	P61201	6.8E-3
Q86UP2	P61201	7.9E-3
P55795	P61201	4.8E-3
P27824	P61201	1.3E-2
Q969U7	P61201	8E-3
Q14498	P61201	5.4E-3
Q9UJW0	P61201	5.7E-3
Q8N999	P61201	1.3E-2
Q9Y376	P61201	6.6E-3
Q9BVC5	P61201	1.5E-2
Q9Y6E2	P61201	8.9E-3
O43674	P61201	8.9E-3
Q96S38	P61201	6.4E-3
Q92783	P61201	4.6E-3
O75348	P61201	4.4E-3
O43422	P61201	5.1E-3
Q00403	P61201	9.4E-3
Q96SY0	P61201	4.6E-3
Q8N697	P61201	8.5E-3
Q12982	P61201	6.7E-3
Q9GZQ8	P61201	1E-2
Q92643	P61201	1.2E-2
O75663	P61201	9.2E-3
Q9NY74	P61201	4.9E-3
O75319	P61201	4.2E-3
Q70EK8	P61201	1E-2
O75323	P61201	1.1E-2
Q8NEM0	P61201	1.4E-2
Q7Z5G4	P61201	1.2E-2
Q9H8M7	P61201	5.3E-3
P0CG48	P61201	1E-2
Q96B23	P61201	1.3E-2
Q8NEZ2	P61201	1.4E-2
Q9Y5T5	P61201	6.8E-3
Q96MF7	P61201	5.8E-3
Q9UKG1	P61201	1.2E-2
Q7RTV5	P61201	8E-3
O60841	P61201	8.1E-3
Q14149	P61201	9.4E-3
Q9H7D7	P61201	1.3E-2
P19447	P61201	3.2E-3
Q96AG3	P61201	8.2E-3
O95478	P61201	9.4E-3
Q96BQ5	P61201	7.8E-3
O95391	P61201	1.1E-2
Q69YN4	P61201	1.4E-2
Q99633	P61201	6.5E-3
Q15018	P61201	1E-2
Q9H8W3	P61201	1.2E-2
Q9H3K2	P61201	7.4E-3
Q9H2S6	P28472	1E-2
P50549	P28472	8.3E-3
P23352	P28472	9.6E-3
Q9Y4A8	P28472	8.9E-3
Q96AB3	P28472	9.8E-3
Q04759	P28472	8.7E-3
Q76G19	P28472	5E-3
P35612	P28472	6.6E-3
O75487	P28472	7.2E-3
Q9NPI5	P28472	9.3E-3
O60477	P28472	9.3E-3
P41217	P28472	6.5E-3
P43246	P28472	4.3E-3
Q9NZ20	P28472	5.8E-3
Q96EQ8	P28472	8E-3
Q9NSB8	P28472	9.5E-3
Q8WXD2	P28472	6E-3
Q8TB36	P28472	8.9E-3
Q6NXG1	P28472	4.8E-3
P55075	P28472	8.8E-3
O75607	P28472	4.3E-3
P78364	P28472	5E-3
Q9NWT1	P28472	4.5E-3
O14827	P28472	8.5E-3
O15318	P28472	5.8E-3
P07320	P28472	9.1E-3
P29279	P28472	6.9E-3
O14788	P28472	7.9E-3
P28908	P28472	6.1E-3
O75949	P28472	6.3E-3
Q9UPW8	P28472	6.5E-3
P14902	P28472	9E-3
Q9NQZ2	P28472	3.2E-3
P56915	P28472	7.7E-3
Q9P2D8	P28472	7.9E-3
Q9H8Y1	P28472	3.7E-3
Q92623	P28472	1E-2
Q96G30	P28472	9.7E-3
Q14244	P28472	4E-3
Q9H0E7	P28472	5E-3
O75829	P28472	6.9E-3
P12757	P28472	6.9E-3
Q13885	P28472	7E-3
Q9BVA1	P28472	5.2E-3
Q9HD36	P28472	9E-3
Q8IVU3	P28472	8.2E-3
P09038	P28472	9.4E-3
P59190	P28472	7.2E-3
Q13794	P28472	7.4E-3
Q9UJW3	P28472	8.1E-3
O00622	P28472	7.5E-3
O43768	P28472	6.4E-3
Q8TE57	P28472	1E-2
P47870	P28472	6.1E-3
P28335	P28472	9.7E-3
Q9GZV8	P28472	6.1E-3
O95813	P28472	8.7E-3
P35318	P28472	8.8E-3
Q86V42	P28472	1E-2
Q9UK39	P28472	9.5E-3
Q14C87	P28472	8.8E-3
Q99578	P28472	7.8E-3
P54289	P28472	8.9E-3
Q96S42	P28472	7.8E-3
Q6UXZ4	P28472	6E-3
Q96A09	P28472	5E-3
O60258	P28472	7.6E-3
P32320	P28472	7.7E-3
P52823	P28472	9.2E-3
Q96CP7	P28472	4.4E-3
O75593	P28472	6.1E-3
Q96BR5	P28472	5E-3
Q8NFH5	P28472	3.9E-3
O94856	P28472	7.4E-3
Q8NCB2	P28472	4.9E-3
Q96PL1	P28472	8.6E-3
P03952	P28472	9E-3
Q96GN5	P28472	4.9E-3
Q14439	P28472	4.7E-3
Q8NCI6	P28472	6.9E-3
P40259	Q8N5J4	1.1E-2
P20273	Q8N5J4	1.2E-2
Q8IXZ2	Q8N5J4	1.2E-2
P14616	Q8N5J4	1.3E-2
O43866	Q8N5J4	1.4E-2
P56279	Q8N5J4	1.6E-2
P51606	Q8N5J4	1.7E-2
P56715	Q8N5J4	1.4E-2
Q8NHL6	Q8N5J4	9.7E-3
Q9P2A4	Q8N5J4	7.6E-3
P10720	Q8N5J4	1.6E-2
O95498	Q8N5J4	7.5E-3
P09326	Q8N5J4	9.4E-3
P80162	Q8N5J4	1.6E-2
P01584	Q8N5J4	1.2E-2
P27918	Q8N5J4	9.8E-3
Q9H0J4	Q8N5J4	1.4E-2
Q6P2M8	Q8N5J4	1.5E-2
Q8N423	Q8N5J4	9.1E-3
Q7L513	Q8N5J4	1.5E-2
Q99467	Q8N5J4	1.1E-2
P01589	Q8N5J4	1.1E-2
Q8WWQ8	Q8N5J4	1.2E-2
P28039	Q8N5J4	8.2E-3
P21854	Q8N5J4	1.3E-2
Q02556	Q8N5J4	7.9E-3
Q96RD9	Q8N5J4	1.4E-2
Q86UK0	Q8N5J4	1.4E-2
Q9NS28	Q8N5J4	8.3E-3
P15086	Q8N5J4	1.4E-2
Q8NDB2	Q8N5J4	1.1E-2
O43927	Q8N5J4	1.4E-2
P11836	Q8N5J4	1.4E-2
Q8IZJ4	Q8N5J4	1E-2
P80511	Q8N5J4	1.1E-2
P02775	Q8N5J4	1.4E-2
P05164	Q96M53	1.7E-2
O60449	Q96M53	1.6E-2
Q9UMD9	Q96M53	1.9E-2
Q7Z5R6	Q96M53	1.3E-2
P32297	Q96M53	2.2E-2
Q9BZ72	Q96M53	2.1E-2
O75791	Q96M53	1.5E-2
Q92583	Q96M53	1.6E-2
P04053	Q96M53	1.5E-2
Q92563	Q96M53	1.9E-2
P25874	Q96M53	1.9E-2
P06127	Q96M53	1.6E-2
Q13291	Q96M53	1.8E-2
Q9GZR5	Q96M53	2.2E-2
Q8TE82	Q96M53	1.2E-2
P09912	Q96M53	1.9E-2
Q96G42	Q96M53	1.3E-2
O15444	Q96M53	1.9E-2
O95992	Q96M53	1.6E-2
P50553	Q96M53	2.1E-2
P35236	Q96M53	1.9E-2
P01732	Q96M53	1.7E-2
Q7Z449	Q96M53	1.8E-2
P06126	Q96M53	1.8E-2
P29017	Q96M53	1.5E-2
P29016	Q96M53	1.8E-2
P57075	Q96M53	1.1E-2
Q8IUK5	Q96M53	2.1E-2
Q9Y6W8	Q96M53	1.7E-2
Q86Y07	O95470	7.5E-3
Q14126	O95470	1E-2
P22223	O95470	1.1E-2
Q9NRA0	O95470	1.3E-2
P45985	O95470	5.3E-3
Q8TBA6	O95470	5.7E-3
Q06481	O95470	8.2E-3
Q9NX76	O95470	8.8E-3
Q9UBS9	O95470	6.1E-3
Q9ULD4	O95470	1.1E-2
Q9NP72	O95470	1.4E-2
Q8N3F8	O95470	1.2E-2
O15105	O95470	1.1E-2
Q9UNF1	O95470	8.2E-3
Q93100	O95470	4.2E-3
Q15650	O95470	4.9E-3
O43889	O95470	1.3E-2
Q9UL01	O95470	1.1E-2
Q5BVD1	O95470	1.4E-2
Q9HCM4	O95470	1.8E-2
Q9UHY1	O95470	7.5E-3
O60513	O95470	8.5E-3
P27037	O95470	7E-3
Q9UJ70	O95470	1.1E-2
P61224	O95470	6.5E-3
O43795	O95470	1.7E-2
Q9UBL3	O95470	7.7E-3
Q92626	O95470	7.1E-3
P53365	O95470	8.4E-3
Q9H013	O95470	1.4E-2
Q9NQX7	O95470	1.2E-2
P46937	O95470	1.7E-2
Q9NZC9	O95470	3.8E-3
Q9UKL6	O95470	1.2E-2
Q9P2M7	O95470	1.3E-2
Q5VUB5	O95470	6.4E-3
Q9UEY8	O95470	8.7E-3
Q9Y3R0	O95470	9.7E-3
Q9H6D3	O95470	6.5E-3
P18847	O95470	1.3E-2
Q86VE9	O95470	1.3E-2
Q9NYF0	O95470	1.2E-2
Q14847	Q8WU20	1.2E-2
O60359	Q8WU20	7.7E-3
Q3KR16	Q8WU20	1.1E-2
Q9H161	Q8WU20	9.3E-3
Q15772	Q8WU20	1.1E-2
Q9UF02	Q8WU20	1.1E-2
Q9Y3L3	Q8WU20	6.9E-3
P32927	Q8WU20	4.8E-3
P42127	Q8WU20	1E-2
Q13474	Q8WU20	6E-3
O94778	Q8WU20	1E-2
Q8TDY8	Q8WU20	1.1E-2
Q9H8S5	Q8WU20	7.3E-3
Q9BZJ6	Q8WU20	7E-3
Q9H8M1	Q8WU20	1.1E-2
P20941	Q8WU20	8.2E-3
O00482	Q8WU20	1.2E-2
Q9UNK4	Q8WU20	6.4E-3
P40238	Q8WU20	1E-2
P49683	Q8WU20	1E-2
O00270	Q8WU20	5.5E-3
Q99217	Q8WU20	5.4E-3
Q9H6K4	Q8WU20	1.1E-2
O14842	Q8WU20	4.9E-3
O60412	Q8WU20	6.2E-3
P03999	Q8WU20	7.9E-3
P01225	Q8WU20	9.6E-3
Q9P296	Q8WU20	5.4E-3
Q9UNI1	Q8WU20	1.2E-2
Q8IVT5	Q8WU20	1.2E-2
Q9UHD0	Q8WU20	1E-2
O75388	Q8WU20	1.3E-2
Q9BZG2	Q8WU20	4.5E-3
Q9C0B2	Q8WU20	7.8E-3
Q8WXI9	Q8WU20	8.9E-3
Q9C0E4	Q8WU20	9.5E-3
Q5JV73	Q8WU20	7.9E-3
Q8TDV5	Q8WU20	5.9E-3
Q96T91	Q8WU20	6.3E-3
P35462	Q8WU20	6E-3
Q8NBB4	Q8WU20	7.5E-3
Q9NQV8	Q8WU20	5.8E-3
Q96QZ0	Q8WU20	7.4E-3
P49685	Q8WU20	7.1E-3
O14604	Q8WU20	8.2E-3
Q7Z3K6	Q8WU20	8.7E-3
Q13009	Q8WU20	7.2E-3
ENSG00000158497	Q8WU20	6.3E-3
Q9UKL4	Q8WU20	5.5E-3
Q86XP0	Q8WU20	5.3E-3
P47888	Q8WU20	4.7E-3
Q96A83	Q8WU20	7.3E-3
Q9Y566	Q8WU20	6.3E-3
P35346	Q8WU20	6E-3
Q5T1A1	Q8WU20	5.6E-3
Q6ZP82	Q8WU20	1.2E-2
Q96N87	Q8WU20	5.7E-3
Q9UJS0	P78371	7.2E-3
P11233	P78371	7.5E-3
P20618	P78371	2.6E-3
Q9Y5J1	P78371	1.5E-3
Q6P3X3	P78371	2.8E-3
P51948	P78371	4.8E-3
Q96C01	P78371	3.6E-3
P35251	P78371	7.7E-3
P42285	P78371	1.5E-3
P25789	P78371	2.6E-3
Q9NUW8	P78371	2.2E-3
Q06609	P78371	3.4E-3
Q9Y2X3	P78371	2.4E-3
Q9BTX1	P78371	7.9E-3
P78317	P78371	4.5E-3
Q7L590	P78371	2.8E-3
Q9H9A6	P78371	2.2E-3
Q5QJE6	P78371	2.6E-3
Q9NS91	P78371	3.3E-3
O75330	P78371	3.9E-3
Q9GZN1	P78371	3.1E-3
Q9BVW5	P78371	4E-3
Q8NFH4	P78371	2.6E-3
Q15024	P78371	2.8E-3
P40692	P78371	3.3E-3
Q9Y277	P78371	3.4E-3
P13010	P78371	1.7E-3
Q92499	P78371	2.8E-3
Q5UIP0	P78371	7.4E-3
P07900	P78371	7.5E-3
O14777	P78371	3.2E-3
Q9NWU5	P78371	3.8E-3
Q6FIF0	P78371	2.6E-3
Q9Y224	P78371	2.3E-3
Q9Y672	P78371	4.6E-3
P63167	P78371	3E-3
Q8IW41	P78371	2.1E-3
O43396	P78371	2.5E-3
Q86WB0	P78371	1.9E-3
P07910	P78371	3.3E-3
Q9Y5B9	P78371	7.7E-3
O14893	P78371	2.1E-3
Q9UKX7	P78371	6.8E-3
Q69YN2	P78371	2.6E-3
Q96SB4	P78371	2.1E-3
Q9NVS2	P78371	3.7E-3
P43487	P78371	3.8E-3
P62318	P78371	1.9E-3
P55769	P78371	7.1E-3
Q9NS69	P78371	3E-3
P62877	P78371	3.3E-3
Q7RTV0	P78371	2.9E-3
Q00688	P78371	2.3E-3
Q9Y587	P78371	3.6E-3
P56282	P78371	2.5E-3
P62333	P78371	2.2E-3
P25788	P78371	3.5E-3
P84090	P78371	2.9E-3
Q99986	P78371	2.7E-3
P62191	P78371	4.2E-3
P28074	P78371	3.2E-3
P27695	P78371	4.9E-3
Q05048	P78371	2.5E-3
P68400	P78371	7E-3
O43837	P78371	4.7E-3
Q92665	P78371	4.4E-3
P51665	P78371	4.1E-3
Q6PD74	P78371	4.7E-3
O43482	P78371	2.5E-3
Q99575	P78371	7.2E-3
Q99426	P78371	3.8E-3
Q99543	P78371	2.1E-3
Q3B726	P78371	7.3E-3
P41223	P78371	2.8E-3
P25787	P78371	2.3E-3
Q9BYC8	P78371	2.9E-3
Q9NQT5	P78371	1.9E-3
Q9BZE4	P78371	1.8E-3
Q9P287	P78371	8E-3
O76003	P78371	1.8E-3
Q00059	P78371	6.6E-3
Q99567	P78371	2.6E-3
Q9NYH9	P78371	1.5E-3
O43143	P78371	1.7E-3
P11142	P78371	6.7E-3
P50579	P78371	6.3E-3
Q96A72	P78371	7.5E-3
Q9UHW5	P78371	2.3E-3
P57740	P78371	2.7E-3
Q13601	P78371	7.9E-3
Q4U2R6	P78371	2.2E-3
P07195	P78371	5E-3
Q8NFW8	P78371	5.5E-3
Q9Y294	P78371	8E-3
P84103	P78371	1.9E-3
Q9H0U6	P78371	3.5E-3
O75496	P78371	2.8E-3
P33981	P78371	2E-3
Q99614	P78371	2.4E-3
P54136	P78371	3.4E-3
Q12981	P78371	5.2E-3
Q9BUL8	P78371	2.9E-3
P11172	P78371	3.9E-3
P09001	P78371	6.2E-3
Q9Y3B4	P78371	2.4E-3
O00487	P78371	2.5E-3
Q8IWA0	P78371	1.9E-3
Q9NW38	P78371	4.4E-3
P50991	P78371	2.4E-3
Q9Y3A3	P78371	5.2E-3
Q16629	P78371	7.6E-3
P52701	P78371	1.4E-3
O75934	P78371	2.1E-3
Q9H9Y2	P78371	6.9E-3
Q06830	P78371	4.3E-3
P15927	P78371	4.5E-3
Q9NYY8	P78371	7.2E-3
Q15651	P78371	3.3E-3
P15374	P78371	4.6E-3
Q01105	P78371	7.5E-3
Q9BWD1	P78371	6.2E-3
P17987	P78371	4.9E-3
Q96RS6	P78371	7.7E-3
Q96GX5	P78371	7.9E-3
Q16514	P78371	2.8E-3
Q92598	P78371	6.2E-3
Q96B26	P78371	3.2E-3
P62495	P78371	2.6E-3
P42167	P78371	7.5E-3
O75608	P78371	5.2E-3
Q92905	P78371	2.6E-3
